Carlsen,M	2845	2019.04.23	B33	GRENKE Chess Classic 2019		2019.04.20			141	1/2-1/2	4.1	Karlsruhe/Baden Baden GER		Caruana,F	2819		twic1277.pgn	B33
Keymer,Vincent	2516	2019.04.23	B23	GRENKE Chess Classic 2019		2019.04.20			70	1-0	4.2	Karlsruhe/Baden Baden GER		Naiditsch,A	2695		twic1277.pgn	B23
Svidler,P	2735	2019.04.23	C88	GRENKE Chess Classic 2019		2019.04.20			74	1-0	4.3	Karlsruhe/Baden Baden GER		Aronian,L	2763		twic1277.pgn	C88
Anand,V	2774	2019.04.23	B11	GRENKE Chess Classic 2019		2019.04.20			93	0-1	4.4	Karlsruhe/Baden Baden GER		Vallejo Pons,F	2693		twic1277.pgn	B11
Vachier Lagrave,M	2773	2019.04.23	D90	GRENKE Chess Classic 2019		2019.04.20			187	0-1	4.5	Karlsruhe/Baden Baden GER		Meier,Geo	2628		twic1277.pgn	D90
Naiditsch,A	2695	2019.04.24	A29	GRENKE Chess Classic 2019		2019.04.20			118	1/2-1/2	5.1	Karlsruhe/Baden Baden GER		Carlsen,M	2845		twic1277.pgn	A29
Caruana,F	2819	2019.04.24	C67	GRENKE Chess Classic 2019		2019.04.20			79	1/2-1/2	5.2	Karlsruhe/Baden Baden GER		Anand,V	2774		twic1277.pgn	C67
Aronian,L	2763	2019.04.24	C88	GRENKE Chess Classic 2019		2019.04.20			48	1/2-1/2	5.3	Karlsruhe/Baden Baden GER		Vachier Lagrave,M	2773		twic1277.pgn	C88
Vallejo Pons,F	2693	2019.04.24	C55	GRENKE Chess Classic 2019		2019.04.20			81	1/2-1/2	5.4	Karlsruhe/Baden Baden GER		Svidler,P	2735		twic1277.pgn	C55
Meier,Geo	2628	2019.04.24	D37	GRENKE Chess Classic 2019		2019.04.20			160	1-0	5.5	Karlsruhe/Baden Baden GER		Keymer,Vincent	2516		twic1277.pgn	D37
Caruana,F	2819	2019.04.26	C48	GRENKE Chess Classic 2019		2019.04.20			40	1/2-1/2	6.1	Karlsruhe/Baden Baden GER		Vallejo Pons,F	2693		twic1277.pgn	C48
Anand,V	2774	2019.04.26	C48	GRENKE Chess Classic 2019		2019.04.20			58	1-0	6.2	Karlsruhe/Baden Baden GER		Naiditsch,A	2695		twic1277.pgn	C48
Carlsen,M	2845	2019.04.26	A05	GRENKE Chess Classic 2019		2019.04.20			115	0-1	6.3	Karlsruhe/Baden Baden GER		Meier,Geo	2628		twic1277.pgn	A05
Keymer,Vincent	2516	2019.04.26	B23	GRENKE Chess Classic 2019		2019.04.20			103	1/2-1/2	6.4	Karlsruhe/Baden Baden GER		Aronian,L	2763		twic1277.pgn	B23
Vachier Lagrave,M	2773	2019.04.26	A34	GRENKE Chess Classic 2019		2019.04.20			68	1/2-1/2	6.5	Karlsruhe/Baden Baden GER		Svidler,P	2735		twic1277.pgn	A34
Vallejo Pons,F	2693	2019.04.27	C02	GRENKE Chess Classic 2019		2019.04.20			112	1/2-1/2	7.1	Karlsruhe/Baden Baden GER		Vachier Lagrave,M	2773		twic1277.pgn	C02
Svidler,P	2735	2019.04.27	E15	GRENKE Chess Classic 2019		2019.04.20			82	1/2-1/2	7.2	Karlsruhe/Baden Baden GER		Keymer,Vincent	2516		twic1277.pgn	E15
Aronian,L	2763	2019.04.27	D37	GRENKE Chess Classic 2019		2019.04.20			74	1-0	7.3	Karlsruhe/Baden Baden GER		Carlsen,M	2845		twic1277.pgn	D37
Meier,Geo	2628	2019.04.27	C10	GRENKE Chess Classic 2019		2019.04.20			71	0-1	7.4	Karlsruhe/Baden Baden GER		Anand,V	2774		twic1277.pgn	C10
Naiditsch,A	2695	2019.04.27	E01	GRENKE Chess Classic 2019		2019.04.20			64	1-0	7.5	Karlsruhe/Baden Baden GER		Caruana,F	2819		twic1277.pgn	E01
Naiditsch,A	2695	2019.04.28	D30	GRENKE Chess Classic 2019		2019.04.20			172	1/2-1/2	8.1	Karlsruhe/Baden Baden GER		Vallejo Pons,F	2693		twic1277.pgn	D30
