Motylev,A	2698	2014.07.22	B18	Hans Suri Mem 2014		2014.07.14			56	1/2-1/2	8.1	Biel SUI		Harikrishna,P	2726		twic1029.pgn	B18
Hou Yifan	2629	2014.07.22	D38	Hans Suri Mem 2014		2014.07.14			80	1/2-1/2	8.2	Biel SUI		Vachier Lagrave,M	2766		twic1029.pgn	D38
Giri,A	2750	2014.07.22	D31	Hans Suri Mem 2014		2014.07.14			99	1/2-1/2	8.3	Biel SUI		Wojtaszek,R	2733		twic1029.pgn	D31
Vachier Lagrave,M	2766	2014.07.23	E60	Hans Suri Mem 2014		2014.07.14			102	1-0	9.1	Biel SUI		Giri,A	2750		twic1029.pgn	E60
Harikrishna,P	2726	2014.07.23	D85	Hans Suri Mem 2014		2014.07.14			79	1-0	9.2	Biel SUI		Wojtaszek,R	2733		twic1029.pgn	D85
Motylev,A	2698	2014.07.23	B18	Hans Suri Mem 2014		2014.07.14			98	1-0	9.3	Biel SUI		Hou Yifan	2629		twic1029.pgn	B18
Hou Yifan	2629	2014.07.24	B90	Hans Suri Mem 2014		2014.07.14			144	1-0	10.1	Biel SUI		Harikrishna,P	2726		twic1029.pgn	B90
Giri,A	2750	2014.07.24	B67	Hans Suri Mem 2014		2014.07.14			37	1/2-1/2	10.2	Biel SUI		Motylev,A	2698		twic1029.pgn	B67
Wojtaszek,R	2733	2014.07.24	B92	Hans Suri Mem 2014		2014.07.14			82	1/2-1/2	10.3	Biel SUI		Vachier Lagrave,M	2766		twic1029.pgn	B92
Meier,V	2255	2014.07.14	A04	47th Biel Master Open		2014.07.14			100	1-0	1.1	Biel SUI		Erdos,V	2648		twic1029.pgn	A30
Bartel,Mat	2644	2014.07.14	A13	47th Biel Master Open		2014.07.14			85	0-1	1.2	Biel SUI		Ludwig,Peter	2249		twic1029.pgn	A13
Grandadam,P	2243	2014.07.14	B23	47th Biel Master Open		2014.07.14			86	1-0	1.3	Biel SUI		Solak,D	2639		twic1029.pgn	B23
Shankland,S	2632	2014.07.14	E32	47th Biel Master Open		2014.07.14			131	0-1	1.4	Biel SUI		Hasenohr,B	2232		twic1029.pgn	E32
Moeldner,J	2229	2014.07.14	A10	47th Biel Master Open		2014.07.14			88	1-0	1.5	Biel SUI		Rakhmanov,Ale	2626		twic1029.pgn	A10
Ganguly,S	2619	2014.07.14	D91	47th Biel Master Open		2014.07.14			61	0-1	1.6	Biel SUI		Bozinovic,Bog	2226		twic1029.pgn	D91
Schiendorfer,F	2192	2014.07.14	E11	47th Biel Master Open		2014.07.14			196	1-0	1.7	Biel SUI		Swiercz,D	2617		twic1029.pgn	E11
Adhiban,Baskaran	2610	2014.07.14	B53	47th Biel Master Open		2014.07.14			49	0-1	1.8	Biel SUI		Karrer,D	2169		twic1029.pgn	B53
Pomini,Aurelien	2165	2014.07.14	A20	47th Biel Master Open		2014.07.14			58	1/2-1/2	1.9	Biel SUI		Banusz,T	2595		twic1029.pgn	A20
Bok,B	2586	2014.07.14	B47	47th Biel Master Open		2014.07.14			81	0-1	1.10	Biel SUI		Berset,P	2136		twic1029.pgn	B47
Arcuti,Davide	2126	2014.07.14	E10	47th Biel Master Open		2014.07.14			66	1-0	1.11	Biel SUI		Roiz,M	2572		twic1029.pgn	E10
Kovacevic,A	2564	2014.07.14	E48	47th Biel Master Open		2014.07.14			61	0-1	1.12	Biel SUI		Gaffagan,S	2119		twic1029.pgn	E48
Naef,T	2117	2014.07.14	A10	47th Biel Master Open		2014.07.14			40	1-0	1.13	Biel SUI		Hera,I	2561		twic1029.pgn	A10
