Sutovsky,E	2575	1998.12.27	B90	It					88	1-0	01	Pamplona ESP		De la Villa Garcia,J	2500		twic216.pgn	B90
Krasenkow,M	2655	1998.12.27	B06	It					38	1/2-1/2	01	Pamplona ESP		De la Riva Aguado,O	2510		twic216.pgn	B07
Xie Jun	2510	1998.12.27	D79	It					118	1/2-1/2	01	Pamplona ESP		Illescas Cordoba,M	2605		twic216.pgn	D79
Morozevich,A	2625	1998.12.27	A22	It					51	0-1	01	Pamplona ESP		Comas Fabrego,L	2540		twic216.pgn	A22
Vallejo Pons,F	2450	1998.12.27	D20	It					91	0-1	01	Pamplona ESP		Van Wely,L	2635		twic216.pgn	D20
Gurevich,M	2610	1998.12.21	C08	It					138	1/2-1/2	08	Belfort FRA		Ponomariov,R	2585		twic216.pgn	C07
Hauchard,A	2500	1998.12.21	B01	It					90	1/2-1/2	08	Belfort FRA		Bologan,V	2585		twic216.pgn	B01
Rozentalis,E	2575	1998.12.21	C24	It					90	1/2-1/2	08	Belfort FRA		Degraeve,JM	2580		twic216.pgn	C24
Gurevich,M	2610	1998.12.22	E80	It					115	1/2-1/2	09	Belfort FRA		Hauchard,A	2500		twic216.pgn	E80
Bologan,V	2585	1998.12.22	B22	It					97	1/2-1/2	09	Belfort FRA		Rozentalis,E	2575		twic216.pgn	B22
Ponomariov,R	2585	1998.12.22	B08	It					115	1/2-1/2	09	Belfort FRA		Degraeve,JM	2580		twic216.pgn	B08
Rozentalis,E	2575	1998.12.23	B42	It					15	1/2-1/2	10	Belfort FRA		Gurevich,M	2610		twic216.pgn	B42
Hauchard,A	2500	1998.12.23	B01	It					107	1/2-1/2	10	Belfort FRA		Ponomariov,R	2585		twic216.pgn	B01
Degraeve,JM	2580	1998.12.23	B33	It					65	1/2-1/2	10	Belfort FRA		Bologan,V	2585		twic216.pgn	B33
Stripunsky,A	2520	1998.12.19	C01	Marshall CC Winter Int.					12	1/2-1/2	08	New York USA		Paschall,W	2365		twic216.pgn	C01
Shamkovich,L	2380	1998.12.19	B30	Marshall CC Winter Int.					50	1/2-1/2	08	New York USA		Ashley,M	2490		twic216.pgn	B30
Waitzkin,J	2480	1998.12.19	B01	Marshall CC Winter Int.					116	1/2-1/2	08	New York USA		Ady,J	2395		twic216.pgn	B01
Kacheishvili,G	2510	1998.12.19	A11	Marshall CC Winter Int.					99	0-1	08	New York USA		Vulicevic,Ne	2370		twic216.pgn	A07
Robovic,S	2330	1998.12.19	E24	Marshall CC Winter Int.					101	0-1	08	New York USA		Santana,J	2175		twic216.pgn	E24
