Zymberi,As	2138	2011.12.04	B40	London Classic FIDE Open		2011.12.03			85	1/2-1/2	2	London ENG		Ferguson,M	2374		twic892.pgn	B40
Getz,N	2369	2011.12.04	C29	London Classic FIDE Open		2011.12.03			85	0-1	2	London ENG		Pedersen,Ca	2133		twic892.pgn	C29
Duncan,P	2125	2011.12.04	E11	London Classic FIDE Open		2011.12.03			80	1-0	2	London ENG		Crouch,C	2366		twic892.pgn	E11
Weber,T	2355	2011.12.04	D80	London Classic FIDE Open		2011.12.03			87	0-1	2	London ENG		Holzhauer,B	2131		twic892.pgn	D80
Torner Planell,Jos	2123	2011.12.04	D43	London Classic FIDE Open		2011.12.03			44	1/2-1/2	2	London ENG		Richardson,Joh	2331		twic892.pgn	D43
Gislason,G	2318	2011.12.04	B06	London Classic FIDE Open		2011.12.03			81	0-1	2	London ENG		McKenna,Jas	2110		twic892.pgn	B06
Berry,N	2312	2011.12.04	C39	London Classic FIDE Open		2011.12.03			60	1/2-1/2	2	London ENG		Guiot,J	2100		twic892.pgn	C39
Kelmendi,Bajrush	0	2011.12.04	A04	London Classic FIDE Open		2011.12.03			98	1-0	2	London ENG		Radovanovic,J	2309		twic892.pgn	A04
Afek,Y	2301	2011.12.04	E60	London Classic FIDE Open		2011.12.03			65	0-1	2	London ENG		Skutta,B	2098		twic892.pgn	E60
Bass,J	2071	2011.12.04	E11	London Classic FIDE Open		2011.12.03			30	1/2-1/2	2	London ENG		Alfred,N	2294		twic892.pgn	E11
Croad,N	2292	2011.12.04	A00	London Classic FIDE Open		2011.12.03			119	0-1	2	London ENG		Burke,J	0		twic892.pgn	A00
Seymour,T	2033	2011.12.04	C03	London Classic FIDE Open		2011.12.03			83	0-1	2	London ENG		Rudd,J	2290		twic892.pgn	C03
Webb,L	2283	2011.12.04	E34	London Classic FIDE Open		2011.12.03			79	0-1	2	London ENG		Schwartz,Julius	2065		twic892.pgn	E34
Plug,A	1945	2011.12.04	A50	London Classic FIDE Open		2011.12.03			50	1-0	2	London ENG		Lemeaux,D	2279		twic892.pgn	A50
Eckersley Waites,T	2276	2011.12.04	C86	London Classic FIDE Open		2011.12.03			119	0-1	2	London ENG		Eriksen,M	2063		twic892.pgn	C86
Chidi,L	1815	2011.12.04	A15	London Classic FIDE Open		2011.12.03			64	1-0	2	London ENG		Gagare,Shar	2275		twic892.pgn	A15
Prosviriakov,V	2274	2011.12.04	B07	London Classic FIDE Open		2011.12.03			106	1/2-1/2	2	London ENG		Andreev,Pete	1914		twic892.pgn	B07
Martyn,R	2249	2011.12.04	E15	London Classic FIDE Open		2011.12.03			73	0-1	2	London ENG		Rutten,D	1861		twic892.pgn	E15
Osborne,M	2246	2011.12.04	C00	London Classic FIDE Open		2011.12.03			82	1/2-1/2	2	London ENG		Tortorella,G	1766		twic892.pgn	C00
Perez,Fl	2245	2011.12.04	E00	London Classic FIDE Open		2011.12.03			68	0-1	2	London ENG		Amier,Hamzah B. Mohd Zuhri	1745		twic892.pgn	A50
Kalerwa,Edwin M	1728	2011.12.04	B01	London Classic FIDE Open		2011.12.03			58	1-0	2	London ENG		Eames,R	2241		twic892.pgn	B01
Stone,A ENG	2234	2011.12.04	A05	London Classic FIDE Open		2011.12.03			49	1/2-1/2	2	London ENG		Sigurdsson,Birkir Karl	1649		twic892.pgn	A05
Cox,JohnJ	2423	2011.12.04	C18	London Classic FIDE Open		2011.12.03			113	1/2-1/2	2	London ENG		Compton,A	2024		twic892.pgn	C18
Arkell,K	2418	2011.12.04	D01	London Classic FIDE Open		2011.12.03			40	0-1	2	London ENG		Hayward,A	1984		twic892.pgn	D01
Lee,Ka	2003	2011.12.04	C44	London Classic FIDE Open		2011.12.03			85	0-1	2	London ENG		Stoma,P	2316		twic892.pgn	C44
Vachtfeidl,P	1969	2011.12.04	B46	London Classic FIDE Open		2011.12.03			76	1/2-1/2	2	London ENG		Sreeves,C	2247		twic892.pgn	B46
Fransson,A	1940	2011.12.04	B83	London Classic FIDE Open		2011.12.03			69	0-1	2	London ENG		Coleman,D	2244		twic892.pgn	B83
Rendboe,J	2242	2011.12.04	B26	London Classic FIDE Open		2011.12.03			80	1/2-1/2	2	London ENG		Herda,C	1908		twic892.pgn	B26
Anderton,M	2227	2011.12.04	E38	London Classic FIDE Open		2011.12.03			56	1/2-1/2	2	London ENG		Jakobsen,Alf Gjoran	1861		twic892.pgn	E38
Gant,C	2194	2011.12.04	B20	London Classic FIDE Open		2011.12.03			93	0-1	2	London ENG		Homolka,Vincent	1859		twic892.pgn	B20
Willmoth,R	2169	2011.12.04	B07	London Classic FIDE Open		2011.12.03			80	1/2-1/2	2	London ENG		Carlile,Orison	0		twic892.pgn	B07
Smith,An	2167	2011.12.04	A00	London Classic FIDE Open		2011.12.03			117	0-1	2	London ENG		Miu,M	1609		twic892.pgn	A00
Yekta,Alireza Shayesteh	0	2011.12.04	B01	London Classic FIDE Open		2011.12.03			110	1/2-1/2	2	London ENG		Mareckova,M	2123		twic892.pgn	B01
Whitehead,D	2079	2011.12.04	A40	London Classic FIDE Open		2011.12.03			98	1-0	2	London ENG		Cetens,Edward	1708		twic892.pgn	A40
Sonnis,Steve	0	2011.12.04	A56	London Classic FIDE Open		2011.12.03			76	1-0	2	London ENG		Nelson,O	2070		twic892.pgn	A56
Haddock,Paul	1695	2011.12.04	A45	London Classic FIDE Open		2011.12.03			86	1-0	2	London ENG		Svaralova,Monika	2025		twic892.pgn	A45
Tart,P	1944	2011.12.04	A00	London Classic FIDE Open		2011.12.03			62	1-0	2	London ENG		Smith,Ax	2480		twic892.pgn	A00
Pleininger,R	1939	2011.12.04	B23	London Classic FIDE Open		2011.12.03			58	1/2-1/2	2	London ENG		Farrand,T	2265		twic892.pgn	B23
Farrell,N	2181	2011.12.04	A46	London Classic FIDE Open		2011.12.03			69	0-1	2	London ENG		Vlcek,Ma	1935		twic892.pgn	A46
Cohen,R	1930	2011.12.04	C02	London Classic FIDE Open		2011.12.03			46	1-0	2	London ENG		Murray,D	2133		twic892.pgn	C02
Lozano,Frank	0	2011.12.04	B03	London Classic FIDE Open		2011.12.03			68	1-0	2	London ENG		Wheldon,P	0		twic892.pgn	B03
Bala Kannamma,P	1927	2011.12.04	A03	London Classic FIDE Open		2011.12.03			146	1-0	2	London ENG		Knecht,G	2123		twic892.pgn	A03
Srija,S	1926	2011.12.04	C78	London Classic FIDE Open		2011.12.03			57	0-1	2	London ENG		Millward,R	0		twic892.pgn	C78
Mikalsen,E	2063	2011.12.04	A45	London Classic FIDE Open		2011.12.03			104	0-1	2	London ENG		Torner Planell,Jor	1917		twic892.pgn	A45
Rogers,Tim L	2061	2011.12.04	D31	London Classic FIDE Open		2011.12.03			170	1-0	2	London ENG		McCarthy,Damian	1882		twic892.pgn	D31
Faldon,David J	0	2011.12.04	B06	London Classic FIDE Open		2011.12.03			94	1-0	2	London ENG		Ruston,M	2061		twic892.pgn	B06
Kluger,C	2060	2011.12.04	B06	London Classic FIDE Open		2011.12.03			124	1-0	2	London ENG		Jones,Steven A	1878		twic892.pgn	B06
De Lagontrie,J	1912	2011.12.04	C19	London Classic FIDE Open		2011.12.03			142	1-0	2	London ENG		Varnam,L	2059		twic892.pgn	C19
Hansen,Pa	2056	2011.12.04	B03	London Classic FIDE Open		2011.12.03			69	1/2-1/2	2	London ENG		Wright, Jon ENG	1846		twic892.pgn	B03
Fields,F	1897	2011.12.04	B21	London Classic FIDE Open		2011.12.03			114	1-0	2	London ENG		Warman,S	2056		twic892.pgn	B21
Milnes,A	2055	2011.12.04	C04	London Classic FIDE Open		2011.12.03			66	1-0	2	London ENG		Aryan,C	1836		twic892.pgn	C04
Caorlin,M	1884	2011.12.04	B22	London Classic FIDE Open		2011.12.03			122	1-0	2	London ENG		Gopakukmar,Siddharth	0		twic892.pgn	B22
Kristinsson,Bj	2045	2011.12.04	B50	London Classic FIDE Open		2011.12.03			95	0-1	2	London ENG		Veznik,Michael	1821		twic892.pgn	B50
De Wild Propitus,Mark	0	2011.12.04	B08	London Classic FIDE Open		2011.12.03			76	1-0	2	London ENG		Shepley,J	2043		twic892.pgn	B08
Jones,Chris S	1868	2011.12.04	B78	London Classic FIDE Open		2011.12.03			39	1/2-1/2	2	London ENG		Lenier,J	2030		twic892.pgn	B78
Hoegener,C	2028	2011.12.04	C06	London Classic FIDE Open		2011.12.03			93	0-1	2	London ENG		Clayton,T	1812		twic892.pgn	C06
O'Molloy,Eamonn	0	2011.12.04	B12	London Classic FIDE Open		2011.12.03			114	1/2-1/2	2	London ENG		De Coverly,R	2027		twic892.pgn	B12
Heaton,P	2026	2011.12.04	B53	London Classic FIDE Open		2011.12.03			57	0-1	2	London ENG		Parry. Jacques	0		twic892.pgn	B53
Cannon,Ra	2024	2011.12.04	B09	London Classic FIDE Open		2011.12.03			65	0-1	2	London ENG		Bishop,G	1791		twic892.pgn	B09
Andersen,NielsE	2018	2011.12.04	B20	London Classic FIDE Open		2011.12.03			84	1-0	2	London ENG		Burnham,Frank D	1788		twic892.pgn	B20
Wigbout,Rod	1827	2011.12.04	A36	London Classic FIDE Open		2011.12.03			59	1/2-1/2	2	London ENG		Frank Nielsen,M	2015		twic892.pgn	A36
Bryant,Jon	2012	2011.12.04	C67	London Classic FIDE Open		2011.12.03			79	0-1	2	London ENG		Balaji,Eday	0		twic892.pgn	C67
Shah,Dipak K	0	2011.12.04	A53	London Classic FIDE Open		2011.12.03			70	1-0	2	London ENG		Johansen,St	2012		twic892.pgn	A53
Doran,C	2011	2011.12.04	B50	London Classic FIDE Open		2011.12.03			57	0-1	2	London ENG		Turner,David J	1775		twic892.pgn	B50
Staneland,P	1812	2011.12.04	A30	London Classic FIDE Open		2011.12.03			120	1/2-1/2	2	London ENG		Gschwendtner,S	2011		twic892.pgn	A30
Gisbert Mir,Ale	1793	2011.12.04	B96	London Classic FIDE Open		2011.12.03			78	1-0	2	London ENG		Wallis,I	2003		twic892.pgn	B96
Obiamiwe,P	2001	2011.12.04	B20	London Classic FIDE Open		2011.12.03			48	1/2-1/2	2	London ENG		York-Andersen,Anna	1755		twic892.pgn	B20
Siddiqui,Nida Mishraz	0	2011.12.04	E61	London Classic FIDE Open		2011.12.03			66	1-0	2	London ENG		Shweta,G	1999		twic892.pgn	E61
Casaschi,Paolo	1996	2011.12.04	C00	London Classic FIDE Open		2011.12.03			131	0-1	2	London ENG		Opasiak,D	1737		twic892.pgn	C00
Keuneke,H	1782	2011.12.04	C45	London Classic FIDE Open		2011.12.03			118	1/2-1/2	2	London ENG		Lappas,Konstantinos	1992		twic892.pgn	C45
Flynn,D	1978	2011.12.04	B90	London Classic FIDE Open		2011.12.03			76	1-0	2	London ENG		Forsa,E	1728		twic892.pgn	B90
Kouchak,J	1776	2011.12.04	B01	London Classic FIDE Open		2011.12.03			46	1-0	2	London ENG		McKerracher,D	1976		twic892.pgn	B01
Iyengar,I	1974	2011.12.04	B22	London Classic FIDE Open		2011.12.03			123	0-1	2	London ENG		Zygourakis,T	1688		twic892.pgn	B22
Fritzer,F	1736	2011.12.04	B90	London Classic FIDE Open		2011.12.03			54	1-0	2	London ENG		Amato,G	1973		twic892.pgn	B90
Millward,K	1971	2011.12.04	B06	London Classic FIDE Open		2011.12.03			69	0-1	2	London ENG		Chilton,James I	0		twic892.pgn	B06
Pattni,Kishan	1687	2011.12.04	A80	London Classic FIDE Open		2011.12.03			77	1/2-1/2	2	London ENG		Hjort,Helge	1969		twic892.pgn	A80
Boger,R	1959	2011.12.04	B50	London Classic FIDE Open		2011.12.03			67	0-1	2	London ENG		Damodaran,Ashok K	0		twic892.pgn	B50
Melcon Diez,Enrique	1632	2011.12.04	B23	London Classic FIDE Open		2011.12.03			76	1-0	2	London ENG		Phillips,O	1959		twic892.pgn	B23
Steinhart,Roel	1594	2011.12.04	C30	London Classic FIDE Open		2011.12.03			40	1-0	2	London ENG		White,D	1958		twic892.pgn	C30
Calder,D	1953	2011.12.04	D10	London Classic FIDE Open		2011.12.03			103	0-1	2	London ENG		Lie,T	1644		twic892.pgn	D10
Eldred,Makabali	0	2011.12.04	B07	London Classic FIDE Open		2011.12.03			92	1-0	2	London ENG		Sagues,V	1952		twic892.pgn	B07
Valantinas,Rokas	0	2011.12.04	B92	London Classic FIDE Open		2011.12.03			97	0-1	2	London ENG		Keuneke,Tobias	0		twic892.pgn	B92
Lazoni,Victor Hugo Boy	0	2011.12.04	D01	London Classic FIDE Open		2011.12.03			61	0-1	2	London ENG		Johnsen,Oystein	1949		twic892.pgn	D01
Reppen,E	1949	2011.12.04	C44	London Classic FIDE Open		2011.12.03			46	1/2-1/2	2	London ENG		Rallabandi,Praveen Kumar	0		twic892.pgn	C44
Romeril,Alan	0	2011.12.04	D94	London Classic FIDE Open		2011.12.03			79	1/2-1/2	2	London ENG		Calvert,D	1947		twic892.pgn	D94
Gupta,Ab	2640	2011.12.05	E04	London Classic FIDE Open		2011.12.03			87	0-1	3	London ENG		Bates,Ri	2386		twic892.pgn	E04
Getz,N	2369	2011.12.05	C53	London Classic FIDE Open		2011.12.03			132	1-0	3	London ENG		Jones,G	2635		twic892.pgn	C53
Crouch,C	2366	2011.12.05	B01	London Classic FIDE Open		2011.12.03			74	1-0	3	London ENG		Berg,E	2566		twic892.pgn	B01
Pert,N	2563	2011.12.05	A15	London Classic FIDE Open		2011.12.03			47	1/2-1/2	3	London ENG		Weber,T	2355		twic892.pgn	A15
Gislason,G	2318	2011.12.05	A16	London Classic FIDE Open		2011.12.03			105	1-0	3	London ENG		Cornette,M	2548		twic892.pgn	A16
Radovanovic,J	2309	2011.12.05	D58	London Classic FIDE Open		2011.12.03			126	1-0	3	London ENG		Hebden,M	2515		twic892.pgn	D58
Grover,S	2515	2011.12.05	C02	London Classic FIDE Open		2011.12.03			101	0-1	3	London ENG		Afek,Y	2301		twic892.pgn	C02
Croad,N	2292	2011.12.05	A13	London Classic FIDE Open		2011.12.03			44	1/2-1/2	3	London ENG		Wells,P	2492		twic892.pgn	A13
Lemeaux,D	2279	2011.12.05	B44	London Classic FIDE Open		2011.12.03			54	1-0	3	London ENG		Das,Arg	2470		twic892.pgn	B44
Hunt,A	2458	2011.12.05	B50	London Classic FIDE Open		2011.12.03			73	1/2-1/2	3	London ENG		Webb,L	2283		twic892.pgn	B50
Gagare,Shar	2275	2011.12.05	D27	London Classic FIDE Open		2011.12.03			104	1-0	3	London ENG		Pert,R	2455		twic892.pgn	D27
Chevelevitch,E	2435	2011.12.05	C45	London Classic FIDE Open		2011.12.03			97	0-1	3	London ENG		Eckersley Waites,T	2276		twic892.pgn	C45
Summerscale,A	2422	2011.12.05	D30	London Classic FIDE Open		2011.12.03			61	1/2-1/2	3	London ENG		Martyn,R	2249		twic892.pgn	D30
Houska,Jo	2415	2011.12.05	B12	London Classic FIDE Open		2011.12.03			53	0-1	3	London ENG		Perez,Fl	2245		twic892.pgn	B12
Eames,R	2241	2011.12.05	B50	London Classic FIDE Open		2011.12.03			64	1-0	3	London ENG		Roy Chowdhury,S	2411		twic892.pgn	B50
D'Costa,L	2409	2011.12.05	B42	London Classic FIDE Open		2011.12.03			71	0-1	3	London ENG		Britton,R	2219		twic892.pgn	B42
Williamson,R	2157	2011.12.05	D11	London Classic FIDE Open		2011.12.03			46	1-0	3	London ENG		Thorfinnsson,Bj	2402		twic892.pgn	D11
Slavin,A	2400	2011.12.05	A46	London Classic FIDE Open		2011.12.03			97	0-1	3	London ENG		Jaunooby,A	2144		twic892.pgn	A46
Hillarp Persson,T	2530	2011.12.05	B10	London Classic FIDE Open		2011.12.03			117	0-1	3	London ENG		Seymour,T	2033		twic892.pgn	B10
Tavoularis,N	2143	2011.12.05	A10	London Classic FIDE Open		2011.12.03			33	1/2-1/2	3	London ENG		Arkell,K	2418		twic892.pgn	A10
Nandhidhaa,P	2139	2011.12.05	B40	London Classic FIDE Open		2011.12.03			72	1-0	3	London ENG		Ansell,S	2389		twic892.pgn	B40
Buckley,G	2383	2011.12.05	E35	London Classic FIDE Open		2011.12.03			59	0-1	3	London ENG		Zymberi,As	2138		twic892.pgn	E35
Torner Planell,Jos	2123	2011.12.05	C46	London Classic FIDE Open		2011.12.03			99	1-0	3	London ENG		Mikkelsen,N	2381		twic892.pgn	C46
Ferguson,M	2374	2011.12.05	D12	London Classic FIDE Open		2011.12.03			81	0-1	3	London ENG		Barton,A	2073		twic892.pgn	D13
Richardson,Joh	2331	2011.12.05	D38	London Classic FIDE Open		2011.12.03			51	0-1	3	London ENG		Bass,J	2071		twic892.pgn	D38
Nelson,O	2070	2011.12.05	D20	London Classic FIDE Open		2011.12.03			110	1-0	3	London ENG		Berry,N	2312		twic892.pgn	D20
Alfred,N	2294	2011.12.05	E81	London Classic FIDE Open		2011.12.03			97	0-1	3	London ENG		Lee,Ka	2003		twic892.pgn	E81
Guiot,J	2100	2011.12.05	D19	London Classic FIDE Open		2011.12.03			57	1/2-1/2	3	London ENG		Prosviriakov,V	2274		twic892.pgn	D19
Svaralova,Monika	2025	2011.12.05	E32	London Classic FIDE Open		2011.12.03			70	1-0	3	London ENG		Osborne,M	2246		twic892.pgn	E32
Andreev,Pete	1914	2011.12.05	A15	London Classic FIDE Open		2011.12.03			84	1/2-1/2	3	London ENG		Stone,A ENG	2234		twic892.pgn	A15
Tortorella,G	1766	2011.12.05	C46	London Classic FIDE Open		2011.12.03			53	1-0	3	London ENG		Player,E	2199		twic892.pgn	C47
Cetens,Edward	1708	2011.12.05	A04	London Classic FIDE Open		2011.12.03			75	1/2-1/2	3	London ENG		Gant,C	2194		twic892.pgn	A04
Sigurdsson,Birkir Karl	1649	2011.12.05	C22	London Classic FIDE Open		2011.12.03			58	1-0	3	London ENG		Smith,An	2167		twic892.pgn	C22
Karthikeyan,M2	2154	2011.12.05	B20	London Classic FIDE Open		2011.12.03			81	0-1	3	London ENG		Fransson,A	1940		twic892.pgn	B20
Tikkanen,H	2586	2011.12.05	C12	London Classic FIDE Open		2011.12.03			31	0-1	3	London ENG		Mikalsen,E	2063		twic892.pgn	C12
Smith,Ax	2480	2011.12.05	B23	London Classic FIDE Open		2011.12.03			70	0-1	3	London ENG		Ruston,M	2061		twic892.pgn	B23
Varnam,L	2059	2011.12.05	A20	London Classic FIDE Open		2011.12.03			96	1-0	3	London ENG		Cox,JohnJ	2423		twic892.pgn	A20
Warman,S	2056	2011.12.05	A43	London Classic FIDE Open		2011.12.03			51	1-0	3	London ENG		Hassan,Ab	2398		twic892.pgn	A43
Rendle,T	2389	2011.12.05	C01	London Classic FIDE Open		2011.12.03			105	0-1	3	London ENG		Gopakukmar,Siddharth	0		twic892.pgn	C01
Rudd,J	2290	2011.12.05	B06	London Classic FIDE Open		2011.12.03			54	1-0	3	London ENG		Kristinsson,Bj	2045		twic892.pgn	B06
Sreeves,C	2247	2011.12.05	B20	London Classic FIDE Open		2011.12.03			61	1/2-1/2	3	London ENG		Shepley,J	2043		twic892.pgn	B20
Compton,A	2024	2011.12.05	A13	London Classic FIDE Open		2011.12.03			60	1-0	3	London ENG		Rendboe,J	2242		twic892.pgn	A13
Arvola,B	2232	2011.12.05	A46	London Classic FIDE Open		2011.12.03			95	0-1	3	London ENG		Hoegener,C	2028		twic892.pgn	A46
Johansen,St	2012	2011.12.05	B06	London Classic FIDE Open		2011.12.03			57	1/2-1/2	3	London ENG		Wallace,P	2229		twic892.pgn	B06
Ledger,D	2228	2011.12.05	C50	London Classic FIDE Open		2011.12.03			65	0-1	3	London ENG		Wood,Peter R	2027		twic892.pgn	C53
Wallis,I	2003	2011.12.05	C75	London Classic FIDE Open		2011.12.03			91	1/2-1/2	3	London ENG		Anderton,M	2227		twic892.pgn	C75
White,Mi	2214	2011.12.05	A16	London Classic FIDE Open		2011.12.03			147	0-1	3	London ENG		Heaton,P	2026		twic892.pgn	A16
Shweta,G	1999	2011.12.05	A70	London Classic FIDE Open		2011.12.03			124	1-0	3	London ENG		Thingstad,E	2213		twic892.pgn	A70
Surendran,N	2207	2011.12.05	B50	London Classic FIDE Open		2011.12.03			88	1/2-1/2	3	London ENG		Cannon,Ra	2024		twic892.pgn	B50
Jetzl,J	2196	2011.12.05	A90	London Classic FIDE Open		2011.12.03			81	0-1	3	London ENG		Bryant,Jon	2012		twic892.pgn	A40
