Bareev,E	2675	2016.09.13	B12	42nd Olympiad 2016		2016.09.02			60	1-0	11.1	Baku AZE		Caruana,F	2808	United States of America	twic1141.pgn	B12
Nakamura,Hi	2789	2016.09.13	A35	42nd Olympiad 2016		2016.09.02			75	1/2-1/2	11.1	Baku AZE		Kovalyov,A	2617	Canada	twic1141.pgn	A35
Lesiege,A	2512	2016.09.13	A30	42nd Olympiad 2016		2016.09.02			70	1-0	11.1	Baku AZE		So,W	2782	United States of America	twic1141.pgn	A30
Shankland,S	2679	2016.09.13	C65	42nd Olympiad 2016		2016.09.02			82	1-0	11.1	Baku AZE		Hansen,Eric	2582	Canada	twic1141.pgn	C65
Beliavsky,A	2602	2016.09.13	A05	42nd Olympiad 2016		2016.09.02			154	1-0	11.2	Baku AZE		Eljanov,P	2739	Ukraine	twic1141.pgn	A05
Ponomariov,R	2709	2016.09.13	E39	42nd Olympiad 2016		2016.09.02			60	1/2-1/2	11.2	Baku AZE		Lenic,L	2622	Slovenia	twic1141.pgn	E39
Borisek,J	2558	2016.09.13	D85	42nd Olympiad 2016		2016.09.02			90	1-0	11.2	Baku AZE		Korobov,A	2675	Ukraine	twic1141.pgn	D85
Volokitin,And	2647	2016.09.13	D02	42nd Olympiad 2016		2016.09.02			83	0-1	11.2	Baku AZE		Sebenik,M	2526	Slovenia	twic1141.pgn	D02
Vocaturo,D	2583	2016.09.13	A49	42nd Olympiad 2016		2016.09.02			80	1-0	11.3	Baku AZE		Kramnik,V	2808	Russia	twic1141.pgn	A49
Tomashevsky,E	2731	2016.09.13	E12	42nd Olympiad 2016		2016.09.02			104	1/2-1/2	11.3	Baku AZE		Rombaldoni,Ax	2567	Italy	twic1141.pgn	E12
Brunello,S	2568	2016.09.13	C45	42nd Olympiad 2016		2016.09.02			83	1/2-1/2	11.3	Baku AZE		Nepomniachtchi,I	2740	Russia	twic1141.pgn	C45
Grischuk,A	2754	2016.09.13	D80	42nd Olympiad 2016		2016.09.02			79	0-1	11.3	Baku AZE		Moroni,L	2459	Italy	twic1141.pgn	D80
Radjabov,T	2722	2016.09.13	B06	42nd Olympiad 2016		2016.09.02			53	1/2-1/2	11.4	Baku AZE		Atabayev,M	2485	Turkmenistan	twic1141.pgn	B06
Atabayev,Y	2453	2016.09.13	B51	42nd Olympiad 2016		2016.09.02			59	1/2-1/2	11.4	Baku AZE		Mamedov,Rau	2666	Azerbaijan 1	twic1141.pgn	B51
Naiditsch,A	2696	2016.09.13	B32	42nd Olympiad 2016		2016.09.02			89	0-1	11.4	Baku AZE		Atabayew,S	2406	Turkmenistan	twic1141.pgn	B32
Odeev,H	2401	2016.09.13	B01	42nd Olympiad 2016		2016.09.02			84	1-0	11.4	Baku AZE		Safarli,E	2688	Azerbaijan 1	twic1141.pgn	B01
Carlsen,M	2857	2016.09.13	C50	42nd Olympiad 2016		2016.09.02			93	1/2-1/2	11.5	Baku AZE		Harikrishna,P	2752	India	twic1141.pgn	C50
Adhiban,Baskaran	2671	2016.09.13	D45	42nd Olympiad 2016		2016.09.02			85	1/2-1/2	11.5	Baku AZE		Hammer,J	2651	Norway	twic1141.pgn	D45
Tari,A	2570	2016.09.13	D70	42nd Olympiad 2016		2016.09.02			88	1-0	11.5	Baku AZE		Vidit,S	2669	India	twic1141.pgn	D70
Sethuraman,S	2640	2016.09.13	D45	42nd Olympiad 2016		2016.09.02			48	1-0	11.5	Baku AZE		Urkedal,F	2537	Norway	twic1141.pgn	D45
Adams,Mi	2738	2016.09.13	A14	42nd Olympiad 2016		2016.09.02			81	0-1	11.6	Baku AZE		Cordova,E	2638	Peru	twic1141.pgn	A14
Cori,J	2609	2016.09.13	B22	42nd Olympiad 2016		2016.09.02			79	0-1	11.6	Baku AZE		Howell,D	2665	England	twic1141.pgn	B22
Jones,G	2635	2016.09.13	C78	42nd Olympiad 2016		2016.09.02			62	1/2-1/2	11.6	Baku AZE		Vera Siguenas,D	2499	Peru	twic1141.pgn	C78
Cruz,Cr	2519	2016.09.13	A29	42nd Olympiad 2016		2016.09.02			84	1/2-1/2	11.6	Baku AZE		Short,N	2666	England	twic1141.pgn	A29
Jobava,Ba	2665	2016.09.13	B12	42nd Olympiad 2016		2016.09.02			58	1/2-1/2	11.7	Baku AZE		Solak,D	2635	Turkey	twic1141.pgn	B12
Ipatov,Alexander	2652	2016.09.13	A41	42nd Olympiad 2016		2016.09.02			111	0-1	11.7	Baku AZE		Mchedlishvili,M	2609	Georgia	twic1141.pgn	A46
Pantsulaia,L	2601	2016.09.13	A61	42nd Olympiad 2016		2016.09.02			115	0-1	11.7	Baku AZE		Yilmaz,M	2616	Turkey	twic1141.pgn	A61
Can,E	2565	2016.09.13	A48	42nd Olympiad 2016		2016.09.02			97	0-1	11.7	Baku AZE		Gelashvili,T	2575	Georgia	twic1141.pgn	A48
Berkes,F	2640	2016.09.13	D30	42nd Olympiad 2016		2016.09.02			101	1/2-1/2	11.8	Baku AZE		Papaioannou,I	2631	Greece	twic1141.pgn	D30
Mastrovasilis,D	2601	2016.09.13	B47	42nd Olympiad 2016		2016.09.02			84	1-0	11.8	Baku AZE		Almasi,Z	2684	Hungary	twic1141.pgn	B47
Balogh,C	2614	2016.09.13	D20	42nd Olympiad 2016		2016.09.02			56	1/2-1/2	11.8	Baku AZE		Banikas,H	2571	Greece	twic1141.pgn	D20
Halkias,S	2565	2016.09.13	A04	42nd Olympiad 2016		2016.09.02			87	0-1	11.8	Baku AZE		Gledura,B	2585	Hungary	twic1141.pgn	A30
Navara,D	2742	2016.09.13	B12	42nd Olympiad 2016		2016.09.02			70	1/2-1/2	11.9	Baku AZE		Vachier Lagrave,M	2813	France	twic1141.pgn	B12
Maze,S	2617	2016.09.13	D03	42nd Olympiad 2016		2016.09.02			85	0-1	11.9	Baku AZE		Laznicka,V	2651	Czech Republic	twic1141.pgn	D03
Hracek,Z	2591	2016.09.13	E01	42nd Olympiad 2016		2016.09.02			76	1-0	11.9	Baku AZE		Fressinet,L	2664	France	twic1141.pgn	E01
Bauer,Ch	2623	2016.09.13	C04	42nd Olympiad 2016		2016.09.02			138	1/2-1/2	11.9	Baku AZE		Plat,V	2519	Czech Republic	twic1141.pgn	C04
Vallejo Pons,F	2716	2016.09.13	E15	42nd Olympiad 2016		2016.09.02			72	1-0	11.10	Baku AZE		Wojtaszek,R	2736	Poland	twic1141.pgn	E15
Duda,J	2675	2016.09.13	B17	42nd Olympiad 2016		2016.09.02			69	1/2-1/2	11.10	Baku AZE		Salgado Lopez,I	2662	Spain	twic1141.pgn	B17
Anton Guijarro,D	2630	2016.09.13	A47	42nd Olympiad 2016		2016.09.02			236	1-0	11.10	Baku AZE		Bartel,Mat	2646	Poland	twic1141.pgn	A47
Swiercz,D	2639	2016.09.13	B90	42nd Olympiad 2016		2016.09.02			60	1/2-1/2	11.10	Baku AZE		Ibarra Jerez,JC	2566	Spain	twic1141.pgn	B90
Wang Yue	2737	2016.09.13	E32	42nd Olympiad 2016		2016.09.02			87	1/2-1/2	11.11	Baku AZE		Le Quang Liem	2723	Vietnam	twic1141.pgn	E32
Nguyen Ngoc Truong Son	2633	2016.09.13	E15	42nd Olympiad 2016		2016.09.02			88	1-0	11.11	Baku AZE		Ding Liren	2753	China	twic1141.pgn	E15
Yu Yangyi	2725	2016.09.13	A45	42nd Olympiad 2016		2016.09.02			101	1/2-1/2	11.11	Baku AZE		Nguyen Huynh Minh Huy	2435	Vietnam	twic1141.pgn	A45
Nguyen,Anh Khoi	2448	2016.09.13	B90	42nd Olympiad 2016		2016.09.02			64	1-0	11.11	Baku AZE		Wei Yi	2717	China	twic1141.pgn	B90
Lupulescu,C	2618	2016.09.13	B33	42nd Olympiad 2016		2016.09.02			80	1-0	11.12	Baku AZE		Dominguez Perez,L	2720	Cuba	twic1141.pgn	B33
Quesada Perez,Yu	2636	2016.09.13	D45	42nd Olympiad 2016		2016.09.02			66	1/2-1/2	11.12	Baku AZE		Parligras,M	2595	Romania	twic1141.pgn	D45
Deac,Bogdan-Daniel	2524	2016.09.13	C50	42nd Olympiad 2016		2016.09.02			105	1/2-1/2	11.12	Baku AZE		Ortiz Suarez,I	2581	Cuba	twic1141.pgn	C50
Gonzalez Vidal,Y	2553	2016.09.13	A13	42nd Olympiad 2016		2016.09.02			68	1-0	11.12	Baku AZE		Marin,Mi	2572	Romania	twic1141.pgn	A13
Bologan,V	2648	2016.09.13	B06	42nd Olympiad 2016		2016.09.02			66	1-0	11.13	Baku AZE		Saric,Iv	2668	Croatia	twic1141.pgn	B06
Stevic,H	2608	2016.09.13	E66	42nd Olympiad 2016		2016.09.02			74	1-0	11.13	Baku AZE		Iordachescu,V	2584	Moldova	twic1141.pgn	E66
Svetushkin,D	2543	2016.09.13	A07	42nd Olympiad 2016		2016.09.02			106	1-0	11.13	Baku AZE		Kozul,Z	2622	Croatia	twic1141.pgn	A07
Brkic,A	2584	2016.09.13	C80	42nd Olympiad 2016		2016.09.02			60	1/2-1/2	11.13	Baku AZE		Vedmediuc,S	2437	Moldova	twic1141.pgn	C80
Kasimdzhanov,R	2696	2016.09.13	C65	42nd Olympiad 2016		2016.09.02			63	1/2-1/2	11.14	Baku AZE		Zhigalko,S	2652	Belarus	twic1141.pgn	C65
Kovalev,Vl	2599	2016.09.13	A49	42nd Olympiad 2016		2016.09.02			99	0-1	11.14	Baku AZE		Vakhidov,J	2583	Uzbekistan	twic1141.pgn	A49
Filippov,An UZB	2582	2016.09.13	C98	42nd Olympiad 2016		2016.09.02			156	1/2-1/2	11.14	Baku AZE		Zhigalko,A	2591	Belarus	twic1141.pgn	C98
Aleksandrov,A	2547	2016.09.13	C52	42nd Olympiad 2016		2016.09.02			99	0-1	11.14	Baku AZE		Dzhumaev,M	2450	Uzbekistan	twic1141.pgn	C52
Shirov,A	2673	2016.09.13	A09	42nd Olympiad 2016		2016.09.02			69	0-1	11.15	Baku AZE		Ferreira,Jor1	2511	Portugal	twic1141.pgn	A09
Damaso,R	2444	2016.09.13	E71	42nd Olympiad 2016		2016.09.02			62	1-0	11.15	Baku AZE		Kovalenko,I	2651	Latvia	twic1141.pgn	E71
Meskovs,N	2476	2016.09.13	E60	42nd Olympiad 2016		2016.09.02			58	1/2-1/2	11.15	Baku AZE		Fernandes,Ant	2413	Portugal	twic1141.pgn	E60
Sousa,Andre Ventura	2379	2016.09.13	E64	42nd Olympiad 2016		2016.09.02			60	1-0	11.15	Baku AZE		Sveshnikov,V	2404	Latvia	twic1141.pgn	E65
Morovic Fernandez,I	2554	2016.09.13	A45	42nd Olympiad 2016		2016.09.02			80	1-0	11.16	Baku AZE		Ghaem Maghami,E	2566	Iran	twic1141.pgn	A45
Maghsoodloo,Parham	2566	2016.09.13	B51	42nd Olympiad 2016		2016.09.02			81	0-1	11.16	Baku AZE		Vasquez Schroeder,R	2546	Chile	twic1141.pgn	B51
Henriquez Villagra,C	2508	2016.09.13	B38	42nd Olympiad 2016		2016.09.02			75	1/2-1/2	11.16	Baku AZE		Lorparizangeneh,S	2478	Iran	twic1141.pgn	B38
Gholami,A	2435	2016.09.13	B41	42nd Olympiad 2016		2016.09.02			91	0-1	11.16	Baku AZE		Perez Gormaz,M	2444	Chile	twic1141.pgn	B41
Delgado Ramirez,N	2618	2016.09.13	E15	42nd Olympiad 2016		2016.09.02			87	1/2-1/2	11.17	Baku AZE		Pelletier,Y	2555	Switzerland	twic1141.pgn	E15
Bogner,S	2559	2016.09.13	B51	42nd Olympiad 2016		2016.09.02			50	1/2-1/2	11.17	Baku AZE		Bachmann,Ax	2641	Paraguay	twic1141.pgn	B51
Cubas,Jo	2470	2016.09.13	C13	42nd Olympiad 2016		2016.09.02			69	0-1	11.17	Baku AZE		Georgiadis,N	2475	Switzerland	twic1141.pgn	C13
Forster,Ri	2459	2016.09.13	A45	42nd Olympiad 2016		2016.09.02			72	1-0	11.17	Baku AZE		Latorre,Mat	2318	Paraguay	twic1141.pgn	A45
Fier,A	2634	2016.09.13	D85	42nd Olympiad 2016		2016.09.02			51	1/2-1/2	11.18	Baku AZE		Ragger,M	2697	Austria	twic1141.pgn	D85
Shengelia,D	2573	2016.09.13	D38	42nd Olympiad 2016		2016.09.02			106	1-0	11.18	Baku AZE		Leitao,R	2616	Brazil	twic1141.pgn	D38
El Debs,F	2523	2016.09.13	E15	42nd Olympiad 2016		2016.09.02			34	1/2-1/2	11.18	Baku AZE		Kreisl,R	2448	Austria	twic1141.pgn	E15
Dragnev,Valentin	2430	2016.09.13	C95	42nd Olympiad 2016		2016.09.02			136	1/2-1/2	11.18	Baku AZE		Di Berardino,D	2499	Brazil	twic1141.pgn	C95
Giri,A	2755	2016.09.13	D10	42nd Olympiad 2016		2016.09.02			38	1/2-1/2	11.19	Baku AZE		Ivanisevic,I	2650	Serbia	twic1141.pgn	D10
Markus,Rob	2662	2016.09.13	E69	42nd Olympiad 2016		2016.09.02			105	0-1	11.19	Baku AZE		L'Ami,E	2611	Netherlands	twic1141.pgn	E69
Van Kampen,R	2640	2016.09.13	B23	42nd Olympiad 2016		2016.09.02			219	1/2-1/2	11.19	Baku AZE		Sedlak,N	2537	Serbia	twic1141.pgn	B23
Markovic,Miros1	2459	2016.09.13	E62	42nd Olympiad 2016		2016.09.02			84	1-0	11.19	Baku AZE		Bok,B	2592	Netherlands	twic1141.pgn	E62
Gemy,J	2384	2016.09.13	C65	42nd Olympiad 2016		2016.09.02			97	0-1	11.20	Baku AZE		Durarbayli,V	2612	Azerbaijan 2	twic1141.pgn	C65
Abasov,N	2552	2016.09.13	A00	42nd Olympiad 2016		2016.09.02			67	0-1	11.20	Baku AZE		Aguilar,Luis Miguel	2301	Bolivia	twic1141.pgn	A00
Delgadillo,Adonay	2232	2016.09.13	A45	42nd Olympiad 2016		2016.09.02			54	1-0	11.20	Baku AZE		Bajarani,U	2509	Azerbaijan 2	twic1141.pgn	A45
Guliyev,N	2577	2016.09.13	D20	42nd Olympiad 2016		2016.09.02			115	0-1	11.20	Baku AZE		Parraga,Al	2173	Bolivia	twic1141.pgn	D20
Smerdon,D	2531	2016.09.13	D20	42nd Olympiad 2016		2016.09.02			116	1/2-1/2	11.21	Baku AZE		Sadorra,J	2560	Philippines	twic1141.pgn	D20
Gomez,Joh	2492	2016.09.13	D17	42nd Olympiad 2016		2016.09.02			60	1-0	11.21	Baku AZE		Zhao Zong Yuan	2550	Australia	twic1141.pgn	D17
Ly,Mo	2513	2016.09.13	B06	42nd Olympiad 2016		2016.09.02			178	1-0	11.21	Baku AZE		Torre,E	2447	Philippines	twic1141.pgn	B06
Barcenilla,R	2455	2016.09.13	E99	42nd Olympiad 2016		2016.09.02			134	1-0	11.21	Baku AZE		Smirnov,Ant	2482	Australia	twic1141.pgn	E99
Rodshtein,M	2687	2016.09.13	D85	42nd Olympiad 2016		2016.09.02			60	1/2-1/2	11.22	Baku AZE		Nikolov,Mo	2585	Bulgaria	twic1141.pgn	D85
Iotov,V	2518	2016.09.13	D16	42nd Olympiad 2016		2016.09.02			72	1-0	11.22	Baku AZE		Postny,E	2619	Israel	twic1141.pgn	D16
Nabaty,T	2630	2016.09.13	A06	42nd Olympiad 2016		2016.09.02			101	0-1	11.22	Baku AZE		Rusev,K	2548	Bulgaria	twic1141.pgn	A06
Petrov,Martin	2458	2016.09.13	A46	42nd Olympiad 2016		2016.09.02			70	1-0	11.22	Baku AZE		Roiz,M	2605	Israel	twic1141.pgn	A46
Jumabayev,R	2604	2016.09.13	C69	42nd Olympiad 2016		2016.09.02			97	1/2-1/2	11.23	Baku AZE		Rozentalis,E	2565	Lithuania	twic1141.pgn	C69
Laurusas,T	2437	2016.09.13	C46	42nd Olympiad 2016		2016.09.02			64	1-0	11.23	Baku AZE		Utegaliyev,A	2513	Kazakhstan	twic1141.pgn	C47
Kazhgaleyev,M	2594	2016.09.13	C50	42nd Olympiad 2016		2016.09.02			121	1/2-1/2	11.23	Baku AZE		Sulskis,S	2519	Lithuania	twic1141.pgn	C53
Pultinevicius,Paulius	2351	2016.09.13	C42	42nd Olympiad 2016		2016.09.02			141	1/2-1/2	11.23	Baku AZE		Ismagambetov,An	2542	Kazakhstan	twic1141.pgn	C42
Peralta,Fe	2590	2016.09.13	D30	42nd Olympiad 2016		2016.09.02			80	1/2-1/2	11.24	Baku AZE		Stefansson,H	2574	Iceland	twic1141.pgn	D30
Gretarsson,Hj	2547	2016.09.13	A29	42nd Olympiad 2016		2016.09.02			56	1-0	11.24	Baku AZE		Mareco,S	2606	Argentina	twic1141.pgn	A29
Perez Ponsa,F	2585	2016.09.13	E97	42nd Olympiad 2016		2016.09.02			100	1/2-1/2	11.24	Baku AZE		Hjartarson,J	2545	Iceland	twic1141.pgn	E97
