Emms,J	2585	1998.12.29	E12	Premier					58	1-0	01	Hastings ENG		Sokolov,I	2620		twic218.pgn	E12
Shipov,S	2635	1998.12.29	D78	Premier					107	0-1	01	Hastings ENG		Speelman,J	2600		twic218.pgn	A49
Plaskett,J	2455	1998.12.29	C45	Premier					148	1-0	01	Hastings ENG		Ponomariov,R	2585		twic218.pgn	C45
Saltaev,M	2525	1998.12.29	B82	Premier					106	1/2-1/2	01	Hastings ENG		Fressinet,L	2455		twic218.pgn	B32
Sadler,M	2660	1998.12.29	A26	Premier					22	1/2-1/2	01	Hastings ENG		Miles,A	2590		twic218.pgn	A26
Fressinet,L	2455	1998.12.30	D48	Premier					150	1-0	02	Hastings ENG		Sadler,M	2660		twic218.pgn	D47
Speelman,J	2600	1998.12.30	B17	Premier					45	1/2-1/2	02	Hastings ENG		Ponomariov,R	2585		twic218.pgn	B17
Miles,A	2590	1998.12.30	D27	Premier					46	1-0	02	Hastings ENG		Shipov,S	2635		twic218.pgn	D27
Emms,J	2585	1998.12.30	E14	Premier					35	1/2-1/2	02	Hastings ENG		Plaskett,J	2455		twic218.pgn	A46
Sokolov,I	2620	1998.12.30	C77	Premier					99	1/2-1/2	02	Hastings ENG		Saltaev,M	2525		twic218.pgn	C77
Sadler,M	2660	1998.12.31	D27	Premier					39	1/2-1/2	03	Hastings ENG		Sokolov,I	2620		twic218.pgn	D27
Saltaev,M	2525	1998.12.31	B22	Premier					96	1/2-1/2	03	Hastings ENG		Emms,J	2585		twic218.pgn	B40
Plaskett,J	2455	1998.12.31	A48	Premier					80	1-0	03	Hastings ENG		Speelman,J	2600		twic218.pgn	A48
Shipov,S	2635	1998.12.31	B90	Premier					119	0-1	03	Hastings ENG		Fressinet,L	2455		twic218.pgn	B90
Ponomariov,R	2585	1998.12.31	A06	Premier					34	1/2-1/2	03	Hastings ENG		Miles,A	2590		twic218.pgn	A06
Emms,J	2585	1999.01.02	E54	Premier					196	1/2-1/2	04	Hastings ENG		Sadler,M	2660		twic218.pgn	E54
Miles,A	2590	1999.01.02	A11	Premier					85	1/2-1/2	04	Hastings ENG		Speelman,J	2600		twic218.pgn	A15
