Kasparov,G	2812	1999.05.18	B90	SuperGM It					76	1/2-1/2	2	Sarajevo BIH		Shirov,A	2726		twic237.pgn	B90
Bareev,E	2679	1999.05.18	C00	SuperGM It					70	1/2-1/2	2	Sarajevo BIH		Short,N	2697		twic237.pgn	C00
Timman,J	2670	1999.05.18	E12	SuperGM It					94	1-0	2	Sarajevo BIH		Sokolov,I	2624		twic237.pgn	E12
Adams,Mi	2716	1999.05.18	A17	SuperGM It					120	1-0	2	Sarajevo BIH		Topalov,V	2700		twic237.pgn	A17
Morozevich,A	2723	1999.05.18	C03	SuperGM It					107	1/2-1/2	2	Sarajevo BIH		Leko,P	2694		twic237.pgn	C03
Sokolov,I	2624	1999.05.19	B81	SuperGM It					62	1-0	3	Sarajevo BIH		Adams,Mi	2716		twic237.pgn	B81
Topalov,V	2700	1999.05.19	E32	SuperGM It					84	1-0	3	Sarajevo BIH		Bareev,E	2679		twic237.pgn	E32
Short,N	2697	1999.05.19	E20	SuperGM It					78	1-0	3	Sarajevo BIH		Kasparov,G	2812		twic237.pgn	E20
Shirov,A	2726	1999.05.19	C42	SuperGM It					112	1-0	3	Sarajevo BIH		Morozevich,A	2723		twic237.pgn	C42
Leko,P	2694	1999.05.19	B33	SuperGM It					88	1/2-1/2	3	Sarajevo BIH		Timman,J	2670		twic237.pgn	B33
Adams,Mi	2716	1999.05.20	C54	SuperGM It					121	1/2-1/2	4	Sarajevo BIH		Leko,P	2694		twic237.pgn	C53
Timman,J	2670	1999.05.20	C55	SuperGM It					34	1/2-1/2	4	Sarajevo BIH		Morozevich,A	2723		twic237.pgn	C55
Short,N	2697	1999.05.20	A11	SuperGM It					62	1/2-1/2	4	Sarajevo BIH		Shirov,A	2726		twic237.pgn	A07
Bareev,E	2679	1999.05.20	D15	SuperGM It					62	1/2-1/2	4	Sarajevo BIH		Sokolov,I	2624		twic237.pgn	D15
Kasparov,G	2812	1999.05.20	D97	SuperGM It					41	1/2-1/2	4	Sarajevo BIH		Topalov,V	2700		twic237.pgn	D96
Morozevich,A	2723	1999.05.21	C03	SuperGM It					112	1/2-1/2	5	Sarajevo BIH		Adams,Mi	2716		twic237.pgn	C03
Leko,P	2694	1999.05.21	D79	SuperGM It					100	1/2-1/2	5	Sarajevo BIH		Bareev,E	2679		twic237.pgn	E60
Sokolov,I	2624	1999.05.21	D10	SuperGM It					96	1-0	5	Sarajevo BIH		Kasparov,G	2812		twic237.pgn	D10
Topalov,V	2700	1999.05.21	B23	SuperGM It					42	1/2-1/2	5	Sarajevo BIH		Short,N	2697		twic237.pgn	B23
Shirov,A	2726	1999.05.21	D15	SuperGM It					75	0-1	5	Sarajevo BIH		Timman,J	2670		twic237.pgn	D15
Topalov,V	2700	1999.05.23	B92	SuperGM It					150	1-0	6	Sarajevo BIH		Shirov,A	2726		twic237.pgn	B92
Short,N	2697	1999.05.23	D58	SuperGM It					85	0-1	6	Sarajevo BIH		Sokolov,I	2624		twic237.pgn	D58
Kasparov,G	2812	1999.05.23	B93	SuperGM It					50	1/2-1/2	6	Sarajevo BIH		Leko,P	2694		twic237.pgn	B93
Bareev,E	2679	1999.05.23	C11	SuperGM It					139	0-1	6	Sarajevo BIH		Morozevich,A	2723		twic237.pgn	C11
Adams,Mi	2716	1999.05.23	C45	SuperGM It					81	0-1	6	Sarajevo BIH		Timman,J	2670		twic237.pgn	C45
Shirov,A	2726	1999.05.24	C24	SuperGM It					43	1/2-1/2	7	Sarajevo BIH		Adams,Mi	2716		twic237.pgn	C24
Timman,J	2670	1999.05.24	D27	SuperGM It					80	1-0	7	Sarajevo BIH		Bareev,E	2679		twic237.pgn	D27
Morozevich,A	2723	1999.05.24	D10	SuperGM It					108	1-0	7	Sarajevo BIH		Kasparov,G	2812		twic237.pgn	D10
Leko,P	2694	1999.05.24	B10	SuperGM It					87	0-1	7	Sarajevo BIH		Short,N	2697		twic237.pgn	B10
Sokolov,I	2624	1999.05.24	D11	SuperGM It					67	1/2-1/2	7	Sarajevo BIH		Topalov,V	2700		twic237.pgn	D11
Psakhis,L	2564	1999.05.17	C12	1st Israeli Supertournament					75	0-1	7	Tel Aviv ISR		Sutovsky,E	2612		twic237.pgn	C12
Huzman,A	2575	1999.05.17	D27	1st Israeli Supertournament					76	1-0	7	Tel Aviv ISR		Gelfand,B	2691		twic237.pgn	D27
Alterman,B	2616	1999.05.17	E12	1st Israeli Supertournament					157	1/2-1/2	7	Tel Aviv ISR		Zilberman,Y	2513		twic237.pgn	E12
Tseitlin,Ma	2490	1999.05.17	D85	1st Israeli Supertournament					114	0-1	7	Tel Aviv ISR		Avrukh,B	2609		twic237.pgn	D85
Smirin,I	2652	1999.05.17	B82	1st Israeli Supertournament					51	0-1	7	Tel Aviv ISR		Liss,E	2512		twic237.pgn	B32
Smirin,I	2652	1999.05.18	D73	1st Israeli Supertournament					21	1/2-1/2	8	Tel Aviv ISR		Psakhis,L	2564		twic237.pgn	E60
Liss,E	2512	1999.05.18	B50	1st Israeli Supertournament					31	0-1	8	Tel Aviv ISR		Tseitlin,Ma	2490		twic237.pgn	B40
Avrukh,B	2609	1999.05.18	A48	1st Israeli Supertournament					67	0-1	8	Tel Aviv ISR		Alterman,B	2616		twic237.pgn	A48
Zilberman,Y	2513	1999.05.18	E57	1st Israeli Supertournament					44	1/2-1/2	8	Tel Aviv ISR		Huzman,A	2575		twic237.pgn	D26
Gelfand,B	2691	1999.05.18	B23	1st Israeli Supertournament					22	1/2-1/2	8	Tel Aviv ISR		Sutovsky,E	2612		twic237.pgn	B23
Psakhis,L	2564	1999.05.19	E12	1st Israeli Supertournament					30	1/2-1/2	9	Tel Aviv ISR		Gelfand,B	2691		twic237.pgn	E12
Sutovsky,E	2612	1999.05.19	E94	1st Israeli Supertournament					92	1/2-1/2	9	Tel Aviv ISR		Zilberman,Y	2513		twic237.pgn	E94
Huzman,A	2575	1999.05.19	D23	1st Israeli Supertournament					80	1-0	9	Tel Aviv ISR		Avrukh,B	2609		twic237.pgn	D11
Alterman,B	2616	1999.05.19	E54	1st Israeli Supertournament					20	1/2-1/2	9	Tel Aviv ISR		Liss,E	2512		twic237.pgn	B14
