Timofeev,Arty	2665	2011.08.09	A35	64th ch-RUS		2011.08.08			68	1-0	2	Moscow RUS		Kramnik,V	2781		twic875.pgn	A35
Galkin,A	2598	2011.08.09	D41	64th ch-RUS		2011.08.08			146	1/2-1/2	2	Moscow RUS		Nepomniachtchi,I	2711		twic875.pgn	D41
Grischuk,A	2746	2011.08.09	D31	64th ch-RUS		2011.08.08			84	1-0	2	Moscow RUS		Morozevich,A	2694		twic875.pgn	D31
Karjakin,Sergey	2788	2011.08.09	A07	64th ch-RUS		2011.08.08			78	1/2-1/2	2	Moscow RUS		Svidler,P	2739		twic875.pgn	A07
Kramnik,V	2781	2011.08.10	C67	64th ch-RUS		2011.08.08			116	1-0	3	Moscow RUS		Karjakin,Sergey	2788		twic875.pgn	C67
Svidler,P	2739	2011.08.10	D16	64th ch-RUS		2011.08.08			81	1/2-1/2	3	Moscow RUS		Grischuk,A	2746		twic875.pgn	D16
Morozevich,A	2694	2011.08.10	D02	64th ch-RUS		2011.08.08			63	1/2-1/2	3	Moscow RUS		Galkin,A	2598		twic875.pgn	D02
Nepomniachtchi,I	2711	2011.08.10	D85	64th ch-RUS		2011.08.08			107	1/2-1/2	3	Moscow RUS		Timofeev,Arty	2665		twic875.pgn	D85
Nepomniachtchi,I	2711	2011.08.11	A30	64th ch-RUS		2011.08.08			104	1-0	4	Moscow RUS		Kramnik,V	2781		twic875.pgn	A30
Timofeev,Arty	2665	2011.08.11	D20	64th ch-RUS		2011.08.08			76	1-0	4	Moscow RUS		Morozevich,A	2694		twic875.pgn	D20
Galkin,A	2598	2011.08.11	B12	64th ch-RUS		2011.08.08			84	1-0	4	Moscow RUS		Svidler,P	2739		twic875.pgn	B12
Grischuk,A	2746	2011.08.11	B09	64th ch-RUS		2011.08.08			129	0-1	4	Moscow RUS		Karjakin,Sergey	2788		twic875.pgn	B09
Kramnik,V	2781	2011.08.13	D37	64th ch-RUS		2011.08.08			40	1/2-1/2	5	Moscow RUS		Grischuk,A	2746		twic875.pgn	D37
Karjakin,Sergey	2788	2011.08.13	C47	64th ch-RUS		2011.08.08			81	1/2-1/2	5	Moscow RUS		Galkin,A	2598		twic875.pgn	C47
Svidler,P	2739	2011.08.13	C70	64th ch-RUS		2011.08.08			67	0-1	5	Moscow RUS		Timofeev,Arty	2665		twic875.pgn	C70
Morozevich,A	2694	2011.08.13	C10	64th ch-RUS		2011.08.08			116	1-0	5	Moscow RUS		Nepomniachtchi,I	2711		twic875.pgn	C10
Morozevich,A	2694	2011.08.14	D30	64th ch-RUS		2011.08.08			110	1/2-1/2	6	Moscow RUS		Kramnik,V	2781		twic875.pgn	D30
Nepomniachtchi,I	2711	2011.08.14	A35	64th ch-RUS		2011.08.08			80	1-0	6	Moscow RUS		Svidler,P	2739		twic875.pgn	A35
Timofeev,Arty	2665	2011.08.14	C10	64th ch-RUS		2011.08.08			84	1-0	6	Moscow RUS		Karjakin,Sergey	2788		twic875.pgn	C10
Galkin,A	2598	2011.08.14	B12	64th ch-RUS		2011.08.08			98	1-0	6	Moscow RUS		Grischuk,A	2746		twic875.pgn	B12
Kramnik,V	2781	2011.08.15	B00	64th ch-RUS		2011.08.08			69	0-1	7	Moscow RUS		Galkin,A	2598		twic875.pgn	B00
Grischuk,A	2746	2011.08.15	B90	64th ch-RUS		2011.08.08			82	1/2-1/2	7	Moscow RUS		Timofeev,Arty	2665		twic875.pgn	B90
Karjakin,Sergey	2788	2011.08.15	A29	64th ch-RUS		2011.08.08			86	1/2-1/2	7	Moscow RUS		Nepomniachtchi,I	2711		twic875.pgn	A29
Svidler,P	2739	2011.08.15	D97	64th ch-RUS		2011.08.08			60	1-0	7	Moscow RUS		Morozevich,A	2694		twic875.pgn	D97
Sutovsky,E	2700	2011.08.09	B94	Baku Open A		2011.08.06			57	0-1	4	Baku AZE		Guliev,L	2458		twic875.pgn	B94
Cheparinov,I	2669	2011.08.09	D77	Baku Open A		2011.08.06			43	1-0	4	Baku AZE		Bruzon Batista,L	2673		twic875.pgn	D77
Bajarani,U	2424	2011.08.09	B20	Baku Open A		2011.08.06			100	1-0	4	Baku AZE		Vallejo Pons,F	2724		twic875.pgn	B20
Romanov,E	2624	2011.08.09	A56	Baku Open A		2011.08.06			68	1/2-1/2	4	Baku AZE		Mamedyarov,S	2765		twic875.pgn	A56
Zhigalko,S	2689	2011.08.09	A07	Baku Open A		2011.08.06			67	0-1	4	Baku AZE		Mchedlishvili,M	2618		twic875.pgn	A07
Zhukova,N	2412	2011.08.09	D43	Baku Open A		2011.08.06			62	1-0	4	Baku AZE		Dreev,A	2711		twic875.pgn	D43
Dominguez Perez,L	2719	2011.08.09	B23	Baku Open A		2011.08.06			56	1-0	4	Baku AZE		Andreikin,D	2696		twic875.pgn	B23
Safarli,E	2622	2011.08.09	B97	Baku Open A		2011.08.06			55	1/2-1/2	4	Baku AZE		Mamedov,Rau	2679		twic875.pgn	B97
Smirin,I	2676	2011.08.09	B40	Baku Open A		2011.08.06			76	1/2-1/2	4	Baku AZE		Mammadov,A	2382		twic875.pgn	B40
Sanikidze,T	2525	2011.08.09	A40	Baku Open A		2011.08.06			91	0-1	4	Baku AZE		Agaragimov,D	2352		twic875.pgn	A40
Volkov,Sergey1	2607	2011.08.09	A20	Baku Open A		2011.08.06			129	0-1	4	Baku AZE		Allahverdiev,A	2421		twic875.pgn	A20
Izzat,Kanan Azar oglu	2185	2011.08.09	B52	Baku Open A		2011.08.06			70	1-0	4	Baku AZE		Iordachescu,V	2646		twic875.pgn	B52
Rzayev,B	2335	2011.08.09	D62	Baku Open A		2011.08.06			97	1/2-1/2	4	Baku AZE		Gagunashvili,M	2588		twic875.pgn	D62
Iordachescu,V	2646	2011.08.10	C67	Baku Open A		2011.08.06			79	1/2-1/2	5	Baku AZE		Sutovsky,E	2700		twic875.pgn	C67
Andreikin,D	2696	2011.08.10	A25	Baku Open A		2011.08.06			62	1-0	5	Baku AZE		Romanov,E	2624		twic875.pgn	A25
Vallejo Pons,F	2724	2011.08.10	E20	Baku Open A		2011.08.06			37	1/2-1/2	5	Baku AZE		Volkov,Sergey1	2607		twic875.pgn	E20
Mamedyarov,S	2765	2011.08.10	C01	Baku Open A		2011.08.06			45	1/2-1/2	5	Baku AZE		Safarli,E	2622		twic875.pgn	C01
Dreev,A	2711	2011.08.10	D13	Baku Open A		2011.08.06			87	1/2-1/2	5	Baku AZE		Sanikidze,T	2525		twic875.pgn	D13
Mchedlishvili,M	2618	2011.08.10	B12	Baku Open A		2011.08.06			62	1/2-1/2	5	Baku AZE		Cheparinov,I	2669		twic875.pgn	B12
Quparadze,G	2467	2011.08.10	A14	Baku Open A		2011.08.06			84	1-0	5	Baku AZE		Dominguez Perez,L	2719		twic875.pgn	A14
Mamedov,Rau	2679	2011.08.10	A41	Baku Open A		2011.08.06			55	1/2-1/2	5	Baku AZE		Maghalashvili,Da	2463		twic875.pgn	A41
Bruzon Batista,L	2673	2011.08.10	C95	Baku Open A		2011.08.06			90	1-0	5	Baku AZE		Zhigalko,S	2689		twic875.pgn	C95
Gagunashvili,M	2588	2011.08.10	E11	Baku Open A		2011.08.06			151	1/2-1/2	5	Baku AZE		Nigalidze,G	2448		twic875.pgn	E11
Abbasov,F	2529	2011.08.10	B06	Baku Open A		2011.08.06			113	0-1	5	Baku AZE		Rzayev,B	2335		twic875.pgn	B06
Guliev,Sarh	2500	2011.08.10	B12	Baku Open A		2011.08.06			52	1/2-1/2	5	Baku AZE		Smirin,I	2676		twic875.pgn	B12
Mammadov,A	2382	2011.08.10	E04	Baku Open A		2011.08.06			42	1/2-1/2	5	Baku AZE		Ibrahimov,R	2547		twic875.pgn	E04
Idani,P	2406	2011.08.10	B94	Baku Open A		2011.08.06			60	1-0	5	Baku AZE		Najer,E	2643		twic875.pgn	B94
Romanov,E	2624	2011.08.11	B06	Baku Open A		2011.08.06			57	1/2-1/2	6	Baku AZE		Zhigalko,S	2689		twic875.pgn	B06
Sutovsky,E	2700	2011.08.11	E62	Baku Open A		2011.08.06			141	0-1	6	Baku AZE		Maghalashvili,Da	2463		twic875.pgn	E62
Sanikidze,T	2525	2011.08.11	B10	Baku Open A		2011.08.06			140	1/2-1/2	6	Baku AZE		Mamedov,Rau	2679		twic875.pgn	B10
Mamedyarov,S	2765	2011.08.11	D12	Baku Open A		2011.08.06			46	1/2-1/2	6	Baku AZE		Mchedlishvili,M	2618		twic875.pgn	D12
Cheparinov,I	2669	2011.08.11	B51	Baku Open A		2011.08.06			37	1/2-1/2	6	Baku AZE		Iordachescu,V	2646		twic875.pgn	B51
Dominguez Perez,L	2719	2011.08.11	C92	Baku Open A		2011.08.06			26	1/2-1/2	6	Baku AZE		Bruzon Batista,L	2673		twic875.pgn	C92
Volkov,Sergey1	2607	2011.08.11	A21	Baku Open A		2011.08.06			78	1-0	6	Baku AZE		Andreikin,D	2696		twic875.pgn	A21
Najer,E	2643	2011.08.11	D11	Baku Open A		2011.08.06			146	1/2-1/2	6	Baku AZE		Vallejo Pons,F	2724		twic875.pgn	D11
Safarli,E	2622	2011.08.11	D92	Baku Open A		2011.08.06			102	1-0	6	Baku AZE		Dreev,A	2711		twic875.pgn	D92
Smirin,I	2676	2011.08.11	A36	Baku Open A		2011.08.06			95	0-1	6	Baku AZE		Bajarani,U	2424		twic875.pgn	A36
Zhukova,N	2412	2011.08.11	D45	Baku Open A		2011.08.06			42	1/2-1/2	6	Baku AZE		Gagunashvili,M	2588		twic875.pgn	D45
Heydarli,K	2387	2011.08.11	D27	Baku Open A		2011.08.06			108	1-0	6	Baku AZE		Guliev,Sarh	2500		twic875.pgn	D27
Izzat,Kanan Azar oglu	2185	2011.08.11	A15	Baku Open A		2011.08.06			31	1/2-1/2	6	Baku AZE		Abbasov,F	2529		twic875.pgn	A15
Ibrahimov,R	2547	2011.08.11	B20	Baku Open A		2011.08.06			90	1/2-1/2	6	Baku AZE		Dovliatov,S	2411		twic875.pgn	B20
Bruzon Batista,L	2673	2011.08.12	D37	Baku Open A		2011.08.06			76	1/2-1/2	7	Baku AZE		Romanov,E	2624		twic875.pgn	D37
Guliev,Sarh	2500	2011.08.12	C33	Baku Open A		2011.08.06			89	0-1	7	Baku AZE		Cheparinov,I	2669		twic875.pgn	C33
Mchedlishvili,M	2618	2011.08.12	B19	Baku Open A		2011.08.06			63	1/2-1/2	7	Baku AZE		Dominguez Perez,L	2719		twic875.pgn	B19
Andreikin,D	2696	2011.08.12	C60	Baku Open A		2011.08.06			86	1/2-1/2	7	Baku AZE		Sutovsky,E	2700		twic875.pgn	C60
Iordachescu,V	2646	2011.08.12	E32	Baku Open A		2011.08.06			179	1/2-1/2	7	Baku AZE		Sanikidze,T	2525		twic875.pgn	E32
Vallejo Pons,F	2724	2011.08.12	B20	Baku Open A		2011.08.06			35	1/2-1/2	7	Baku AZE		Smirin,I	2676		twic875.pgn	B20
Mamedov,Rau	2679	2011.08.12	B30	Baku Open A		2011.08.06			74	1-0	7	Baku AZE		Najer,E	2643		twic875.pgn	B30
Zhigalko,S	2689	2011.08.12	E32	Baku Open A		2011.08.06			46	1/2-1/2	7	Baku AZE		Dreev,A	2711		twic875.pgn	E32
Guliev,L	2458	2011.08.12	E32	Baku Open A		2011.08.06			84	1-0	7	Baku AZE		Mamedyarov,S	2765		twic875.pgn	E32
Mammadov,A	2382	2011.08.12	C12	Baku Open A		2011.08.06			182	1/2-1/2	7	Baku AZE		Safarli,E	2622		twic875.pgn	C12
