Aronian,L	2816	2012.09.03	D10	40th Olympiad Open		2012.08.28			68	1-0	6.1	Istanbul TUR		Kramnik,V	2797	Russia	twic931.pgn	D10
Grischuk,A	2763	2012.09.03	E90	40th Olympiad Open		2012.08.28			100	1-0	6.1	Istanbul TUR		Movsesian,S	2698	Armenia	twic931.pgn	E90
Akopian,Vl	2687	2012.09.03	E16	40th Olympiad Open		2012.08.28			60	1/2-1/2	6.1	Istanbul TUR		Karjakin,Sergey	2785	Russia	twic931.pgn	E16
Jakovenko,D	2722	2012.09.03	D37	40th Olympiad Open		2012.08.28			135	1/2-1/2	6.1	Istanbul TUR		Sargissian,G	2693	Armenia	twic931.pgn	D37
Saric,Iv	2638	2012.09.03	D44	40th Olympiad Open		2012.08.28			66	1-0	6.2	Istanbul TUR		Radjabov,T	2788	Azerbaijan	twic931.pgn	D44
Safarli,E	2620	2012.09.03	B40	40th Olympiad Open		2012.08.28			88	1/2-1/2	6.2	Istanbul TUR		Palac,M	2599	Croatia	twic931.pgn	B40
Brkic,A	2587	2012.09.03	D45	40th Olympiad Open		2012.08.28			62	1-0	6.2	Istanbul TUR		Mamedyarov,S	2729	Azerbaijan	twic931.pgn	D45
Mamedov,Rau	2634	2012.09.03	E94	40th Olympiad Open		2012.08.28			65	1/2-1/2	6.2	Istanbul TUR		Kozul,Z	2616	Croatia	twic931.pgn	E94
Nakamura,Hi	2778	2012.09.03	B06	40th Olympiad Open		2012.08.28			79	1/2-1/2	6.3	Istanbul TUR		Naiditsch,A	2712	Germany	twic931.pgn	B06
Khenkin,I	2656	2012.09.03	B19	40th Olympiad Open		2012.08.28			93	1/2-1/2	6.3	Istanbul TUR		Kamsky,G	2746	United States Of America	twic931.pgn	B19
Onischuk,Al	2666	2012.09.03	E06	40th Olympiad Open		2012.08.28			60	1/2-1/2	6.3	Istanbul TUR		Meier,Geo	2648	Germany	twic931.pgn	E06
Fridman,D	2653	2012.09.03	D40	40th Olympiad Open		2012.08.28			71	1/2-1/2	6.3	Istanbul TUR		Akobian,V	2617	United States Of America	twic931.pgn	E10
Vallejo Pons,F	2697	2012.09.03	E52	40th Olympiad Open		2012.08.28			79	0-1	6.4	Istanbul TUR		Laznicka,V	2683	Czech Republic	twic931.pgn	E52
Navara,D	2691	2012.09.03	D43	40th Olympiad Open		2012.08.28			83	0-1	6.4	Istanbul TUR		Salgado Lopez,I	2638	Spain	twic931.pgn	D43
Illescas Cordoba,M	2601	2012.09.03	D42	40th Olympiad Open		2012.08.28			71	1/2-1/2	6.4	Istanbul TUR		Babula,V	2595	Czech Republic	twic931.pgn	D42
Stocek,J	2569	2012.09.03	C87	40th Olympiad Open		2012.08.28			88	1-0	6.4	Istanbul TUR		Perez Candelario,Man	2575	Spain	twic931.pgn	C87
Topalov,V	2752	2012.09.03	E32	40th Olympiad Open		2012.08.28			94	1/2-1/2	6.5	Istanbul TUR		So,W	2652	Philippines	twic931.pgn	E32
Barbosa,O PHI	2554	2012.09.03	D16	40th Olympiad Open		2012.08.28			117	0-1	6.5	Istanbul TUR		Georgiev,Ki	2682	Bulgaria	twic931.pgn	D16
Cheparinov,I	2681	2012.09.03	B08	40th Olympiad Open		2012.08.28			93	1/2-1/2	6.5	Istanbul TUR		Torre,E	2469	Philippines	twic931.pgn	B08
Paragua,M	2508	2012.09.03	B51	40th Olympiad Open		2012.08.28			63	1/2-1/2	6.5	Istanbul TUR		Delchev,A	2596	Bulgaria	twic931.pgn	B51
Wang Hao	2726	2012.09.03	A04	40th Olympiad Open		2012.08.28			128	1/2-1/2	6.6	Istanbul TUR		Kurajica,B	2551	Bosnia & Herzegovina	twic931.pgn	A04
Dizdarevic,E	2499	2012.09.03	A10	40th Olympiad Open		2012.08.28			68	1-0	6.6	Istanbul TUR		Wang Yue	2685	China	twic931.pgn	A10
Ding Liren	2695	2012.09.03	B42	40th Olympiad Open		2012.08.28			113	0-1	6.6	Istanbul TUR		Stojanovic,Da	2495	Bosnia & Herzegovina	twic931.pgn	B42
Kadric,D	2418	2012.09.03	E92	40th Olympiad Open		2012.08.28			92	1-0	6.6	Istanbul TUR		Li Chao2	2665	China	twic931.pgn	E92
Wojtaszek,R	2717	2012.09.03	B90	40th Olympiad Open		2012.08.28			60	1/2-1/2	6.7	Istanbul TUR		Leko,P	2737	Hungary	twic931.pgn	B90
Almasi,Z	2713	2012.09.03	A15	40th Olympiad Open		2012.08.28			125	0-1	6.7	Istanbul TUR		Bartel,Mat	2654	Poland	twic931.pgn	A15
Swiercz,D	2594	2012.09.03	B90	40th Olympiad Open		2012.08.28			62	1-0	6.7	Istanbul TUR		Polgar,Ju	2698	Hungary	twic931.pgn	B90
Berkes,F	2685	2012.09.03	B14	40th Olympiad Open		2012.08.28			65	1/2-1/2	6.7	Istanbul TUR		Macieja,B	2594	Poland	twic931.pgn	B14
Caruana,F	2773	2012.09.03	B30	40th Olympiad Open		2012.08.28			60	1/2-1/2	6.8	Istanbul TUR		Adams,Mi	2722	England	twic931.pgn	B30
Jones,G	2653	2012.09.03	B22	40th Olympiad Open		2012.08.28			98	1-0	6.8	Istanbul TUR		Godena,M	2516	Italy	twic931.pgn	B14
Brunello,S	2586	2012.09.03	A28	40th Olympiad Open		2012.08.28			96	1-0	6.8	Istanbul TUR		Short,N	2698	England	twic931.pgn	A28
Howell,D	2635	2012.09.03	A29	40th Olympiad Open		2012.08.28			83	1/2-1/2	6.8	Istanbul TUR		Dvirnyy,D	2520	Italy	twic931.pgn	A29
Ivanchuk,V	2769	2012.09.03	C10	40th Olympiad Open		2012.08.28			78	1/2-1/2	6.9	Istanbul TUR		Djukic,Ni	2523	Montenegro	twic931.pgn	C10
Blagojevic,Dr	2514	2012.09.03	C70	40th Olympiad Open		2012.08.28			67	1/2-1/2	6.9	Istanbul TUR		Ponomariov,R	2734	Ukraine	twic931.pgn	C70
Eljanov,P	2693	2012.09.03	D05	40th Olympiad Open		2012.08.28			57	0-1	6.9	Istanbul TUR		Kosic,D	2526	Montenegro	twic931.pgn	D05
Kalezic,B	2438	2012.09.03	D43	40th Olympiad Open		2012.08.28			88	1-0	6.9	Istanbul TUR		Moiseenko,A1	2706	Ukraine	twic931.pgn	D43
Gelfand,B	2738	2012.09.03	D45	40th Olympiad Open		2012.08.28			84	1/2-1/2	6.10	Istanbul TUR		Sasikiran,K	2707	India	twic931.pgn	D45
Harikrishna,P	2685	2012.09.03	C67	40th Olympiad Open		2012.08.28			62	1/2-1/2	6.10	Istanbul TUR		Sutovsky,E	2687	Israel	twic931.pgn	C67
Rodshtein,M	2642	2012.09.03	B12	40th Olympiad Open		2012.08.28			86	1-0	6.10	Istanbul TUR		Negi,P	2664	India	twic931.pgn	B12
Gupta,Ab	2637	2012.09.03	E60	40th Olympiad Open		2012.08.28			106	1-0	6.10	Istanbul TUR		Avrukh,B	2605	Israel	twic931.pgn	E60
