Naiditsch,A	2718	2014.01.21	E11	76th Tata Steel Masters		2014.01.11			94	1-0	8.1	Wijk aan Zee NED		Van Wely,L	2672		twic1003.pgn	E11
So,W	2719	2014.01.21	C42	76th Tata Steel Masters		2014.01.11			40	1-0	8.2	Wijk aan Zee NED		Dominguez Perez,L	2754		twic1003.pgn	C42
Gelfand,B	2777	2014.01.21	B90	76th Tata Steel Masters		2014.01.11			118	1-0	8.3	Wijk aan Zee NED		Karjakin,Sergey	2759		twic1003.pgn	B90
Aronian,L	2812	2014.01.21	E06	76th Tata Steel Masters		2014.01.11			95	1/2-1/2	8.4	Wijk aan Zee NED		Giri,A	2734		twic1003.pgn	E06
Rapport,R	2691	2014.01.21	C10	76th Tata Steel Masters		2014.01.11			62	1-0	8.5	Wijk aan Zee NED		Caruana,F	2782		twic1003.pgn	C10
Nakamura,Hi	2789	2014.01.21	B51	76th Tata Steel Masters		2014.01.11			64	1-0	8.6	Wijk aan Zee NED		Harikrishna,P	2706		twic1003.pgn	B51
Caruana,F	2782	2014.01.23	E60	76th Tata Steel Masters		2014.01.11			121	1/2-1/2	9.1	Wijk aan Zee NED		Nakamura,Hi	2789		twic1003.pgn	E60
Giri,A	2734	2014.01.23	A45	76th Tata Steel Masters		2014.01.11			118	1/2-1/2	9.2	Wijk aan Zee NED		Rapport,R	2691		twic1003.pgn	A45
Harikrishna,P	2706	2014.01.23	A45	76th Tata Steel Masters		2014.01.11			37	0-1	9.3	Wijk aan Zee NED		Naiditsch,A	2718		twic1003.pgn	D01
Karjakin,Sergey	2759	2014.01.23	E15	76th Tata Steel Masters		2014.01.11			120	1-0	9.4	Wijk aan Zee NED		Aronian,L	2812		twic1003.pgn	E15
Dominguez Perez,L	2754	2014.01.23	D85	76th Tata Steel Masters		2014.01.11			71	1/2-1/2	9.5	Wijk aan Zee NED		Gelfand,B	2777		twic1003.pgn	D85
Van Wely,L	2672	2014.01.23	E99	76th Tata Steel Masters		2014.01.11			80	1-0	9.6	Wijk aan Zee NED		So,W	2719		twic1003.pgn	E99
Gelfand,B	2777	2014.01.25	A45	76th Tata Steel Masters		2014.01.11			79	0-1	10.1	Wijk aan Zee NED		Van Wely,L	2672		twic1003.pgn	A45
So,W	2719	2014.01.25	C67	76th Tata Steel Masters		2014.01.11			60	1/2-1/2	10.2	Wijk aan Zee NED		Harikrishna,P	2706		twic1003.pgn	C67
Aronian,L	2812	2014.01.25	C84	76th Tata Steel Masters		2014.01.11			83	0-1	10.3	Wijk aan Zee NED		Dominguez Perez,L	2754		twic1003.pgn	C84
