Reinderman,D	2541	1999.06.01	B39	ch-NED					133	1/2-1/2	4	Rotterdam NED		Nijboer,F	2515		twic239.pgn	B39
Sokolov,I	2624	1999.06.01	A34	ch-NED					46	1-0	4	Rotterdam NED		Van Wely,L	2632		twic239.pgn	A34
Janssen,R	2445	1999.06.01	B52	ch-NED					58	1-0	4	Rotterdam NED		Van den Doel,E	2535		twic239.pgn	B52
Nikolic,Pr	2633	1999.06.01	A13	ch-NED					20	1/2-1/2	4	Rotterdam NED		Piket,Je	2619		twic239.pgn	A13
Peng Zhaoqin	2452	1999.06.01	D26	ch-NED					48	1/2-1/2	4	Rotterdam NED		Cifuentes Parada,R	2529		twic239.pgn	D26
Van der Wiel,J	2526	1999.06.01	A21	ch-NED					114	1/2-1/2	4	Rotterdam NED		Van der Sterren,P	2535		twic239.pgn	A21
Cifuentes Parada,R	2529	1999.06.03	B37	ch-NED					98	1/2-1/2	5	Rotterdam NED		Van der Wiel,J	2526		twic239.pgn	B36
Van den Doel,E	2535	1999.06.03	D79	ch-NED					78	1/2-1/2	5	Rotterdam NED		Nikolic,Pr	2633		twic239.pgn	D79
Van der Sterren,P	2535	1999.06.03	E54	ch-NED					64	1-0	5	Rotterdam NED		Reinderman,D	2541		twic239.pgn	B14
Piket,Je	2619	1999.06.03	D46	ch-NED					81	1/2-1/2	5	Rotterdam NED		Sokolov,I	2624		twic239.pgn	D45
Nijboer,F	2515	1999.06.03	E97	ch-NED					113	1/2-1/2	5	Rotterdam NED		Janssen,R	2445		twic239.pgn	E97
Van Wely,L	2632	1999.06.03	D93	ch-NED					101	0-1	5	Rotterdam NED		Peng Zhaoqin	2452		twic239.pgn	D82
Van der Sterren,P	2535	1999.06.04	C43	ch-NED					74	1/2-1/2	6	Rotterdam NED		Nijboer,F	2515		twic239.pgn	C43
Peng Zhaoqin	2452	1999.06.04	D45	ch-NED					58	1-0	6	Rotterdam NED		Piket,Je	2619		twic239.pgn	A09
Nikolic,Pr	2633	1999.06.04	D25	ch-NED					157	0-1	6	Rotterdam NED		Janssen,R	2445		twic239.pgn	D25
Van der Wiel,J	2526	1999.06.04	D46	ch-NED					126	1/2-1/2	6	Rotterdam NED		Van Wely,L	2632		twic239.pgn	D45
Reinderman,D	2541	1999.06.04	A48	ch-NED					61	0-1	6	Rotterdam NED		Cifuentes Parada,R	2529		twic239.pgn	A48
Sokolov,I	2624	1999.06.04	C65	ch-NED					66	1/2-1/2	6	Rotterdam NED		Van den Doel,E	2535		twic239.pgn	C64
Van den Doel,E	2535	1999.06.05	E32	ch-NED					118	1-0	7	Rotterdam NED		Peng Zhaoqin	2452		twic239.pgn	E32
Van Wely,L	2632	1999.06.05	B93	ch-NED					64	1-0	7	Rotterdam NED		Reinderman,D	2541		twic239.pgn	B93
Cifuentes Parada,R	2529	1999.06.05	A13	ch-NED					130	1-0	7	Rotterdam NED		Van der Sterren,P	2535		twic239.pgn	A13
Nijboer,F	2515	1999.06.05	E63	ch-NED					92	1-0	7	Rotterdam NED		Nikolic,Pr	2633		twic239.pgn	A15
Janssen,R	2445	1999.06.05	E12	ch-NED					108	1-0	7	Rotterdam NED		Sokolov,I	2624		twic239.pgn	E12
Piket,Je	2619	1999.06.05	C99	ch-NED					37	1/2-1/2	7	Rotterdam NED		Van der Wiel,J	2526		twic239.pgn	C97
Cifuentes Parada,R	2529	1999.06.06	B60	ch-NED					99	0-1	8	Rotterdam NED		Nijboer,F	2515		twic239.pgn	B60
Sokolov,I	2624	1999.06.06	D71	ch-NED					28	1/2-1/2	8	Rotterdam NED		Nikolic,Pr	2633		twic239.pgn	E60
Peng Zhaoqin	2452	1999.06.06	A09	ch-NED					82	1-0	8	Rotterdam NED		Janssen,R	2445		twic239.pgn	A09
Reinderman,D	2541	1999.06.06	A52	ch-NED					34	1/2-1/2	8	Rotterdam NED		Piket,Je	2619		twic239.pgn	A52
Van der Wiel,J	2526	1999.06.06	D15	ch-NED					71	0-1	8	Rotterdam NED		Van den Doel,E	2535		twic239.pgn	D15
Van der Sterren,P	2535	1999.06.06	D37	ch-NED					148	1/2-1/2	8	Rotterdam NED		Van Wely,L	2632		twic239.pgn	D37
Ivanov,Se	2528	1999.06.05	D44	Beer Sheva-Peterburg Kings m					67	0-1	1	St Petersburg RUS		Mikhalevski,V	2531		twic239.pgn	D44
Khalifman,A	2616	1999.06.05	D38	Beer Sheva-Peterburg Kings m					25	1/2-1/2	1	St Petersburg RUS		Huzman,A	2575		twic239.pgn	D38
Lugovoi,A	2510	1999.06.05	D36	Beer Sheva-Peterburg Kings m					132	1-0	1	St Petersburg RUS		Avrukh,B	2609		twic239.pgn	D35
Yemelin,V	2550	1999.06.05	A13	Beer Sheva-Peterburg Kings m					107	0-1	1	St Petersburg RUS		Tseitlin,Ma	2490		twic239.pgn	A15
Aseev,K	2519	1999.06.05	C67	Beer Sheva-Peterburg Kings m					66	1/2-1/2	1	St Petersburg RUS		Greenfeld,A	2521		twic239.pgn	C67
Huzman,A	2575	1999.06.06	D85	Beer Sheva-Peterburg Kings m					69	1/2-1/2	2	St Petersburg RUS		Ivanov,Se	2528		twic239.pgn	D85
Avrukh,B	2609	1999.06.06	B63	Beer Sheva-Peterburg Kings m					133	1/2-1/2	2	St Petersburg RUS		Khalifman,A	2616		twic239.pgn	B63
Tseitlin,Ma	2490	1999.06.06	D97	Beer Sheva-Peterburg Kings m					91	1-0	2	St Petersburg RUS		Lugovoi,A	2510		twic239.pgn	D97
Greenfeld,A	2521	1999.06.06	B66	Beer Sheva-Peterburg Kings m					72	1-0	2	St Petersburg RUS		Yemelin,V	2550		twic239.pgn	B66
Mikhalevski,V	2531	1999.06.06	C82	Beer Sheva-Peterburg Kings m					109	1/2-1/2	2	St Petersburg RUS		Aseev,K	2519		twic239.pgn	C82
Rohde,M	2537	1999.05.22	E11	Man-Machine m					79	0-1	1	Internet ICC		Rebel 10.5	0		twic239.pgn	E00
Bobrowska,M	2440	1999.05.22	C16	Zone 1.4 (women)					106	1-0	1	Ostrava CZE		Grabics,M	2310		twic239.pgn	C16
Hagarova,Z	2297	1999.05.22	C09	Zone 1.4 (women)					164	1/2-1/2	1	Ostrava CZE		Peptan,C	2427		twic239.pgn	B30
Madl,I	2409	1999.05.22	B58	Zone 1.4 (women)					88	1-0	1	Ostrava CZE		Velcheva,M	2283		twic239.pgn	B58
Genova,R	2238	1999.05.22	A35	Zone 1.4 (women)					64	1-0	1	Ostrava CZE		Radziewicz,I	2384		twic239.pgn	A35
Brustman,A	2379	1999.05.22	C08	Zone 1.4 (women)					73	0-1	1	Ostrava CZE		Jicman,L	2236		twic239.pgn	C08
Sikorova,O	2216	1999.05.22	A04	Zone 1.4 (women)					82	1-0	1	Ostrava CZE		Foisor,C	2370		twic239.pgn	A04
Cosma,E	2365	1999.05.22	D31	Zone 1.4 (women)					60	1/2-1/2	1	Ostrava CZE		Saljova,S	2212		twic239.pgn	D11
Jackova,J	2202	1999.05.22	A00	Zone 1.4 (women)					88	1-0	1	Ostrava CZE		Voiska,M	2364		twic239.pgn	A00
Lakos,N	2350	1999.05.22	B87	Zone 1.4 (women)					55	1/2-1/2	1	Ostrava CZE		Pokorna,Reg	2196		twic239.pgn	B87
Goczo,M	2191	1999.05.22	C10	Zone 1.4 (women)					78	1-0	1	Ostrava CZE		Krupkova,P	2349		twic239.pgn	C10
Vajda,S	2340	1999.05.22	C45	Zone 1.4 (women)					73	0-1	1	Ostrava CZE		Ciganikova,A	2139		twic239.pgn	C45
Dojkova,G	2131	1999.05.22	B38	Zone 1.4 (women)					98	1-0	1	Ostrava CZE		Zielinska,Mar	2327		twic239.pgn	A35
Dworakowska,J	2323	1999.05.22	E81	Zone 1.4 (women)					146	0-1	1	Ostrava CZE		Cedikova,K	2082		twic239.pgn	E81
Radziewicz,I	2384	1999.05.23	B03	Zone 1.4 (women)					92	1-0	2	Ostrava CZE		Vajda,S	2340		twic239.pgn	B03
Zielinska,Mar	2327	1999.05.23	C18	Zone 1.4 (women)					91	0-1	2	Ostrava CZE		Brustman,A	2379		twic239.pgn	C18
Foisor,C	2370	1999.05.23	C84	Zone 1.4 (women)					79	1/2-1/2	2	Ostrava CZE		Dworakowska,J	2323		twic239.pgn	C77
Voiska,M	2364	1999.05.23	C11	Zone 1.4 (women)					52	1/2-1/2	2	Ostrava CZE		Grabics,M	2310		twic239.pgn	C11
Krupkova,P	2349	1999.05.23	B70	Zone 1.4 (women)					102	1-0	2	Ostrava CZE		Velcheva,M	2283		twic239.pgn	B90
Peptan,C	2427	1999.05.23	B63	Zone 1.4 (women)					141	0-1	2	Ostrava CZE		Lakos,N	2350		twic239.pgn	B66
Pokorna,Reg	2196	1999.05.23	D34	Zone 1.4 (women)					56	1-0	2	Ostrava CZE		Cosma,E	2365		twic239.pgn	D34
Saljova,S	2212	1999.05.23	B99	Zone 1.4 (women)					48	1-0	2	Ostrava CZE		Hagarova,Z	2297		twic239.pgn	B96
Jackova,J	2202	1999.05.23	D20	Zone 1.4 (women)					86	1-0	2	Ostrava CZE		Bobrowska,M	2440		twic239.pgn	D20
Goczo,M	2191	1999.05.23	C12	Zone 1.4 (women)					86	1-0	2	Ostrava CZE		Madl,I	2409		twic239.pgn	C12
Ciganikova,A	2139	1999.05.23	A57	Zone 1.4 (women)					96	1-0	2	Ostrava CZE		Genova,R	2238		twic239.pgn	A57
Jicman,L	2236	1999.05.23	B38	Zone 1.4 (women)					93	0-1	2	Ostrava CZE		Dojkova,G	2131		twic239.pgn	B38
Cedikova,K	2082	1999.05.23	B50	Zone 1.4 (women)					74	1/2-1/2	2	Ostrava CZE		Sikorova,O	2216		twic239.pgn	B30
Vajda,S	2340	1999.05.24	D26	Zone 1.4 (women)					84	1-0	3	Ostrava CZE		Zielinska,Mar	2327		twic239.pgn	D37
Velcheva,M	2283	1999.05.24	B22	Zone 1.4 (women)					54	1-0	3	Ostrava CZE		Peptan,C	2427		twic239.pgn	B30
Grabics,M	2310	1999.05.24	A49	Zone 1.4 (women)					100	1-0	3	Ostrava CZE		Foisor,C	2370		twic239.pgn	A05
Cosma,E	2365	1999.05.24	B25	Zone 1.4 (women)					70	1-0	3	Ostrava CZE		Dworakowska,J	2323		twic239.pgn	B25
Hagarova,Z	2297	1999.05.24	A25	Zone 1.4 (women)					82	1/2-1/2	3	Ostrava CZE		Voiska,M	2364		twic239.pgn	A10
Bobrowska,M	2440	1999.05.24	C17	Zone 1.4 (women)					88	1/2-1/2	3	Ostrava CZE		Krupkova,P	2349		twic239.pgn	C17
Madl,I	2409	1999.05.24	B22	Zone 1.4 (women)					172	1/2-1/2	3	Ostrava CZE		Jicman,L	2236		twic239.pgn	B22
Brustman,A	2379	1999.05.24	E99	Zone 1.4 (women)					92	1-0	3	Ostrava CZE		Radziewicz,I	2384		twic239.pgn	E98
Genova,R	2238	1999.05.24	D92	Zone 1.4 (women)					101	1/2-1/2	3	Ostrava CZE		Saljova,S	2212		twic239.pgn	D92
Lakos,N	2350	1999.05.24	E15	Zone 1.4 (women)					109	0-1	3	Ostrava CZE		Cedikova,K	2082		twic239.pgn	E15
Sikorova,O	2216	1999.05.24	B01	Zone 1.4 (women)					52	1/2-1/2	3	Ostrava CZE		Pokorna,Reg	2196		twic239.pgn	B01
Ciganikova,A	2139	1999.05.24	B33	Zone 1.4 (women)					78	1-0	3	Ostrava CZE		Jackova,J	2202		twic239.pgn	B33
Dojkova,G	2131	1999.05.24	E18	Zone 1.4 (women)					152	1/2-1/2	3	Ostrava CZE		Goczo,M	2191		twic239.pgn	E18
Zielinska,Mar	2327	1999.05.25	A49	Zone 1.4 (women)					62	1/2-1/2	4	Ostrava CZE		Foisor,C	2370		twic239.pgn	A05
Dworakowska,J	2323	1999.05.25	C41	Zone 1.4 (women)					125	1/2-1/2	4	Ostrava CZE		Peptan,C	2427		twic239.pgn	C41
Radziewicz,I	2384	1999.05.25	C10	Zone 1.4 (women)					64	1-0	4	Ostrava CZE		Hagarova,Z	2297		twic239.pgn	C10
