Anand,V	2779	2016.12.13	D37	8th London Classic 2016		2016.12.09			59	1/2-1/2	5.1	London ENG		So,W	2794		twic1154.pgn	D37
Caruana,F	2823	2016.12.13	C42	8th London Classic 2016		2016.12.09			66	1/2-1/2	5.2	London ENG		Vachier Lagrave,M	2804		twic1154.pgn	C42
Kramnik,V	2809	2016.12.13	D37	8th London Classic 2016		2016.12.09			120	1/2-1/2	5.3	London ENG		Nakamura,Hi	2779		twic1154.pgn	D37
Giri,A	2771	2016.12.13	D77	8th London Classic 2016		2016.12.09			39	1/2-1/2	5.4	London ENG		Aronian,L	2785		twic1154.pgn	D77
Topalov,V	2760	2016.12.13	C65	8th London Classic 2016		2016.12.09			64	1-0	5.5	London ENG		Adams,Mi	2748		twic1154.pgn	C65
So,W	2794	2016.12.15	C53	8th London Classic 2016		2016.12.09			53	0-1	6.1	London ENG		Topalov,V	2760		twic1154.pgn	C53
Adams,Mi	2748	2016.12.15	D05	8th London Classic 2016		2016.12.09			77	1/2-1/2	6.2	London ENG		Kramnik,V	2809		twic1154.pgn	D05
Nakamura,Hi	2779	2016.12.15	B96	8th London Classic 2016		2016.12.09			62	1-0	6.3	London ENG		Caruana,F	2823		twic1154.pgn	B96
Giri,A	2771	2016.12.15	B90	8th London Classic 2016		2016.12.09			73	1/2-1/2	6.4	London ENG		Anand,V	2779		twic1154.pgn	B90
Aronian,L	2785	2016.12.15	C50	8th London Classic 2016		2016.12.09			80	1-0	6.5	London ENG		Vachier Lagrave,M	2804		twic1154.pgn	C50
Kramnik,V	2809	2016.12.16	D37	8th London Classic 2016		2016.12.09			71	1/2-1/2	7.1	London ENG		So,W	2794		twic1154.pgn	D37
Caruana,F	2823	2016.12.16	A37	8th London Classic 2016		2016.12.09			90	1/2-1/2	7.2	London ENG		Adams,Mi	2748		twic1154.pgn	A37
Anand,V	2779	2016.12.16	D37	8th London Classic 2016		2016.12.09			59	1/2-1/2	7.3	London ENG		Aronian,L	2785		twic1154.pgn	D37
Vachier Lagrave,M	2804	2016.12.16	B96	8th London Classic 2016		2016.12.09			72	1-0	7.4	London ENG		Nakamura,Hi	2779		twic1154.pgn	B96
Topalov,V	2760	2016.12.16	D37	8th London Classic 2016		2016.12.09			132	1/2-1/2	7.5	London ENG		Giri,A	2771		twic1154.pgn	D37
So,W	2794	2016.12.17	C65	8th London Classic 2016		2016.12.09			73	1/2-1/2	8.1	London ENG		Caruana,F	2823		twic1154.pgn	C65
Aronian,L	2785	2016.12.17	D38	8th London Classic 2016		2016.12.09			52	1/2-1/2	8.2	London ENG		Nakamura,Hi	2779		twic1154.pgn	D38
Giri,A	2771	2016.12.17	B91	8th London Classic 2016		2016.12.09			91	1/2-1/2	8.3	London ENG		Kramnik,V	2809		twic1154.pgn	B91
Anand,V	2779	2016.12.17	D37	8th London Classic 2016		2016.12.09			67	0-1	8.4	London ENG		Topalov,V	2760		twic1154.pgn	D37
Adams,Mi	2748	2016.12.17	C65	8th London Classic 2016		2016.12.09			105	1/2-1/2	8.5	London ENG		Vachier Lagrave,M	2804		twic1154.pgn	C65
Vachier Lagrave,M	2804	2016.12.18	A04	8th London Classic 2016		2016.12.09			68	1/2-1/2	9.1	London ENG		So,W	2794		twic1154.pgn	A30
Kramnik,V	2809	2016.12.18	D37	8th London Classic 2016		2016.12.09			47	1/2-1/2	9.2	London ENG		Anand,V	2779		twic1154.pgn	D37
Caruana,F	2823	2016.12.18	D27	8th London Classic 2016		2016.12.09			115	1/2-1/2	9.3	London ENG		Giri,A	2771		twic1154.pgn	D27
Nakamura,Hi	2779	2016.12.18	C67	8th London Classic 2016		2016.12.09			59	1/2-1/2	9.4	London ENG		Adams,Mi	2748		twic1154.pgn	C67
Topalov,V	2760	2016.12.18	A37	8th London Classic 2016		2016.12.09			105	0-1	9.5	London ENG		Aronian,L	2785		twic1154.pgn	A37
Aradhya,Garg	2231	2016.12.12	D12	London Classic Open 2016		2016.12.09			84	1-0	5.24	London ENG		Elsness,F	2452		twic1154.pgn	D12
Bartholomew,J	2448	2016.12.12	D11	London Classic Open 2016		2016.12.09			88	1/2-1/2	5.25	London ENG		Mirzoyan,David	2299		twic1154.pgn	D11
Maze,S	2608	2016.12.12	B07	London Classic Open 2016		2016.12.09			81	0-1	5.26	London ENG		Zapolskis,A	2294		twic1154.pgn	B07
Istratescu,A	2596	2016.12.12	B41	London Classic Open 2016		2016.12.09			49	0-1	5.27	London ENG		Player,E	2239		twic1154.pgn	B41
Nandhidhaa,P	2251	2016.12.12	D58	London Classic Open 2016		2016.12.09			61	0-1	5.28	London ENG		Hawkins,Jo	2590		twic1154.pgn	D58
Richardson,Joh	2248	2016.12.12	A46	London Classic Open 2016		2016.12.09			82	1-0	5.29	London ENG		Deepan,C	2471		twic1154.pgn	A46
Hill,Alistair	2237	2016.12.12	C00	London Classic Open 2016		2016.12.09			52	1-0	5.30	London ENG		Zhou,Y	2470		twic1154.pgn	C00
Stigar,P	2236	2016.12.12	A06	London Classic Open 2016		2016.12.09			88	1-0	5.31	London ENG		Praggnanandhaa,R	2452		twic1154.pgn	A06
Bukojemski,A	2214	2016.12.12	B63	London Classic Open 2016		2016.12.09			82	1-0	5.32	London ENG		Nasuta,G	2448		twic1154.pgn	B63
Taylor,Adam C	2212	2016.12.12	D38	London Classic Open 2016		2016.12.09			147	1-0	5.33	London ENG		Williams,Si1	2443		twic1154.pgn	D38
Cherniaev,A1	2439	2016.12.12	B07	London Classic Open 2016		2016.12.09			200	1/2-1/2	5.34	London ENG		Haribalu,V	2201		twic1154.pgn	B07
Flear,G	2428	2016.12.12	C77	London Classic Open 2016		2016.12.09			107	0-1	5.35	London ENG		Ilfeld,E	2181		twic1154.pgn	C77
Jones,Steven A	2175	2016.12.12	A46	London Classic Open 2016		2016.12.09			50	1/2-1/2	5.36	London ENG		Pert,R	2423		twic1154.pgn	A46
Soumya,Sw	2384	2016.12.12	A06	London Classic Open 2016		2016.12.09			111	0-1	5.37	London ENG		Bates,C	2156		twic1154.pgn	A06
DeCozar,Ulises	0	2016.12.12	A49	London Classic Open 2016		2016.12.09			112	1-0	5.38	London ENG		Batchelor,Peter J	2365		twic1154.pgn	A49
Johansson,To	2071	2016.12.12	E73	London Classic Open 2016		2016.12.09			86	1-0	5.40	London ENG		Sowray,P	2307		twic1154.pgn	E73
Gomes,Mary	2302	2016.12.12	A40	London Classic Open 2016		2016.12.09			77	0-1	5.41	London ENG		Karayiannis,C	2159		twic1154.pgn	A40
Paszewski,M	2281	2016.12.12	E06	London Classic Open 2016		2016.12.09			57	1/2-1/2	5.42	London ENG		Ethelontis,A	2133		twic1154.pgn	E06
Lercel,M	2266	2016.12.12	C88	London Classic Open 2016		2016.12.09			101	0-1	5.43	London ENG		Woong,Zhi Wei William	2000		twic1154.pgn	C88
Buchicchio,Giam	2262	2016.12.12	B45	London Classic Open 2016		2016.12.09			57	0-1	5.44	London ENG		Cannon,Ra	1942		twic1154.pgn	B40
Disu,Kayode	1976	2016.12.12	B22	London Classic Open 2016		2016.12.09			76	1-0	5.45	London ENG		O'Toole,G	2262		twic1154.pgn	B22
Pein,Jonathan	1971	2016.12.12	E94	London Classic Open 2016		2016.12.09			116	1/2-1/2	5.46	London ENG		Ronka,E	2262		twic1154.pgn	E94
Waddington,M	2078	2016.12.12	C53	London Classic Open 2016		2016.12.09			96	1-0	5.47	London ENG		Eggleston,D	2399		twic1154.pgn	C53
Cordes,HJ	2259	2016.12.12	C11	London Classic Open 2016		2016.12.09			58	1-0	5.48	London ENG		Sun Xinyue	2082		twic1154.pgn	C11
Rydstrom,Tom	2239	2016.12.12	D43	London Classic Open 2016		2016.12.09			77	0-1	5.49	London ENG		Vardan,Nagpal	2079		twic1154.pgn	D43
Dushyant,Sharma	2066	2016.12.12	E00	London Classic Open 2016		2016.12.09			108	1-0	5.50	London ENG		Chan,Kim Yew	2231		twic1154.pgn	E00
Kett,T	2228	2016.12.12	C60	London Classic Open 2016		2016.12.09			82	1-0	5.51	London ENG		Abrahams,Daniel	2071		twic1154.pgn	C60
Stanisz,P	2064	2016.12.12	B31	London Classic Open 2016		2016.12.09			84	1-0	5.52	London ENG		Boel,M	2219		twic1154.pgn	B31
Grant,J	2218	2016.12.12	B11	London Classic Open 2016		2016.12.09			93	1/2-1/2	5.53	London ENG		Seymour,T	2060		twic1154.pgn	B11
Mladek,Richard	2024	2016.12.12	A05	London Classic Open 2016		2016.12.09			47	0-1	5.54	London ENG		Willmoth,R	2216		twic1154.pgn	A05
Iyengar,I	2008	2016.12.12	B81	London Classic Open 2016		2016.12.09			62	1-0	5.55	London ENG		Czajkowski,Ad	2212		twic1154.pgn	B81
Thuesen,M	2212	2016.12.12	B00	London Classic Open 2016		2016.12.09			45	0-1	5.56	London ENG		Jamroz,K	2045		twic1154.pgn	B00
Stolarczyk,An	1992	2016.12.12	D45	London Classic Open 2016		2016.12.09			141	1/2-1/2	5.57	London ENG		Haessel,D	2208		twic1154.pgn	D45
Moravec,V	2205	2016.12.12	C10	London Classic Open 2016		2016.12.09			99	0-1	5.58	London ENG		Fischer,Daniel	2024		twic1154.pgn	C10
Lyell,M	2203	2016.12.12	A40	London Classic Open 2016		2016.12.09			53	0-1	5.59	London ENG		Millward,K	2027		twic1154.pgn	A40
Semprun Martinez,F	2193	2016.12.12	B12	London Classic Open 2016		2016.12.09			79	1/2-1/2	5.60	London ENG		Lochte,T	2005		twic1154.pgn	B12
Gaudeau,V	2182	2016.12.12	B52	London Classic Open 2016		2016.12.09			140	1-0	5.61	London ENG		Bhat,Vishal	1989		twic1154.pgn	B52
Misyura,Ilya	1989	2016.12.12	E70	London Classic Open 2016		2016.12.09			36	1/2-1/2	5.62	London ENG		Brooks,P	2163		twic1154.pgn	E70
Grigoryan,Meri	1972	2016.12.12	D11	London Classic Open 2016		2016.12.09			54	1/2-1/2	5.63	London ENG		Kalavannan,Koby	2163		twic1154.pgn	D11
