Niemann,Hans Moke	2688	2022.07.10	C88	FTX Road to Miami Prelim		2022.07.10			87	0-1	1.1	chess24.com INT		Shankland,S	2720		twic1444.pgn	C88
Wojtaszek,R	2708	2022.07.10	C88	FTX Road to Miami Prelim		2022.07.10			70	1-0	1.2	chess24.com INT		Wei Yi	2727		twic1444.pgn	C88
Rapport,R	2764	2022.07.10	B60	FTX Road to Miami Prelim		2022.07.10			96	1/2-1/2	1.3	chess24.com INT		Dominguez Perez,L	2754		twic1444.pgn	B60
Radjabov,T	2738	2022.07.10	C65	FTX Road to Miami Prelim		2022.07.10			110	1-0	1.4	chess24.com INT		Duda,J	2750		twic1444.pgn	C65
Aronian,L	2775	2022.07.10	D27	FTX Road to Miami Prelim		2022.07.10			92	1-0	1.5	chess24.com INT		Mamedyarov,S	2759		twic1444.pgn	D27
Sevian,Samuel	2684	2022.07.10	E20	FTX Road to Miami Prelim		2022.07.10			128	1/2-1/2	1.6	chess24.com INT		Erigaisi,Arjun	2689		twic1444.pgn	E20
Tari,A	2672	2022.07.10	D37	FTX Road to Miami Prelim		2022.07.10			119	0-1	1.7	chess24.com INT		Ju,Wenjun	2560		twic1444.pgn	D37
Xiong,Jeffery	2691	2022.07.10	C42	FTX Road to Miami Prelim		2022.07.10			117	0-1	1.8	chess24.com INT		Giri,A	2760		twic1444.pgn	C42
Xiong,Jeffery	2691	2022.07.10	A34	FTX Road to Miami Prelim		2022.07.10			85	0-1	2.1	chess24.com INT		Niemann,Hans Moke	2688		twic1444.pgn	A34
Giri,A	2760	2022.07.10	B90	FTX Road to Miami Prelim		2022.07.10			55	1/2-1/2	2.2	chess24.com INT		Tari,A	2672		twic1444.pgn	B90
Ju,Wenjun	2560	2022.07.10	A29	FTX Road to Miami Prelim		2022.07.10			40	1-0	2.3	chess24.com INT		Sevian,Samuel	2684		twic1444.pgn	A29
Erigaisi,Arjun	2689	2022.07.10	B50	FTX Road to Miami Prelim		2022.07.10			119	0-1	2.4	chess24.com INT		Aronian,L	2775		twic1444.pgn	B50
Mamedyarov,S	2759	2022.07.10	C67	FTX Road to Miami Prelim		2022.07.10			27	1/2-1/2	2.5	chess24.com INT		Radjabov,T	2738		twic1444.pgn	C67
Duda,J	2750	2022.07.10	C42	FTX Road to Miami Prelim		2022.07.10			175	1/2-1/2	2.6	chess24.com INT		Rapport,R	2764		twic1444.pgn	C42
Dominguez Perez,L	2754	2022.07.10	D27	FTX Road to Miami Prelim		2022.07.10			204	1/2-1/2	2.7	chess24.com INT		Wojtaszek,R	2708		twic1444.pgn	D27
Wei Yi	2727	2022.07.10	B90	FTX Road to Miami Prelim		2022.07.10			67	1/2-1/2	2.8	chess24.com INT		Shankland,S	2720		twic1444.pgn	B90
Niemann,Hans Moke	2688	2022.07.10	C65	FTX Road to Miami Prelim		2022.07.10			175	1/2-1/2	3.1	chess24.com INT		Wei Yi	2727		twic1444.pgn	C65
Shankland,S	2720	2022.07.10	C47	FTX Road to Miami Prelim		2022.07.10			120	1/2-1/2	3.2	chess24.com INT		Dominguez Perez,L	2754		twic1444.pgn	C47
Wojtaszek,R	2708	2022.07.10	A07	FTX Road to Miami Prelim		2022.07.10			116	1/2-1/2	3.3	chess24.com INT		Duda,J	2750		twic1444.pgn	A07
Rapport,R	2764	2022.07.10	E61	FTX Road to Miami Prelim		2022.07.10			50	1-0	3.4	chess24.com INT		Mamedyarov,S	2759		twic1444.pgn	E61
Radjabov,T	2738	2022.07.10	D02	FTX Road to Miami Prelim		2022.07.10			62	1-0	3.5	chess24.com INT		Erigaisi,Arjun	2689		twic1444.pgn	D02
Aronian,L	2775	2022.07.10	A56	FTX Road to Miami Prelim		2022.07.10			73	0-1	3.6	chess24.com INT		Ju,Wenjun	2560		twic1444.pgn	A56
Sevian,Samuel	2684	2022.07.10	C83	FTX Road to Miami Prelim		2022.07.10			110	1/2-1/2	3.7	chess24.com INT		Giri,A	2760		twic1444.pgn	C83
Tari,A	2672	2022.07.10	C45	FTX Road to Miami Prelim		2022.07.10			88	1-0	3.8	chess24.com INT		Xiong,Jeffery	2691		twic1444.pgn	C45
Tari,A	2672	2022.07.10	D40	FTX Road to Miami Prelim		2022.07.10			132	1-0	4.1	chess24.com INT		Niemann,Hans Moke	2688		twic1444.pgn	E10
Xiong,Jeffery	2691	2022.07.10	C43	FTX Road to Miami Prelim		2022.07.10			114	1-0	4.2	chess24.com INT		Sevian,Samuel	2684		twic1444.pgn	C43
Giri,A	2760	2022.07.10	B50	FTX Road to Miami Prelim		2022.07.10			270	1/2-1/2	4.3	chess24.com INT		Aronian,L	2775		twic1444.pgn	B50
