Kuzubov,Y	2636	2019.10.10	D37	FIDE Chess.com Grand Swiss		2019.10.10			103	1-0	1.1	Douglas ENG		Carlsen,M	2876		twic1301.pgn	D37
Caruana,F	2812	2019.10.10	A45	FIDE Chess.com Grand Swiss		2019.10.10			111	0-1	1.2	Douglas ENG		Zhang Zhong	2636		twic1301.pgn	A45
Moiseenko,A1	2635	2019.10.10	A36	FIDE Chess.com Grand Swiss		2019.10.10			60	1/2-1/2	1.3	Douglas ENG		So,W	2767		twic1301.pgn	A36
Anand,V	2765	2019.10.10	E46	FIDE Chess.com Grand Swiss		2019.10.10			58	1-0	1.4	Douglas ENG		Najer,E	2635		twic1301.pgn	E46
Mareco,S	2634	2019.10.10	C88	FIDE Chess.com Grand Swiss		2019.10.10			124	1-0	1.5	Douglas ENG		Yu Yangyi	2763		twic1301.pgn	C88
Karjakin,Sergey	2760	2019.10.10	E01	FIDE Chess.com Grand Swiss		2019.10.10			178	1/2-1/2	1.6	Douglas ENG		Abasov,N	2632		twic1301.pgn	E01
Jumabayev,R	2630	2019.10.10	C11	FIDE Chess.com Grand Swiss		2019.10.10			85	1/2-1/2	1.7	Douglas ENG		Grischuk,A	2759		twic1301.pgn	C11
Aronian,L	2758	2019.10.10	C67	FIDE Chess.com Grand Swiss		2019.10.10			67	1/2-1/2	1.8	Douglas ENG		Tari,A	2630		twic1301.pgn	C67
Alekseev,Evgeny	2629	2019.10.10	E04	FIDE Chess.com Grand Swiss		2019.10.10			106	1/2-1/2	1.9	Douglas ENG		Harikrishna,P	2748		twic1301.pgn	E04
Wojtaszek,R	2748	2019.10.10	A13	FIDE Chess.com Grand Swiss		2019.10.10			157	1/2-1/2	1.10	Douglas ENG		Bachmann,Ax	2629		twic1301.pgn	A13
Iturrizaga,E	2629	2019.10.10	A20	FIDE Chess.com Grand Swiss		2019.10.10			86	1-0	1.11	Douglas ENG		Artemiev,V	2746		twic1301.pgn	A20
Nakamura,Hi	2745	2019.10.10	D27	FIDE Chess.com Grand Swiss		2019.10.10			69	1/2-1/2	1.12	Douglas ENG		Parligras,M	2629		twic1301.pgn	D27
Volokitin,And	2627	2019.10.10	B90	FIDE Chess.com Grand Swiss		2019.10.10			108	1-0	1.13	Douglas ENG		Vitiugov,N	2732		twic1301.pgn	B90
Svidler,P	2729	2019.10.10	D85	FIDE Chess.com Grand Swiss		2019.10.10			40	1/2-1/2	1.14	Douglas ENG		Akobian,V	2625		twic1301.pgn	D85
