Xiong,Jeffery	2633	2016.08.17	A05	World Junior Open 2016		2016.08.08			103	0-1	9.1	Bhubaneswar IND		Maghsoodloo,Parham	2576		twic1137.pgn	A05
Nasuta,G	2442	2016.08.17	B90	World Junior Open 2016		2016.08.08			79	0-1	9.2	Bhubaneswar IND		Karthikeyan,M2	2514		twic1137.pgn	B90
Svane,R	2546	2016.08.17	D45	World Junior Open 2016		2016.08.08			60	1/2-1/2	9.3	Bhubaneswar IND		Xu,Yinglun	2516		twic1137.pgn	D45
Beukema,S	2380	2016.08.17	A81	World Junior Open 2016		2016.08.08			72	1-0	9.4	Bhubaneswar IND		Artemiev,V	2665		twic1137.pgn	A81
Ivekovic,Bo2	2351	2016.08.17	E00	World Junior Open 2016		2016.08.08			131	0-1	9.5	Bhubaneswar IND		Menezes,Chr	2408		twic1137.pgn	A50
Arjun,Kalyan	2292	2016.08.17	B81	World Junior Open 2016		2016.08.08			98	1-0	9.6	Bhubaneswar IND		Aravindh,Chithambaram VR.	2543		twic1137.pgn	B81
Henriquez Villagra,C	2520	2016.08.17	E10	World Junior Open 2016		2016.08.08			129	1/2-1/2	9.7	Bhubaneswar IND		Lorparizangeneh,S	2478		twic1137.pgn	E10
Xu,Yi	2371	2016.08.17	D38	World Junior Open 2016		2016.08.08			75	1/2-1/2	9.8	Bhubaneswar IND		Narayanan,SL	2515		twic1137.pgn	D38
Mosadeghpour,Masoud	2437	2016.08.17	A16	World Junior Open 2016		2016.08.08			63	1/2-1/2	9.9	Bhubaneswar IND		Gagare,Shar	2486		twic1137.pgn	A16
Studer,N	2477	2016.08.17	D37	World Junior Open 2016		2016.08.08			72	1-0	9.10	Bhubaneswar IND		Beradze,I	2440		twic1137.pgn	D37
Yuan,Qingyu	2366	2016.08.17	B50	World Junior Open 2016		2016.08.08			103	1-0	9.11	Bhubaneswar IND		Alekseenko,K	2582		twic1137.pgn	B50
Fan,Huifeng	2223	2016.08.17	A14	World Junior Open 2016		2016.08.08			89	1-0	9.12	Bhubaneswar IND		Wagner,De	2572		twic1137.pgn	A14
Tran Tuan Minh	2473	2016.08.17	A45	World Junior Open 2016		2016.08.08			66	1/2-1/2	9.13	Bhubaneswar IND		Dhulipalla,Bala Chandra Prasad	2276		twic1137.pgn	A45
Gholami,A	2461	2016.08.17	B42	World Junior Open 2016		2016.08.08			194	1-0	9.14	Bhubaneswar IND		Grandadam,P	2325		twic1137.pgn	B42
Visakh,N R	2431	2016.08.17	D31	World Junior Open 2016		2016.08.08			83	0-1	9.15	Bhubaneswar IND		Erigaisi,Arjun	2337		twic1137.pgn	D31
Rajdeep,Sarkar	2351	2016.08.17	C55	World Junior Open 2016		2016.08.08			185	1/2-1/2	9.16	Bhubaneswar IND		Praggnanandhaa,R	2429		twic1137.pgn	C55
Mousavi,Se	2422	2016.08.17	D37	World Junior Open 2016		2016.08.08			61	1/2-1/2	9.17	Bhubaneswar IND		Harsha,B	2344		twic1137.pgn	D37
Papakonstantinou,Di1	2180	2016.08.17	B23	World Junior Open 2016		2016.08.08			100	1-0	9.18	Bhubaneswar IND		Bersamina,Paulo	2402		twic1137.pgn	B23
Rakesh,Kumar Jena	2161	2016.08.17	B52	World Junior Open 2016		2016.08.08			60	1/2-1/2	9.19	Bhubaneswar IND		Akash,G	2400		twic1137.pgn	B52
Martins,Dav	2402	2016.08.17	B07	World Junior Open 2016		2016.08.08			68	1-0	9.20	Bhubaneswar IND		Srijit,Paul	2217		twic1137.pgn	B07
Rahul,Srivatshav P	2280	2016.08.17	E12	World Junior Open 2016		2016.08.08			67	0-1	9.21	Bhubaneswar IND		Basso,Pier Luigi	2455		twic1137.pgn	E12
Shailesh,Dravid	2224	2016.08.17	E69	World Junior Open 2016		2016.08.08			80	1-0	9.22	Bhubaneswar IND		Pirverdiyev,A	2364		twic1137.pgn	E69
Taalaibekov,Tagir	2182	2016.08.17	A84	World Junior Open 2016		2016.08.08			139	0-1	9.23	Bhubaneswar IND		Belous,Mikhail	2343		twic1137.pgn	A40
Gheorghiu,C	2343	2016.08.17	B22	World Junior Open 2016		2016.08.08			62	1-0	9.24	Bhubaneswar IND		Sammed Jaykumar,Shete	2253		twic1137.pgn	B22
Ivic,Velimir	2270	2016.08.17	B23	World Junior Open 2016		2016.08.08			120	1/2-1/2	9.25	Bhubaneswar IND		Rydstrom,Tom	2315		twic1137.pgn	B23
Karthik,V4	2305	2016.08.17	E11	World Junior Open 2016		2016.08.08			97	0-1	9.26	Bhubaneswar IND		Barath,Kalyan M	2197		twic1137.pgn	E11
Tran,Minh Thang	2353	2016.08.17	D91	World Junior Open 2016		2016.08.08			90	1-0	9.27	Bhubaneswar IND		Lokander,M	2365		twic1137.pgn	D91
Chakravarthi Reddy,M	2228	2016.08.17	A44	World Junior Open 2016		2016.08.08			93	0-1	9.28	Bhubaneswar IND		Nihal,Sarin	2358		twic1137.pgn	A44
Viennot,D	2342	2016.08.17	C11	World Junior Open 2016		2016.08.08			70	1/2-1/2	9.29	Bhubaneswar IND		Ritviz,P	2259		twic1137.pgn	C11
Krishna Teja,N	2282	2016.08.17	C05	World Junior Open 2016		2016.08.08			77	0-1	9.30	Bhubaneswar IND		Gandhi,An	2156		twic1137.pgn	C05
Subhayan,Kundu	2189	2016.08.17	C11	World Junior Open 2016		2016.08.08			129	0-1	9.31	Bhubaneswar IND		Gajwa,A	2282		twic1137.pgn	C11
Yogit,S	2270	2016.08.17	C92	World Junior Open 2016		2016.08.08			129	0-1	9.32	Bhubaneswar IND		Nyamdorj,Davaaochir	2015		twic1137.pgn	C92
Weerasinghe,C C	1785	2016.08.17	D91	World Junior Open 2016		2016.08.08			100	1-0	9.33	Bhubaneswar IND		Sahoo,U	2266		twic1137.pgn	D91
Squella Lavin,C	2203	2016.08.17	C00	World Junior Open 2016		2016.08.08			93	0-1	9.34	Bhubaneswar IND		Evangelista,Paul Robert	2020		twic1137.pgn	C00
Subramaniam,Shreyes	1863	2016.08.17	A36	World Junior Open 2016		2016.08.08			73	0-1	9.35	Bhubaneswar IND		Holleland,Sigve	2106		twic1137.pgn	A36
Thogersen,Rasmus	2171	2016.08.17	C95	World Junior Open 2016		2016.08.08			70	1-0	9.36	Bhubaneswar IND		Tahay,Alexis	2098		twic1137.pgn	C95
Dassanayake,D M G S	1859	2016.08.17	D91	World Junior Open 2016		2016.08.08			104	0-1	9.37	Bhubaneswar IND		Avik,Sarker	2000		twic1137.pgn	D91
Seppala,Joni	1765	2016.08.17	B90	World Junior Open 2016		2016.08.08			116	1-0	9.38	Bhubaneswar IND		Palucha,Szymon	1932		twic1137.pgn	B90
Skettos,Nicolas	1561	2016.08.17	B98	World Junior Open 2016		2016.08.08			108	1-0	9.39	Bhubaneswar IND		Hsu,Chuan-Chia	1777		twic1137.pgn	B98
