Alekseev,Evgeny	2673	2012.08.07	E17	65th ch-RUS		2012.08.03			99	0-1	5	Moscow RUS		Sjugirov,S	2635		twic927.pgn	E17
Jakovenko,D	2722	2012.08.07	C67	65th ch-RUS		2012.08.03			172	1/2-1/2	5	Moscow RUS		Grischuk,A	2763		twic927.pgn	C67
Svidler,P	2749	2012.08.07	E60	65th ch-RUS		2012.08.03			38	1/2-1/2	5	Moscow RUS		Andreikin,D	2715		twic927.pgn	E60
Vitiugov,N	2705	2012.08.07	B42	65th ch-RUS		2012.08.03			90	1/2-1/2	5	Moscow RUS		Karjakin,Sergey	2785		twic927.pgn	B42
Potkin,V	2651	2012.08.07	A05	65th ch-RUS		2012.08.03			47	1/2-1/2	5	Moscow RUS		Dubov,Danii	2594		twic927.pgn	A05
Potkin,V	2651	2012.08.09	C11	65th ch-RUS		2012.08.03			65	1/2-1/2	6	Moscow RUS		Svidler,P	2749		twic927.pgn	C11
Dubov,Danii	2594	2012.08.09	D16	65th ch-RUS		2012.08.03			94	1-0	6	Moscow RUS		Vitiugov,N	2705		twic927.pgn	D16
Karjakin,Sergey	2785	2012.08.09	B92	65th ch-RUS		2012.08.03			46	1/2-1/2	6	Moscow RUS		Jakovenko,D	2722		twic927.pgn	B92
Grischuk,A	2763	2012.08.09	B94	65th ch-RUS		2012.08.03			81	1/2-1/2	6	Moscow RUS		Alekseev,Evgeny	2673		twic927.pgn	B94
Sjugirov,S	2635	2012.08.09	B17	65th ch-RUS		2012.08.03			44	1-0	6	Moscow RUS		Andreikin,D	2715		twic927.pgn	B17
Jakovenko,D	2722	2012.08.10	B13	65th ch-RUS		2012.08.03			103	1/2-1/2	7	Moscow RUS		Dubov,Danii	2594		twic927.pgn	B13
Alekseev,Evgeny	2673	2012.08.10	E32	65th ch-RUS		2012.08.03			141	1-0	7	Moscow RUS		Karjakin,Sergey	2785		twic927.pgn	E32
Svidler,P	2749	2012.08.10	E92	65th ch-RUS		2012.08.03			69	1/2-1/2	7	Moscow RUS		Sjugirov,S	2635		twic927.pgn	E92
Vitiugov,N	2705	2012.08.10	B42	65th ch-RUS		2012.08.03			144	1-0	7	Moscow RUS		Potkin,V	2651		twic927.pgn	B42
Andreikin,D	2715	2012.08.10	B40	65th ch-RUS		2012.08.03			80	1-0	7	Moscow RUS		Grischuk,A	2763		twic927.pgn	B40
