Anand,V	2781	1999.02.21	B12	XVI Ciudad de Linares 99					50	1/2-1/2	1	Linares ESP		Ivanchuk,V	2714		twic224.pgn	B12
Svidler,P	2713	1999.02.21	C90	XVI Ciudad de Linares 99					61	1/2-1/2	1	Linares ESP		Kasparov,G	2812		twic224.pgn	C90
Topalov,V	2700	1999.02.21	D41	XVI Ciudad de Linares 99					64	1/2-1/2	1	Linares ESP		Kramnik,V	2751		twic224.pgn	A35
Leko,P	2694	1999.02.21	B19	XVI Ciudad de Linares 99					50	1-0	1	Linares ESP		Adams,Mi	2716		twic224.pgn	B18
Leko,P	2694	1999.02.22	A34	XVI Ciudad de Linares 99					47	1/2-1/2	2	Linares ESP		Anand,V	2781		twic224.pgn	A34
Adams,Mi	2716	1999.02.22	C88	XVI Ciudad de Linares 99					80	1/2-1/2	2	Linares ESP		Topalov,V	2700		twic224.pgn	C88
Kramnik,V	2751	1999.02.22	C42	XVI Ciudad de Linares 99					52	1/2-1/2	2	Linares ESP		Svidler,P	2713		twic224.pgn	C42
Kasparov,G	2812	1999.02.22	B90	XVI Ciudad de Linares 99					61	0-1	2	Linares ESP		Ivanchuk,V	2714		twic224.pgn	B90
Karpov,An	2710	1999.02.21	E15	Assoc. Max Euwe Match					70	1/2-1/2	1	Monaco MNC		Piket,Je	2619		twic224.pgn	E15
Akopian,V	2640	1999.02.13	A01	Open					95	1/2-1/2	1	Cappelle la Grande FRA		Bagirov,V	2493		twic224.pgn	A01
Miles,A	2609	1999.02.13	C45	Open					41	1/2-1/2	1	Cappelle la Grande FRA		Berelovich,A	2484		twic224.pgn	C45
Danielian,E	2353	1999.02.13	B17	Open					62	1/2-1/2	1	Cappelle la Grande FRA		Cappon,J	2155		twic224.pgn	B17
Schiffer,S	2141	1999.02.13	C60	Open					68	1-0	1	Cappelle la Grande FRA		Cieza,A	2335		twic224.pgn	C70
Czajka,Z	2140	1999.02.13	C17	Open					34	1-0	1	Cappelle la Grande FRA		Collas,D	2330		twic224.pgn	C17
Krivonosov,O	2446	1999.02.13	C55	Open					96	1-0	1	Cappelle la Grande FRA		Degraeve,JM	2536		twic224.pgn	C55
McMichael,R	2255	1999.02.13	A82	Open					32	1-0	1	Cappelle la Grande FRA		Delmont,J	2056		twic224.pgn	A82
Bobrowska,M	2440	1999.02.13	C02	Open					40	1/2-1/2	1	Cappelle la Grande FRA		Gdanski,J	2530		twic224.pgn	C02
Malakhov,V	2557	1999.02.13	A84	Open					76	1-0	1	Cappelle la Grande FRA		Gretarsson,H	2459		twic224.pgn	D11
