Ivanchuk,V	2714	1999.03.02	B19	XVI Ciudad de Linares 99					89	1/2-1/2	8	Linares ESP		Anand,V	2781		twic226.pgn	B18
Kasparov,G	2812	1999.03.02	B53	XVI Ciudad de Linares 99					83	0-1	8	Linares ESP		Svidler,P	2713		twic226.pgn	B53
Kramnik,V	2751	1999.03.02	C42	XVI Ciudad de Linares 99					61	1/2-1/2	8	Linares ESP		Topalov,V	2700		twic226.pgn	C42
Adams,Mi	2716	1999.03.02	C89	XVI Ciudad de Linares 99					51	1/2-1/2	8	Linares ESP		Leko,P	2694		twic226.pgn	C89
Anand,V	2781	1999.03.03	C82	XVI Ciudad de Linares 99					87	1/2-1/2	9	Linares ESP		Leko,P	2694		twic226.pgn	C80
Topalov,V	2700	1999.03.03	B90	XVI Ciudad de Linares 99					46	1/2-1/2	9	Linares ESP		Adams,Mi	2716		twic226.pgn	B90
Svidler,P	2713	1999.03.03	D85	XVI Ciudad de Linares 99					64	1-0	9	Linares ESP		Kramnik,V	2751		twic226.pgn	D85
Ivanchuk,V	2714	1999.03.03	D26	XVI Ciudad de Linares 99					70	1-0	9	Linares ESP		Kasparov,G	2812		twic226.pgn	D27
Kasparov,G	2812	1999.03.05	B80	XVI Ciudad de Linares 99					99	0-1	10	Linares ESP		Anand,V	2781		twic226.pgn	B90
Kramnik,V	2751	1999.03.05	D37	XVI Ciudad de Linares 99					43	1/2-1/2	10	Linares ESP		Ivanchuk,V	2714		twic226.pgn	D37
Adams,Mi	2716	1999.03.05	C92	XVI Ciudad de Linares 99					64	1-0	10	Linares ESP		Svidler,P	2713		twic226.pgn	C92
Leko,P	2694	1999.03.05	C65	XVI Ciudad de Linares 99					42	1/2-1/2	10	Linares ESP		Topalov,V	2700		twic226.pgn	C64
Anand,V	2781	1999.03.06	B12	XVI Ciudad de Linares 99					85	0-1	11	Linares ESP		Topalov,V	2700		twic226.pgn	B12
Svidler,P	2713	1999.03.06	C45	XVI Ciudad de Linares 99					48	1/2-1/2	11	Linares ESP		Leko,P	2694		twic226.pgn	C45
Ivanchuk,V	2714	1999.03.06	B26	XVI Ciudad de Linares 99					72	1/2-1/2	11	Linares ESP		Adams,Mi	2716		twic226.pgn	B26
Kasparov,G	2812	1999.03.06	D88	XVI Ciudad de Linares 99					69	1/2-1/2	11	Linares ESP		Kramnik,V	2751		twic226.pgn	D87
Adams,Mi	2716	1999.03.07	C88	XVI Ciudad de Linares 99					128	1-0	12	Linares ESP		Kasparov,G	2812		twic226.pgn	C88
Leko,P	2694	1999.03.07	C65	XVI Ciudad de Linares 99					24	1/2-1/2	12	Linares ESP		Ivanchuk,V	2714		twic226.pgn	C65
Topalov,V	2700	1999.03.07	B35	XVI Ciudad de Linares 99					71	0-1	12	Linares ESP		Svidler,P	2713		twic226.pgn	B35
Kramnik,V	2751	1999.03.07	C42	XVI Ciudad de Linares 99					41	1/2-1/2	12	Linares ESP		Anand,V	2781		twic226.pgn	C42
Karpov,An	2710	1999.03.01	E12	Assoc. Max Euwe Match					97	1/2-1/2	7	Monaco MNC		Piket,Je	2619		twic226.pgn	E12
Piket,Je	2619	1999.03.02	E46	Assoc. Max Euwe Match					75	1/2-1/2	8	Monaco MNC		Karpov,An	2710		twic226.pgn	E46
Bacrot,E	2561	1999.03.03	A16	III Chess Masters					58	1-0	1	Enghien-les-Bains FRA		Lautier,J	2596		twic226.pgn	A15
Ponomariov,R	2609	1999.03.03	D20	III Chess Masters					67	0-1	1	Enghien-les-Bains FRA		Beliavsky,A	2650		twic226.pgn	D20
Sadler,M	2667	1999.03.03	D27	III Chess Masters					75	0-1	1	Enghien-les-Bains FRA		Rausis,I	2508		twic226.pgn	D27
Salov,V	2670	1999.03.03	E12	III Chess Masters					60	1/2-1/2	1	Enghien-les-Bains FRA		Tkachiev,V	2634		twic226.pgn	E12
Bauer,Ch	2528	1999.03.03	C16	III Chess Masters					82	1-0	1	Enghien-les-Bains FRA		Bologan,V	2608		twic226.pgn	C16
Bauer,Ch	2528	1999.03.04	C04	III Chess Masters					103	1/2-1/2	2	Enghien-les-Bains FRA		Ponomariov,R	2609		twic226.pgn	C04
Bologan,V	2608	1999.03.04	E97	III Chess Masters					76	1-0	2	Enghien-les-Bains FRA		Bacrot,E	2561		twic226.pgn	E97
Lautier,J	2596	1999.03.04	A57	III Chess Masters					154	1-0	2	Enghien-les-Bains FRA		Salov,V	2670		twic226.pgn	A57
Tkachiev,V	2634	1999.03.04	B07	III Chess Masters					87	0-1	2	Enghien-les-Bains FRA		Sadler,M	2667		twic226.pgn	B00
Rausis,I	2508	1999.03.04	D35	III Chess Masters					86	1-0	2	Enghien-les-Bains FRA		Beliavsky,A	2650		twic226.pgn	D35
Beliavsky,A	2650	1999.03.05	E04	III Chess Masters					69	1/2-1/2	3	Enghien-les-Bains FRA		Tkachiev,V	2634		twic226.pgn	E04
Sadler,M	2667	1999.03.05	B87	III Chess Masters					48	1-0	3	Enghien-les-Bains FRA		Lautier,J	2596		twic226.pgn	B87
Salov,V	2670	1999.03.05	D42	III Chess Masters					204	1-0	3	Enghien-les-Bains FRA		Bologan,V	2608		twic226.pgn	B13
Bacrot,E	2561	1999.03.05	C33	III Chess Masters					55	0-1	3	Enghien-les-Bains FRA		Bauer,Ch	2528		twic226.pgn	C33
Ponomariov,R	2609	1999.03.05	D02	III Chess Masters					87	1/2-1/2	3	Enghien-les-Bains FRA		Rausis,I	2508		twic226.pgn	D02
Bacrot,E	2561	1999.03.06	B54	III Chess Masters					77	1/2-1/2	4	Enghien-les-Bains FRA		Ponomariov,R	2609		twic226.pgn	B45
Bauer,Ch	2528	1999.03.06	E08	III Chess Masters					76	1/2-1/2	4	Enghien-les-Bains FRA		Salov,V	2670		twic226.pgn	E08
Bologan,V	2608	1999.03.06	E10	III Chess Masters					125	0-1	4	Enghien-les-Bains FRA		Sadler,M	2667		twic226.pgn	A50
Lautier,J	2596	1999.03.06	E32	III Chess Masters					161	1/2-1/2	4	Enghien-les-Bains FRA		Beliavsky,A	2650		twic226.pgn	E32
Tkachiev,V	2634	1999.03.06	E63	III Chess Masters					105	1/2-1/2	4	Enghien-les-Bains FRA		Rausis,I	2508		twic226.pgn	E63
Beliavsky,A	2650	1999.03.07	C93	III Chess Masters					100	1-0	5	Enghien-les-Bains FRA		Bologan,V	2608		twic226.pgn	C92
Sadler,M	2667	1999.03.07	B43	III Chess Masters					278	1/2-1/2	5	Enghien-les-Bains FRA		Bauer,Ch	2528		twic226.pgn	B43
Salov,V	2670	1999.03.07	A40	III Chess Masters					132	1/2-1/2	5	Enghien-les-Bains FRA		Bacrot,E	2561		twic226.pgn	A40
Ponomariov,R	2609	1999.03.07	D27	III Chess Masters					50	1/2-1/2	5	Enghien-les-Bains FRA		Tkachiev,V	2634		twic226.pgn	D27
Rausis,I	2508	1999.03.07	E12	III Chess Masters					74	1-0	5	Enghien-les-Bains FRA		Lautier,J	2596		twic226.pgn	E12
Shulman,Y	2523	1999.03.01	C01	4th Utd. Insurance					158	1/2-1/2	11	Dhaka BAN		Hossain,Enam	2310		twic226.pgn	C15
Reefat,S	2354	1999.03.01	B40	4th Utd. Insurance					105	0-1	11	Dhaka BAN		Kunte,A	2455		twic226.pgn	B20
Zagrebelny,S	2506	1999.03.01	B50	4th Utd. Insurance					112	1/2-1/2	11	Dhaka BAN		Neelotpal,D	2436		twic226.pgn	B50
Rahman,Zia	2498	1999.03.01	B22	4th Utd. Insurance					125	0-1	11	Dhaka BAN		Murshed,N	2470		twic226.pgn	B30
Szekely,P	2444	1999.03.01	A35	4th Utd. Insurance					114	1-0	11	Dhaka BAN		Wojtkiewicz,A	2570		twic226.pgn	A15
Short,N	2697	1999.03.01	C00	4th Utd. Insurance					8	1/2-1/2	11	Dhaka BAN		Ehlvest,J	2593		twic226.pgn	C00
Ehlvest,J	2593	1999.03.02	A40	4th Utd. Insurance					119	1-0	12	Dhaka BAN		Szekely,P	2444		twic226.pgn	A04
Wojtkiewicz,A	2570	1999.03.02	A40	4th Utd. Insurance					48	1-0	12	Dhaka BAN		Rahman,Zia	2498		twic226.pgn	A30
Murshed,N	2470	1999.03.02	C44	4th Utd. Insurance					87	1/2-1/2	12	Dhaka BAN		Zagrebelny,S	2506		twic226.pgn	B00
Neelotpal,D	2436	1999.03.02	B86	4th Utd. Insurance					119	1/2-1/2	12	Dhaka BAN		Reefat,S	2354		twic226.pgn	B86
Kunte,A	2455	1999.03.02	B42	4th Utd. Insurance					40	1/2-1/2	12	Dhaka BAN		Shulman,Y	2523		twic226.pgn	B42
Hossain,Enam	2310	1999.03.02	D00	4th Utd. Insurance					39	1/2-1/2	12	Dhaka BAN		Abdulla,Al	2406		twic226.pgn	A48
Abdulla,Al	2406	1999.03.03	D70	4th Utd. Insurance					24	1/2-1/2	13	Dhaka BAN		Kunte,A	2455		twic226.pgn	D11
Shulman,Y	2523	1999.03.03	B85	4th Utd. Insurance					21	1/2-1/2	13	Dhaka BAN		Neelotpal,D	2436		twic226.pgn	B47
Reefat,S	2354	1999.03.03	D02	4th Utd. Insurance					41	1/2-1/2	13	Dhaka BAN		Murshed,N	2470		twic226.pgn	D02
Zagrebelny,S	2506	1999.03.03	E17	4th Utd. Insurance					64	1-0	13	Dhaka BAN		Wojtkiewicz,A	2570		twic226.pgn	E17
Rahman,Zia	2498	1999.03.03	D37	4th Utd. Insurance					76	1-0	13	Dhaka BAN		Ehlvest,J	2593		twic226.pgn	A13
Szekely,P	2444	1999.03.03	B23	4th Utd. Insurance					106	1-0	13	Dhaka BAN		Short,N	2697		twic226.pgn	B23
Fedorowicz,J	2574	1999.03.05	E92	Manhatten March Int.					50	1/2-1/2	1	New York USA		Ashley,M	2473		twic226.pgn	E92
Shahade,G	2386	1999.03.05	A04	Manhatten March Int.					69	1/2-1/2	1	New York USA		Kacheishvili,G	2570		twic226.pgn	A04
Ady,J	2412	1999.03.05	B90	Manhatten March Int.					54	1-0	1	New York USA		Waitzkin,J	2467		twic226.pgn	B90
Negulescu,A	2452	1999.03.05	C41	Manhatten March Int.					70	1-0	1	New York USA		Burnett,R	2420		twic226.pgn	C41
Timoshenko,G	2592	1999.03.05	B51	Manhatten March Int.					75	0-1	1	New York USA		Shliperman,I	2442		twic226.pgn	B30
Waitzkin,J	2467	1999.03.06	B40	Manhatten March Int.					55	1-0	2	New York USA		Negulescu,A	2452		twic226.pgn	B40
Ashley,M	2473	1999.03.06	B50	Manhatten March Int.					92	1-0	2	New York USA		Shahade,G	2386		twic226.pgn	B50
Kacheishvili,G	2570	1999.03.06	C10	Manhatten March Int.					64	1/2-1/2	2	New York USA		Ady,J	2412		twic226.pgn	C10
Burnett,R	2420	1999.03.06	B06	Manhatten March Int.					96	1-0	2	New York USA		Timoshenko,G	2592		twic226.pgn	B06
Shliperman,I	2442	1999.03.06	D37	Manhatten March Int.					59	1-0	2	New York USA		Fedorowicz,J	2574		twic226.pgn	D37
