Volkov,S	2587	1999.02.10	D13	Geller mem (Cup Russia)					124	1-0	01	Moscow RUS		Donchenko,A	2382		twic222.pgn	D13
Nureev,G	2380	1999.02.10	E94	Geller mem (Cup Russia)					81	1-0	01	Moscow RUS		Popov,Val	2582		twic222.pgn	E94
Balashov,Y	2578	1999.02.10	A40	Geller mem (Cup Russia)					115	0-1	01	Moscow RUS		Dolinskij,B	2376		twic222.pgn	A40
Korobov,I	2372	1999.02.10	A04	Geller mem (Cup Russia)					80	1-0	01	Moscow RUS		Poluljahov,A	2566		twic222.pgn	A04
Kiriakov,P	2564	1999.02.10	E11	Geller mem (Cup Russia)					107	0-1	01	Moscow RUS		Kirusha,A	2365		twic222.pgn	E11
Filipenko,A	2360	1999.02.10	D45	Geller mem (Cup Russia)					42	1/2-1/2	01	Moscow RUS		Kharitonov,AY	2562		twic222.pgn	D45
Sherbakov,R	2559	1999.02.10	B83	Geller mem (Cup Russia)					123	0-1	01	Moscow RUS		Okrugin,S	2355		twic222.pgn	B59
Pres,G	2352	1999.02.10	B56	Geller mem (Cup Russia)					141	1/2-1/2	01	Moscow RUS		Lastin,A	2558		twic222.pgn	B56
Voitsekhovsky,S	2558	1999.02.10	B22	Geller mem (Cup Russia)					104	1/2-1/2	01	Moscow RUS		Khamrakulov,I	2350		twic222.pgn	B22
Belov,V	2349	1999.02.10	B84	Geller mem (Cup Russia)					72	1/2-1/2	01	Moscow RUS		Yemelin,V	2550		twic222.pgn	B84
Vaulin,A	2547	1999.02.10	B30	Geller mem (Cup Russia)					42	0-1	01	Moscow RUS		Losev,D	2345		twic222.pgn	B23
Gutov,A	2278	1999.02.10	E58	Geller mem (Cup Russia)					111	0-1	01	Moscow RUS		Volzhin,A	2543		twic222.pgn	E58
Landa,K	2542	1999.02.10	E54	Geller mem (Cup Russia)					124	1/2-1/2	01	Moscow RUS		Kosarev,A	2345		twic222.pgn	E54
Zenin,D	2345	1999.02.10	D37	Geller mem (Cup Russia)					52	1-0	01	Moscow RUS		Rustemov,A	2539		twic222.pgn	D37
