Batsiashvili,N	2485	2016.02.16	D30	Tehran WGP 2016		2016.02.11			60	1/2-1/2	5.1	Tehran IRI		Zhukova,N	2484		twic1111.pgn	D30
Zhao Xue	2506	2016.02.16	E15	Tehran WGP 2016		2016.02.11			73	1/2-1/2	5.2	Tehran IRI		Dzagnidze,N	2529		twic1111.pgn	E15
Stefanova,A	2509	2016.02.16	B06	Tehran WGP 2016		2016.02.11			54	1-0	5.3	Tehran IRI		Harika,D	2511		twic1111.pgn	B06
Koneru,H	2583	2016.02.16	A04	Tehran WGP 2016		2016.02.11			107	1/2-1/2	5.4	Tehran IRI		Cramling,P	2521		twic1111.pgn	A13
Gunina,V	2496	2016.02.16	D11	Tehran WGP 2016		2016.02.11			103	1/2-1/2	5.5	Tehran IRI		Ju Wenjun	2558		twic1111.pgn	D11
Khademalsharieh,S	2403	2016.02.16	D02	Tehran WGP 2016		2016.02.11			60	1/2-1/2	5.6	Tehran IRI		Pogonina,N	2454		twic1111.pgn	D02
Pogonina,N	2454	2016.02.17	D63	Tehran WGP 2016		2016.02.11			98	1/2-1/2	6.1	Tehran IRI		Gunina,V	2496		twic1111.pgn	D63
Cramling,P	2521	2016.02.17	A04	Tehran WGP 2016		2016.02.11			59	1/2-1/2	6.2	Tehran IRI		Stefanova,A	2509		twic1111.pgn	A30
Harika,D	2511	2016.02.17	D02	Tehran WGP 2016		2016.02.11			62	1-0	6.3	Tehran IRI		Zhao Xue	2506		twic1111.pgn	D02
Ju Wenjun	2558	2016.02.17	E20	Tehran WGP 2016		2016.02.11			51	0-1	6.4	Tehran IRI		Koneru,H	2583		twic1111.pgn	E20
Khademalsharieh,S	2403	2016.02.17	D38	Tehran WGP 2016		2016.02.11			123	0-1	6.5	Tehran IRI		Batsiashvili,N	2485		twic1111.pgn	D38
Dzagnidze,N	2529	2016.02.17	E18	Tehran WGP 2016		2016.02.11			103	0-1	6.6	Tehran IRI		Zhukova,N	2484		twic1111.pgn	E18
Batsiashvili,N	2485	2016.02.18	D30	Tehran WGP 2016		2016.02.11			146	1-0	7.1	Tehran IRI		Dzagnidze,N	2529		twic1111.pgn	D30
Zhukova,N	2484	2016.02.18	B10	Tehran WGP 2016		2016.02.11			63	1/2-1/2	7.2	Tehran IRI		Harika,D	2511		twic1111.pgn	B10
Zhao Xue	2506	2016.02.18	A46	Tehran WGP 2016		2016.02.11			103	0-1	7.3	Tehran IRI		Cramling,P	2521		twic1111.pgn	A46
