Anand,V	2817	2011.06.03	B12	24th Leon Masters		2011.06.03			77	1/2-1/2	1	Leon ESP		Shirov,A	2709		twic865.pgn	B12
Shirov,A	2709	2011.06.03	D43	24th Leon Masters		2011.06.03			66	1-0	2	Leon ESP		Anand,V	2817		twic865.pgn	D43
Anand,V	2817	2011.06.04	B12	24th Leon Masters		2011.06.03			33	0-1	3	Leon ESP		Shirov,A	2709		twic865.pgn	B12
Shirov,A	2709	2011.06.04	D43	24th Leon Masters		2011.06.03			44	1/2-1/2	4	Leon ESP		Anand,V	2817		twic865.pgn	D43
Anand,V	2817	2011.06.05	B12	24th Leon Masters		2011.06.03			81	0-1	5	Leon ESP		Shirov,A	2709		twic865.pgn	B12
Shirov,A	2709	2011.06.05	D43	24th Leon Masters		2011.06.03			77	1/2-1/2	6	Leon ESP		Anand,V	2817		twic865.pgn	D43
Simonian,H	2468	2011.06.05	A50	1st ICC Open Final		2011.06.05			59	0-1	1.1	ICC INT		Holt,C	2417		twic865.pgn	A50
Hovhannisyan,R	2553	2011.06.05	B01	1st ICC Open Final		2011.06.05			98	1/2-1/2	1.1	ICC INT		Andreikin,D	2687		twic865.pgn	B01
Nakamura,Hi	2774	2011.06.05	B22	1st ICC Open Final		2011.06.05			147	0-1	1.1	ICC INT		Altounian,L	2428		twic865.pgn	B22
Altounian,L	2428	2011.06.05	A01	1st ICC Open Final		2011.06.05			78	1-0	1.2	ICC INT		Nakamura,Hi	2774		twic865.pgn	A01
Holt,C	2417	2011.06.05	C11	1st ICC Open Final		2011.06.05			92	1/2-1/2	1.2	ICC INT		Simonian,H	2468		twic865.pgn	C11
Andreikin,D	2687	2011.06.05	B43	1st ICC Open Final		2011.06.05			89	0-1	1.2	ICC INT		Hovhannisyan,R	2553		twic865.pgn	B43
Nakamura,Hi	2774	2011.06.05	C42	1st ICC Open Final		2011.06.05			40	1-0	1.3	ICC INT		Altounian,L	2428		twic865.pgn	C42
Hovhannisyan,R	2553	2011.06.05	B01	1st ICC Open Final		2011.06.05			115	1/2-1/2	1.3	ICC INT		Andreikin,D	2687		twic865.pgn	B01
Simonian,H	2468	2011.06.05	A50	1st ICC Open Final		2011.06.05			75	0-1	1.3	ICC INT		Holt,C	2417		twic865.pgn	A50
Andreikin,D	2687	2011.06.05	B43	1st ICC Open Final		2011.06.05			84	1-0	1.4	ICC INT		Hovhannisyan,R	2553		twic865.pgn	B43
Altounian,L	2428	2011.06.05	C11	1st ICC Open Final		2011.06.05			265	1/2-1/2	1.4	ICC INT		Nakamura,Hi	2774		twic865.pgn	C11
Hovhannisyan,R	2553	2011.06.05	B10	1st ICC Open Final		2011.06.05			49	1/2-1/2	1.5	ICC INT		Andreikin,D	2687		twic865.pgn	B10
Andreikin,D	2687	2011.06.05	B23	1st ICC Open Final		2011.06.05			80	1-0	1.6	ICC INT		Hovhannisyan,R	2553		twic865.pgn	B23
Nakamura,Hi	2774	2011.06.05	B00	1st ICC Open Final		2011.06.05			67	0-1	2.1	ICC INT		Hovhannisyan,R	2553		twic865.pgn	B00
Simonian,H	2468	2011.06.05	A15	1st ICC Open Final		2011.06.05			105	0-1	2.1	ICC INT		Iturrizaga,E	2603		twic865.pgn	A15
Hovhannisyan,R	2553	2011.06.05	A01	1st ICC Open Final		2011.06.05			156	1-0	2.2	ICC INT		Nakamura,Hi	2774		twic865.pgn	A01
Iturrizaga,E	2603	2011.06.05	B18	1st ICC Open Final		2011.06.05			158	1-0	2.2	ICC INT		Simonian,H	2468		twic865.pgn	B18
Nakamura,Hi	2774	2011.06.05	B00	1st ICC Open Final		2011.06.05			83	0-1	2.3	ICC INT		Hovhannisyan,R	2553		twic865.pgn	B00
Simonian,H	2468	2011.06.05	A47	1st ICC Open Final		2011.06.05			101	0-1	2.3	ICC INT		Iturrizaga,E	2603		twic865.pgn	A47
Nakamura,Hi	2774	2011.06.05	B00	1st ICC Open Final		2011.06.05			75	0-1	3.1	ICC INT		Simonian,H	2468		twic865.pgn	B00
Simonian,H	2468	2011.06.05	A01	1st ICC Open Final		2011.06.05			62	1-0	3.2	ICC INT		Nakamura,Hi	2774		twic865.pgn	A01
Nakamura,Hi	2774	2011.06.05	B00	1st ICC Open Final		2011.06.05			46	1-0	3.3	ICC INT		Simonian,H	2468		twic865.pgn	B00
Simonian,H	2468	2011.06.05	A01	1st ICC Open Final		2011.06.05			19	1/2-1/2	3.4	ICC INT		Nakamura,Hi	2774		twic865.pgn	A01
Nakamura,Hi	2774	2011.06.05	B23	1st ICC Open Final		2011.06.05			97	1-0	3.5	ICC INT		Simonian,H	2468		twic865.pgn	B23
Simonian,H	2468	2011.06.05	A50	1st ICC Open Final		2011.06.05			148	1/2-1/2	3.6	ICC INT		Nakamura,Hi	2774		twic865.pgn	A50
Nakamura,Hi	2774	2011.06.05	C67	1st ICC Open Final		2011.06.05			42	0-1	3.7	ICC INT		Simonian,H	2468		twic865.pgn	C67
Simonian,H	2468	2011.06.05	A01	1st ICC Open Final		2011.06.05			140	1/2-1/2	3.8	ICC INT		Nakamura,Hi	2774		twic865.pgn	A01
Newrkla,K	2070	2011.06.04	E90	Clock Simul Giri vs U20 AUT		2011.06.04			104	1/2-1/2	1	Vienna AUT		Giri,A	2687		twic865.pgn	E90
Menezes,Chr	2200	2011.06.04	A13	Clock Simul Giri vs U20 AUT		2011.06.04			58	1-0	1	Vienna AUT		Giri,A	2687		twic865.pgn	A13
Halvax,G	2328	2011.06.04	A13	Clock Simul Giri vs U20 AUT		2011.06.04			58	1-0	1	Vienna AUT		Giri,A	2687		twic865.pgn	A13
Giri,A	2687	2011.06.04	E62	Clock Simul Giri vs U20 AUT		2011.06.04			137	0-1	1	Vienna AUT		Hartl,D	2311		twic865.pgn	E62
Poetz,F	2416	2011.06.04	A14	Clock Simul Giri vs U20 AUT		2011.06.04			112	1/2-1/2	1	Vienna AUT		Giri,A	2687		twic865.pgn	A14
Giri,A	2687	2011.06.04	B54	Clock Simul Giri vs U20 AUT		2011.06.04			55	0-1	1	Vienna AUT		Schnegg,A	2019		twic865.pgn	B50
Giri,A	2687	2011.06.04	D02	Clock Simul Giri vs U20 AUT		2011.06.04			138	1-0	1	Vienna AUT		Platzgummer,F	2312		twic865.pgn	D02
Giri,A	2687	2011.06.04	B23	Clock Simul Giri vs U20 AUT		2011.06.04			135	0-1	1	Vienna AUT		Nolz,Tom	2188		twic865.pgn	B23
David,Alb	2593	2011.05.26	E11	TCh-FRA Top 12 2011		2011.05.26			47	1/2-1/2	1.1	Mulhouse FRA		Giri,A	2687	L'Echiquier Chalonnais	twic865.pgn	E11
Krasenkow,M	2619	2011.05.26	D52	TCh-FRA Top 12 2011		2011.05.26			80	1-0	1.2	Mulhouse FRA		Moiseenko,A1	2679	Lutece Echecs	twic865.pgn	D52
Sebag,M	2504	2011.05.26	D19	TCh-FRA Top 12 2011		2011.05.26			112	1-0	1.3	Mulhouse FRA		Van Wely,L	2675	L'Echiquier Chalonnais	twic865.pgn	D19
Edouard,R	2602	2011.05.26	C15	TCh-FRA Top 12 2011		2011.05.26			112	1-0	1.4	Mulhouse FRA		Solodovnichenko,Y	2574	Lutece Echecs	twic865.pgn	C15
