sfen	depth	ev	mate	nodes	best	pv
r3kb1r/5p2/p1bp1p2/2q1pP1p/1p2P2P/3B2N1/PPPQ2P1/1K1R3R b kq -	9	152	False	11059	a6a5	['a6a5', 'd2e2', 'e8e7', 'g3h5', 'a5a4', 'g2g4', 'a4a3', 'd3c4', 'a3b2', 'g4g5']
r3kb1r/5p2/p1bp1p2/2q1pP1p/1p2P2P/3B2N1/PPPQ2P1/1K1R3R b kq -	10	145	False	17981	a6a5	['a6a5', 'd2e2', 'e8e7', 'g3h5', 'a5a4', 'g2g4', 'h8h5', 'g4h5', 'f8h6', 'd3c4', 'a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	1	-143	False	45	a4a3	['a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	2	-143	False	108	a4a3	['a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	3	-143	False	158	a4a3	['a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	4	-143	False	206	a4a3	['a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	5	-165	False	255	a4a3	['a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	6	-243	False	307	a4a3	['a4a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	7	-190	False	487	a4a3	['a4a3', 'h5h6', 'g7g6']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	8	-194	False	1075	a4a3	['a4a3', 'h5h6', 'g7g6']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	9	-178	False	4909	a4a3	['a4a3', 'h5h6', 'g7g6', 'h6h7', 'g8h8', 'b2a3']
r5k1/1pq2pp1/2p1p3/3r2pP/p2P1bP1/2B4R/PPP1QP2/1K5R b - -	10	-65	False	8295	a4a3	['a4a3', 'h5h6', 'g7g6', 'h6h7', 'g8h8', 'b2a3', 'a8a3', 'c3b2']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	1	-102	False	38	g7g6	['g7g6']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	2	-431	False	73	h7h6	['h7h6']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	3	-431	False	106	h7h6	['h7h6']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	4	-431	False	140	h7h6	['h7h6']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	5	-531	False	176	h7h6	['h7h6']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	6	-127	False	1180	g7g6	['g7g6', 'f5h3', 'h7h6', 'g2g3', 'h6h5', 'd2f3']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	7	-84	False	4750	f8g6	['f8g6', 'f5h3', 'c6d7', 'h3d7', 'f6d7']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	8	-93	False	9864	h7h6	['h7h6', 'g2g3', 'g7g6', 'f5h3', 'f8h7', 'h3g2', 'h7g5', 'h2h4', 'g5e4']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	9	-113	False	13220	g7g6	['g7g6', 'f5h3', 'h7h6', 'd2f3', 'f6e4', 'f3e5']
3rrnk1/5ppp/pqb2n2/1p1p1B2/1PpP4/P1N1P3/2QN1PPP/R3R1K1 b - -	10	-125	False	20577	g7g6	['g7g6', 'f5h3', 'h7h5', 'g2g3', 'f8h7', 'h3g2', 'g6g5']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	1	-85	False	54	f6e4	['f6e4']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	2	-197	False	118	c8c6	['c8c6']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	3	-296	False	183	d6b8	['d6b8']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	4	-296	False	234	d6b8	['d6b8']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	5	-320	False	503	f6e4	['f6e4']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	6	-268	False	793	f6e4	['f6e4', 'f3e5', 'h5d1']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	7	-159	False	2689	f6e4	['f6e4', 'd1b1', 'h5f3', 'g2f3']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	8	-201	False	4626	c8c7	['c8c7', 'd3b5', 'd7c8', 'b5e2', 'f8e8']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	9	-193	False	7613	f6e4	['f6e4', 'g2g4', 'h5g4', 'h3g4', 'd7g4', 'g1f1', 'g4h3', 'f1e2']
2r2rk1/pp1q1pp1/3b1n1p/3p3b/3P4/1RPBBN1P/P4PP1/3QR1K1 b - -	10	-246	False	11332	f6e4	['f6e4', 'd1b1', 'h5f3', 'g2f3', 'd7h3']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	1	-73	False	51	a7b6	['a7b6', 'd5b6', 'c7b6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	2	-73	False	92	a7b6	['a7b6', 'd5b6', 'c7b6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	3	-73	False	161	a7b6	['a7b6', 'd5b6', 'c7b6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	4	-73	False	202	a7b6	['a7b6', 'd5b6', 'c7b6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	5	-73	False	315	a7b6	['a7b6', 'd5b6', 'c7b6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	6	-105	False	787	c7b6	['c7b6', 'e2e3', 'c8e6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	7	-67	False	1610	c7b6	['c7b6', 'a1c1', 'b6b5', 'e2e3', 'c8e6']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	8	-27	False	7125	a7b6	['a7b6', 'd5b6', 'c7b6', 'd2c4', 'c8e6', 'e2e3', 'd4b5', 'd1b3']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	9	-34	False	10261	a7b6	['a7b6', 'd5b6', 'c7b6', 'd2c4', 'f5f4', 'c4d6', 'f7e6', 'd6c8', 'a8c8']
r1b2r1k/bpp2qp1/1P1p3p/3Npp2/3n4/P2P2P1/3NPPBP/R2Q1RK1 b - -	10	-30	False	14201	a7b6	['a7b6', 'e2e3', 'd4c6', 'd5b6', 'c7b6', 'd2c4', 'f7c7', 'd1b3', 'a8a6', 'b3b5', 'c8e6']
7r/2PK4/p7/P7/5k2/8/8/8 b - -	11	2	False	8180	f4e4	['f4e4', 'c7c8q', 'h8c8', 'd7c8', 'e4d4', 'c8b7', 'd4c5', 'b7a6', 'c5c6', 'a6a7', 'c6c7', 'a5a6', 'c7c8', 'a7b6', 'c8b8']
7r/2PK4/p7/P7/5k2/8/8/8 b - -	12	3	False	10059	f4e4	['f4e4', 'c7c8q', 'h8c8', 'd7c8', 'e4d4', 'c8b7', 'd4c5', 'b7a6', 'c5c6', 'a6a7', 'c6c7', 'a5a6', 'c7c8', 'a7b6', 'c8b8', 'b6a5']
r2q1rk1/pp3ppp/2n2B2/2bp4/2P3b1/1P3N2/P2NBPPP/R2Q1RK1 b - -	11	59	False	26789	g7f6	['g7f6', 'c4d5', 'd8d5', 'f3h4', 'g4e6', 'd1c2', 'c5d4', 'a1d1', 'd5e5']
r2q1rk1/pp3ppp/2n2B2/2bp4/2P3b1/1P3N2/P2NBPPP/R2Q1RK1 b - -	12	75	False	43242	g7f6	['g7f6', 'f3h4', 'g4e6', 'c4d5', 'd8d5', 'e2f3', 'd5d4', 'f3c6', 'd4h4', 'c6b7', 'a8d8', 'd1c1', 'c5b6', 'd2f3', 'h4g4', 'c1h6', 'd8d7']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	11	-70	False	55542	f7f6	['f7f6', 'b2a3', 'd7a4', 'd5d6', 'e7d6', 'b1c1', 'a4b5', 'c1d1']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	12	-67	False	98973	f7f6	['f7f6', 'b2d4', 'd7a4', 'b1a1', 'g8f7', 'a2a3', 'a4a5', 'h2h4', 'a5d2', 'a1d1', 'd2d3', 'd1d3', 'c4d6', 'e4e5']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	11	-145	False	32620	g5g4	['g5g4', 'c3b2', 'g7g5', 'b2c3', 'g4h3', 'e3d4', 'b1h1', 'd2f2', 'h1c1', 'a2a3']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	12	-131	False	57666	g5g4	['g5g4', 'c3b2', 'g7g5', 'b2c3', 'g4h3', 'd2f2', 'b1d1', 'f2d2', 'd1c1', 'e3d4', 'c1f1', 'a2a3']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	11	-184	False	9338	c5d3	['c5d3', 'c1d1', 'b8d6']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	12	-207	False	14719	c5d3	['c5d3', 'c1d1', 'h8d8', 'e3e4', 'd5d7', 'd2f3', 'c6c5', 'b4c5', 'd3c5', 'd1d7', 'd8d7', 'a1e1']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	11	-16	False	29011	f6d7	['f6d7', 'f3d1', 'd7c5', 'g2g4', 'g8f8', 'g1g2', 'f7f6']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	12	-24	False	39402	f6d7	['f6d7', 'f3h5', 'd6b4', 'g1f1', 'g8f8', 'b2b3', 'a8e8']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	11	25	False	45719	c5e4	['c5e4', 'd5d4', 'd3d2', 'g1g2', 'c3a3', 'g3g4', 'h7h5', 'f1d2', 'e4d2', 'd4d2', 'a3e3', 'g4h5', 'g6h5', 'd2f2']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	12	18	False	50476	c5e4	['c5e4', 'g1g2', 'd3d2', 'g3g4', 'h7h5', 'g4h5', 'g6h5', 'f1d2']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	11	-60	False	27690	a5a3	['a5a3', 'c3a3', 'g7f8', 'c5f8', 'g8f8', 'g2g3', 'f4g6', 'f3h2', 'g4e6']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	12	-53	False	53015	a5a3	['a5a3', 'c3a3', 'g7f8', 'c5d6', 'f8d6', 'e5d6', 'd7d6', 'f3e5', 'g4e6', 'a3a6', 'd6a6', 'f1a6', 'g8d8', 'g2g3', 'f4h3', 'g1f1', 'd8d4']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	11	-186	False	13195	c7c3	['c7c3', 'g3h4', 'c3c1', 'a1c1', 'c8c1', 'g1h2', 'c1c7', 'g2g4', 'f5c2']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	12	-233	False	14887	c7c3	['c7c3', 'g3h4', 'c3c1', 'a1c1', 'c8c1', 'g1h2', 'c1c7', 'g2g4', 'f5c2']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	11	-81	False	28484	d5c5	['d5c5', 'd8d2', 'c2c1', 'e5b2', 'c1e1', 'e3f2', 'e1b1', 'b2c3', 'b1f1', 'f2e3']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	12	-105	False	42987	d5c5	['d5c5', 'd8d2', 'c2c1', 'e5g7', 'c5c6', 'e3f2', 'c1b1', 'f2g2', 'b1f1']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	11	-97	False	35858	e5f4	['e5f4', 'd2b3', 'g8g4', 'a2a3', 'h7h5', 'b3d4', 'c7c5', 'b2b4', 'c5g5']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	12	-114	False	47420	e5f4	['e5f4', 'd2b3', 'g8g4', 'a2a3', 'h7h5', 'b3d4', 'c7c5', 'b2b4', 'c5g5']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	11	-77	False	39214	b8c6	['b8c6', 'g1f3', 'd7d6', 'f1b5', 'c8d7', 'e1g1', 'e7e6', 'c1f4', 'e6e5', 'f4g5', 'f8e7', 'g5e7']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	12	-64	False	64652	b8c6	['b8c6', 'g1f3', 'e7e6', 'f1c4', 'a7a6', 'c4b3', 'b7b5', 'e1g1', 'c6a5']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	11	-117	False	37786	e7c8	['e7c8', 'g2g4', 'c8b6', 'g4g5', 'b6a4', 'e2e3']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	12	-127	False	53678	e7c8	['e7c8', 'f3e1', 'c8b6', 'c3d2', 'b6c4', 'd2c3', 'f8e7', 'g2g3']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	11	-164	False	9933	d6d5	['d6d5', 'e4d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	12	-124	False	18615	d6d5	['d6d5', 'e4d5', 'e6d5', 'e3f5', 'e7f8', 'e2e5', 'd8e8', 'e5g3', 'd5e6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	11	-173	False	16440	f8d6	['f8d6', 'g2g3', 'a7a6', 'b2b4', 'g8f6', 'b4c5', 'd6c5', 'b1d2', 'e5h5', 'd2b3', 'c5b6', 'b3d4', 'f6e4', 'c1f4', 'g7g5', 'f4e3']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	12	-146	False	34180	a7a6	['a7a6', 'c1f4', 'e5f5', 'f1e1', 'g8f6', 'b1d2', 'f8d6', 'f4d6', 'd8d6']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	11	46	False	21659	a6c4	['a6c4', 'd3c4', 'd5c4', 'd4d5', 'e6d5', 'd1d5', 'b8a6', 'e1g1', 'a6c7', 'd5c4', 'e8g8']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	12	119	False	40796	d7f8	['d7f8', 'c1e3', 'a6c4', 'd3c4', 'd5c4', 'd1a4', 'd8d7', 'a4c4', 'f8g6', 'a1d1']
8/4kppp/8/p1p5/2P1n1P1/3N3P/P3K1P1/8 b - -	11	-27	False	14259	e4c3	['e4c3', 'e2e3', 'c3a2', 'd3c5', 'a2b4', 'e3e4', 'g7g6', 'g4g5', 'f7f6', 'g5f6', 'e7f6', 'g2g3']
8/4kppp/8/p1p5/2P1n1P1/3N3P/P3K1P1/8 b - -	12	-33	False	20660	e4c3	['e4c3', 'e2e3', 'c3a2', 'd3c5', 'a2b4', 'e3e4', 'g7g6', 'e4d4', 'b4c2', 'd4e4', 'f7f6', 'g2g3', 'c2b4', 'e4d4']
5bk1/1p3ppp/1qp5/3nP3/2p5/P1NnPBP1/1P1B1P1P/RR4K1 b - -	11	10	False	53836	d3e5	['d3e5', 'f3g2', 'd5c7', 'c3e2', 'e5d3', 'a3a4', 'f8b4', 'a4a5', 'b6c5', 'd2c3', 'h7h5', 'e2f4', 'b4c3']
5bk1/1p3ppp/1qp5/3nP3/2p5/P1NnPBP1/1P1B1P1P/RR4K1 b - -	12	8	False	62880	d3e5	['d3e5', 'f3g2', 'd5c7', 'c3e2', 'e5d3', 'e2c1', 'd3c5', 'a3a4', 'c7d5', 'a4a5', 'b6b5']
8/1k6/p2b1p2/1p1r3p/1P1p4/3P1NP1/1R2PK1P/8 b - -	11	-41	False	12780	f6f5	['f6f5', 'e2e4', 'd4e3', 'f2e3', 'a6a5', 'b4a5', 'b7a6', 'b2b1']
8/1k6/p2b1p2/1p1r3p/1P1p4/3P1NP1/1R2PK1P/8 b - -	12	-32	False	42344	d6c7	['d6c7', 'f2e1', 'f6f5', 'e1d1', 'f5f4', 'g3f4', 'c7f4', 'b2b1', 'f4e3']
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq -	11	56	False	40760	f8g7	['f8g7', 'e1g1', 'e8g8', 'a2a4', 'c8f5', 'd1b3', 'd8b6']
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq -	12	44	False	69076	f8g7	['f8g7', 'e1g1', 'e8g8', 'a2a4', 'a7a5', 'f3e5', 'd5c4', 'b1a3', 'c8e6', 'a3c4', 'f6d7', 'e5d7', 'b8d7']
r2q1rk1/p4ppb/4p2p/1p1pQ3/3P3P/2P2PPB/PP6/3R1RK1 b - -	11	-105	False	30760	a7a5	['a7a5', 'd1d2', 'b5b4', 'f1c1', 'a8c8', 'h3f1', 'b4c3', 'c1c3', 'c8c3', 'b2c3', 'd8b6']
r2q1rk1/p4ppb/4p2p/1p1pQ3/3P3P/2P2PPB/PP6/3R1RK1 b - -	12	-142	False	37100	b5b4	['b5b4', 'c3b4', 'd8b6', 'e5e3', 'b6b4', 'f1f2', 'f8b8']
4k2r/r5pp/p1n1pq2/1p1p4/1bpP3P/P1N2NP1/1PQ1PP2/R4RK1 b k -	11	-257	False	27316	b4d6	['b4d6', 'g1g2', 'a7f7', 'c2d1', 'h7h6', 'e2e3', 'e8g8', 'f3h2', 'c6e7']
4k2r/r5pp/p1n1pq2/1p1p4/1bpP3P/P1N2NP1/1PQ1PP2/R4RK1 b k -	12	-247	False	30994	b4d6	['b4d6', 'g1g2', 'a7f7', 'c2d1', 'h7h6', 'e2e3', 'e8g8', 'f3h2', 'c6e7', 'e3e4', 'f6g6', 'h4h5']
r2r2k1/pp1n1pbp/n1p3p1/2P1P1N1/R3pB2/1P4P1/1P2PPBP/R5K1 b - -	11	-104	False	14145	d7c5	['d7c5', 'a4a3', 'd8d4', 'f4e3', 'd4b4', 'e3d2', 'b4b3', 'g5e4', 'g7e5']
r2r2k1/pp1n1pbp/n1p3p1/2P1P1N1/R3pB2/1P4P1/1P2PPBP/R5K1 b - -	12	-119	False	31985	d7c5	['d7c5', 'a4a3', 'd8d4', 'f4e3', 'd4b4', 'e3d2', 'b4b3', 'd2c3', 'b3a3', 'a1a3', 'a8d8', 'g2e4', 'h7h6']
r2qk2r/pp2nppp/2n1p3/2bpP3/5B2/3B1Q2/PPP2PPP/RN2R1K1 b kq -	11	-106	False	17168	d8b6	['d8b6', 'b1d2', 'e7g6', 'f4g3', 'b6b2', 'd2b3', 'c5b6']
r2qk2r/pp2nppp/2n1p3/2bpP3/5B2/3B1Q2/PPP2PPP/RN2R1K1 b kq -	12	-41	False	45368	e7g6	['e7g6', 'c2c3', 'd8c7', 'd3g6', 'f7g6', 'f4e3', 'c5e3', 'f3e3']
r4rk1/4bppp/p1p1p3/8/1pP2B2/3R2P1/PP3P1P/3R2K1 b - -	11	-75	False	44456	a6a5	['a6a5', 'f4d6', 'e7d6', 'd3d6', 'f8c8', 'd6d7', 'g7g5', 'h2h4', 'g5g4']
r4rk1/4bppp/p1p1p3/8/1pP2B2/3R2P1/PP3P1P/3R2K1 b - -	12	-51	False	66195	a6a5	['a6a5', 'f4d6', 'e7d6', 'd3d6', 'f8c8', 'd6d7', 'a5a4', 'd1d6', 'c6c5', 'b2b3', 'a4b3', 'a2b3', 'g8f8', 'g1g2']
5rk1/1q1rbpp1/p4np1/1p2p3/4P3/5Q1P/PPBBNPP1/1R2R1K1 b - -	11	-210	False	13854	d7d2	['d7d2', 'e1c1', 'f8d8', 'e2c3', 'e7c5', 'c1d1', 'b5b4', 'c3a4']
5rk1/1q1rbpp1/p4np1/1p2p3/4P3/5Q1P/PPBBNPP1/1R2R1K1 b - -	12	-196	False	25220	d7d2	['d7d2', 'c2b3', 'b7e4', 'f3e4', 'f6e4', 'e2c3', 'e4f2', 'e1e5', 'e7d8', 'e5d5', 'f2d3', 'c3e4']
1r3rk1/p3ppbp/2pqb1p1/4N1P1/2PPQ2P/2B5/P3PP2/K2R3R b - -	11	-188	False	11263	d6a3	['d6a3', 'd1c1', 'c6c5', 'd4c5', 'b8b3', 'e4d4', 'e6c4', 'd4c4', 'b3c3', 'c4c3', 'a3c3', 'c1c3', 'g7e5']
1r3rk1/p3ppbp/2pqb1p1/4N1P1/2PPQ2P/2B5/P3PP2/K2R3R b - -	12	-173	False	30360	d6a3	['d6a3', 'd1c1', 'e6f5', 'e4e3', 'b8b6', 'e3d2', 'f8b8', 'f2f3', 'g7e5', 'd4e5']
3r1rk1/1bq1ppbp/1pn3p1/p1pn4/P1N5/3P1NP1/1P1BPPBP/1RQ2RK1 b - -	11	-170	False	24616	e7e5	['e7e5', 'd2h6', 'g7h6', 'c1h6', 'f7f6', 'b2b3', 'c6b4']
3r1rk1/1bq1ppbp/1pn3p1/p1pn4/P1N5/3P1NP1/1P1BPPBP/1RQ2RK1 b - -	12	-185	False	42928	e7e5	['e7e5', 'd2h6', 'b7a6', 'b2b3', 'f7f6', 'h6g7', 'g8g7', 'f1d1', 'f6f5']
4r1k1/pp1b1pp1/1b6/3p1q1p/5N1P/1PPQ1PP1/P1N3K1/3R4 b - -	11	38	False	41915	b6c7	['b6c7', 'd3f5', 'd7f5', 'c2d4', 'c7f4', 'g3f4', 'f5d7', 'g2f2', 'e8c8']
4r1k1/pp1b1pp1/1b6/3p1q1p/5N1P/1PPQ1PP1/P1N3K1/3R4 b - -	12	38	False	60727	f5d3	['f5d3', 'd1d3', 'd7f5', 'd3d2', 'f5c2', 'd2c2', 'e8e5', 'c2d2', 'b6e3', 'd2d5', 'e3f4', 'd5d8', 'g8h7', 'g3f4', 'e5e2', 'g2g3', 'e2a2']
3q2k1/1p3p2/2p1n1p1/2P1p1B1/1P2P2p/5P1P/2Q1N1P1/6K1 b - -	11	-59	False	36347	e6g5	['e6g5', 'c2c3', 'd8d1', 'g1f2', 'f7f6', 'c3a3', 'g8g7', 'a3a7', 'd1d7', 'f2e3']
3q2k1/1p3p2/2p1n1p1/2P1p1B1/1P2P2p/5P1P/2Q1N1P1/6K1 b - -	12	-66	False	48161	e6g5	['e6g5', 'c2c3', 'f7f6', 'g1f2', 'g5e6', 'f2e3', 'd8d1', 'c3d3', 'd1d3', 'e3d3', 'g8f7']
r1b1kbnr/pp1ppppp/8/1qpN4/8/5N2/1P1P1PPP/R1BQ1RK1 b kq -	11	-297	False	5901	b5c6	['b5c6', 'd5c3', 'd7d6', 'd2d4', 'c8g4', 'd4c5', 'g4f3', 'g2f3', 'd6c5']
r1b1kbnr/pp1ppppp/8/1qpN4/8/5N2/1P1P1PPP/R1BQ1RK1 b kq -	12	-222	False	17688	b5c6	['b5c6', 'd5c3', 'd7d6', 'd2d4', 'c8g4', 'd4c5', 'd6c5', 'f3e5', 'g4d1', 'e5c6', 'd1e2', 'f1e1', 'b7c6', 'e1e2']
4r3/6k1/1p1pB2p/p2P4/P1P2KPP/1P6/8/8 b - -	11	-69	False	21521	g7f6	['g7f6', 'f4e4', 'f6g6', 'e4f4', 'h6h5', 'g4h5', 'g6h6', 'e6d7', 'e8f8', 'f4g4']
4r3/6k1/1p1pB2p/p2P4/P1P2KPP/1P6/8/8 b - -	12	-57	False	29178	g7f6	['g7f6', 'f4e4', 'h6h5', 'g4h5', 'e8h8', 'e6g4', 'h8h7', 'e4f4', 'h7e7', 'g4e6', 'e7g7', 'h5h6', 'g7h7', 'f4g4']
8/8/1p6/2p2p2/1k2qQ2/1P4PK/P6P/8 b - -	11	-295	False	3250	e4f4	['e4f4', 'g3f4', 'b6b5', 'h3g2', 'c5c4', 'b3c4', 'b5c4']
8/8/1p6/2p2p2/1k2qQ2/1P4PK/P6P/8 b - -	12	-295	False	4099	e4f4	['e4f4', 'g3f4', 'b6b5', 'h3g2', 'c5c4', 'b3c4', 'b5c4', 'h2h4']
8/1r2k2p/R3bp2/8/4PKPP/5P2/8/8 b - -	11	-16	False	74375	e6c4	['e6c4', 'a6a4', 'c4b5', 'a4a3', 'e7f7', 'e4e5', 'f6e5', 'f4e5', 'b7e7', 'e5f4', 'b5c4']
8/1r2k2p/R3bp2/8/4PKPP/5P2/8/8 b - -	12	-17	False	91217	e6c4	['e6c4', 'a6a4', 'c4e2', 'a4a2', 'e2d1', 'a2a1', 'b7d7', 'f4e3', 'h7h6']
r1b2r1k/4q1p1/p1pb1n2/1p2n1N1/7P/2NBP3/PPQB1P2/R3K1R1 b Q -	11	-8	False	30582	b5b4	['b5b4', 'c3e2', 'f6g4', 'f2f4', 'e5d3', 'c2d3', 'c8f5', 'e3e4', 'd6c5', 'e1c1', 'c5g1']
r1b2r1k/4q1p1/p1pb1n2/1p2n1N1/7P/2NBP3/PPQB1P2/R3K1R1 b Q -	12	75	False	86999	f6g4	['f6g4', 'f2f4', 'f8f4', 'd3e2', 'c8f5', 'e3e4', 'e7a7', 'e1c1', 'g4e3', 'd2e3', 'a7e3', 'c1b1', 'f5g6']
