sfen	depth	ev	mate	nodes	best	pv
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	1	82	False	43	f1d3	['f1d3']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	2	108	False	129	b1c3	['b1c3']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	3	127	False	177	f1d3	['f1d3']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	4	127	False	219	f1d3	['f1d3']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	5	138	False	261	f1d3	['f1d3']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	6	138	False	303	f1d3	['f1d3', 'a7a6']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	7	182	False	826	b1d2	['b1d2', 'a7a6', 'f1d3']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	8	141	False	1839	b1c3	['b1c3', 'e7e6', 'g1f3', 'g8f6', 'f1d3', 'f8b4', 'e1g1']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	9	127	False	9364	b1c3	['b1c3', 'e7e6', 'f1d3', 'b8c6', 'g1e2', 'f8b4']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	10	140	False	18868	f1d3	['f1d3', 'g8f6', 'd1e2', 'a7a6', 'g1f3']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	1	114	False	20	e3e4	['e3e4', 'd5e4', 'g3e4']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	2	117	False	46	c2b1	['c2b1']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	3	411	False	70	b2b3	['b2b3', 'c4b3', 'c2b3']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	4	163	False	188	b2b3	['b2b3', 'e7d6', 'b3c4', 'd5c4']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	5	106	False	649	e3e4	['e3e4', 'd5e4', 'b2b3', 'f7f5', 'g4f5', 'e6f5']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	6	96	False	1045	b2b3	['b2b3', 'e7d6', 'b3c4', 'd6g3', 'f2g3', 'd5c4', 'e3e4']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	7	99	False	1618	e3e4	['e3e4', 'e7d6', 'g3h5', 'd5e4', 'h5f6']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	8	107	False	2009	e3e4	['e3e4', 'e7d6', 'e4e5', 'd6e7', 'b2b3']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	9	132	False	3079	e3e4	['e3e4', 'e7d6', 'e4e5', 'd6c7', 'b2b3']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	10	64	False	12666	e3e4	['e3e4', 'd5e4', 'b2b3', 'c4b3', 'c2b3', 'a8b7', 'g3e4', 'f7f5', 'g4f5', 'e6f5', 'e4g3']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	1	36	False	24	e2d1	['e2d1']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	2	36	False	48	e2d1	['e2d1']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	3	36	False	72	e2d1	['e2d1']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	4	36	False	96	e2d1	['e2d1']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	5	128	False	122	e2d1	['e2d1']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	6	-680	False	376	c3e5	['c3e5', 'c7e5', 'e2d1', 'a7a6']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	7	15	False	592	e2d1	['e2d1', 'c7b8', 'd1e1']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	8	24	False	723	e2d1	['e2d1', 'c7b8', 'd1e1', 'b8c7']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	9	58	False	1088	e2d1	['e2d1', 'c7b8', 'd1e1', 'b8c7', 'e1e2']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	10	71	False	2996	e2d1	['e2d1', 'a7a6', 'd1e1', 'e7c5']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	1	86	False	34	e1g1	['e1g1']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	2	152	False	72	b2b3	['b2b3']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	3	152	False	111	b2b3	['b2b3']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	4	152	False	145	b2b3	['b2b3']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	5	182	False	180	b2b3	['b2b3']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	6	1144	False	909	d1d3	['d1d3', 'e6f5']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	7	125	False	1603	d1d3	['d1d3', 'd7b6', 'e1g1']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	8	90	False	5377	e1g1	['e1g1', 'e6f5', 'c3e2', 'e7e6', 'e2g3']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	9	150	False	7542	e1g1	['e1g1', 'e6f5', 'c3e2', 'e7e6', 'c2c4']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	10	99	False	18285	e1g1	['e1g1', 'e6c4', 'f3e5', 'd7e5', 'd4e5', 'f6d7', 'f2f4', 'e8c8', 'e3a7', 'e7e6']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	1	46	False	6	d1e3	['d1e3']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	2	130	False	20	e1f1	['e1f1']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	3	130	False	31	e1f1	['e1f1']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	4	130	False	38	e1f1	['e1f1']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	5	130	False	57	e1f1	['e1f1', 'd6d5']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	6	17	False	644	d1e3	['d1e3', 'e5a1', 'e3d1', 'a1e5', 'd3e2', 'e8d7']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	7	164	False	1203	e1f1	['e1f1', 'e8g8', 'f1g2']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	8	29	False	2372	e1f1	['e1f1', 'e5f4', 'd2e2']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	9	294	False	2656	e1f1	['e1f1', 'e5f4', 'd2c3']
r3k2r/1p6/p2pp2p/4q1p1/8/3B1P1P/P2Q1P2/3NK2R w Kkq -	10	205	False	8681	e1f1	['e1f1', 'h8f8', 'd3g6', 'e8d7', 'f1g2', 'f8f4', 'h1e1', 'f4d4', 'd2c3']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	1	38	False	51	d4c6	['d4c6', 'b7c6']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	2	59	False	143	b1c3	['b1c3']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	3	201	False	221	d4b5	['d4b5', 'd8a5', 'b1d2']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	4	129	False	423	b1c3	['b1c3', 'f8b4', 'd4b5']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	5	129	False	475	b1c3	['b1c3', 'f8b4', 'd4b5']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	6	107	False	1253	d4b5	['d4b5', 'g8f6', 'b1c3', 'd7d6', 'c1f4']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	7	107	False	1893	d4b5	['d4b5', 'a7a6', 'b5d6', 'f8d6', 'd1d6']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	8	107	False	2362	d4b5	['d4b5', 'a7a6', 'b5d6', 'f8d6', 'd1d6']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	9	127	False	3052	d4b5	['d4b5', 'a7a6', 'b5d6', 'f8d6', 'd1d6']
r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	10	97	False	23676	b1c3	['b1c3', 'g8f6', 'd4c6', 'd7c6', 'd1d8', 'e8d8', 'e4e5']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	1	96	False	51	b2b4	['b2b4']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	2	207	False	111	h2h3	['h2h3']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	3	207	False	172	h2h3	['h2h3']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	4	207	False	215	h2h3	['h2h3']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	5	228	False	261	h2h3	['h2h3']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	6	228	False	316	h2h3	['h2h3', 'g7g6']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	7	220	False	612	b2b4	['b2b4', 'h7h6', 'a2a3']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	8	107	False	4695	b2b4	['b2b4', 'e8g8', 'a2a3']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	9	120	False	16817	c3d5	['c3d5', 'e6d5', 'c4d5', 'c7d8', 'd4c6', 'b7c6', 'd5c6']
2r1k2r/1bqnbppp/pp1ppn2/8/2PNP3/2N1BP2/PP1QB1PP/2R2RK1 w k -	10	77	False	33667	b2b4	['b2b4', 'e8g8', 'g1h1', 'h7h6', 'a2a3', 'c7b8', 'c3a4', 'f8d8', 'e3f2', 'b7a8', 'b4b5']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	1	124	False	53	e2d4	['e2d4']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	2	124	False	112	e2d4	['e2d4']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	3	124	False	163	e2d4	['e2d4']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	4	124	False	209	e2d4	['e2d4']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	5	259	False	257	e2d4	['e2d4']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	6	359	False	310	e2d4	['e2d4']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	7	110	False	590	e2d4	['e2d4', 'b5b4', 'd4c2']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	8	243	False	898	e2d4	['e2d4', 'b5b4', 'e3c2']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	9	331	False	1478	e2d4	['e2d4', 'b5b4', 'e3c2']
2kr1r2/1b1p4/1qn1pp2/1pb1n1p1/4P1Pp/1PP1N2P/1B1QNPB1/R4RK1 w - -	10	287	False	7336	e2d4	['e2d4', 'c8c7', 'b3b4', 'c5d6', 'd2e2', 'c6d4', 'c3d4', 'e5g6', 'f1c1', 'c7b8']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	1	113	False	72	f5h3	['f5h3']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	2	210	False	145	f5e6	['f5e6']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	3	226	False	219	f5h3	['f5h3']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	4	292	False	289	f5e6	['f5e6']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	5	399	False	362	f5h3	['f5h3']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	6	463	False	425	f5h3	['f5h3', 'a7a5']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	7	315	False	1077	f5h3	['f5h3', 'g6e8', 'h3f5']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	8	114	False	4454	f5e6	['f5e6', 'g6e8', 'e6h3', 'e7d6', 'd1g1']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	9	142	False	10911	f5e6	['f5e6', 'g6e8', 'e6h3', 'e7d6', 'e2e3', 'a7a5', 'd1g1']
1r1q2rk/p3b2p/5nb1/4NQ2/3P1P2/1P3B2/P3P2P/2RR3K w - -	10	138	False	16221	f5e6	['f5e6', 'd8d6', 'c1c6', 'd6e6', 'c6e6', 'b8e8', 'e6c6']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	1	58	False	46	e1e3	['e1e3']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	2	104	False	89	d3e3	['d3e3']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	3	104	False	134	d3e3	['d3e3']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	4	104	False	177	d3e3	['d3e3']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	5	104	False	220	d3e3	['d3e3', 'a6a5']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	6	70	False	388	f2e3	['f2e3', 'a6a5']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	7	20	False	2184	d3e3	['d3e3', 'f8g8', 'e1e2', 'd6a3']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	8	-7	False	5785	d3e3	['d3e3', 'f8g8', 'e1e2', 'a8c8', 'e3d2']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	9	-1	False	7109	d3e3	['d3e3', 'a8e8', 'e3c1', 'e8e1', 'c1e1', 'f8g8', 'h2h4', 'd6a3']
r4k2/1p3ppp/p1nq1n2/3p4/3P4/1PBQrB2/P4PPP/4R1K1 w - -	10	77	False	13433	e1e3	['e1e3', 'f8g8', 'g2g3']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	1	39	False	43	d1a4	['d1a4', 'c7c6']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	2	39	False	165	d1a4	['d1a4', 'c7c6']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	3	20	False	354	b1c3	['b1c3', 'c7c6', 'c4d5']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	4	20	False	472	b1c3	['b1c3', 'c7c6', 'c4d5']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	5	28	False	635	c4d5	['c4d5', 'e6d5', 'b1c3']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	6	50	False	782	c4d5	['c4d5', 'e6d5', 'b1c3']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	7	83	False	1286	b1c3	['b1c3', 'd5c4', 'd1a4', 'c8d7']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	8	97	False	1887	b1c3	['b1c3', 'b8d7', 'f1g2', 'd5c4']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	9	121	False	7068	f1g2	['f1g2', 'c7c5', 'd4c5', 'e8g8', 'e1g1']
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	10	96	False	23931	f1g2	['f1g2', 'h7h6', 'e1g1', 'e8g8', 'd1c2', 'c7c5', 'd4c5', 'b8c6']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	1	92	False	10	b1d2	['b1d2']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	2	124	False	50	b1c3	['b1c3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	3	124	False	101	b1c3	['b1c3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	4	124	False	112	b1c3	['b1c3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	5	139	False	167	b1c3	['b1c3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	6	139	False	382	b1c3	['b1c3', 'a5a6']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	7	65	False	3483	b1d2	['b1d2', 'a5a6', 'd3a6', 'b8a6', 'e5e6', 'g8h6', 'd2f3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	8	56	False	5035	c1d2	['c1d2', 'a5a6', 'd3a6', 'b8a6', 'e5e6', 'g8h6', 'g1f3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	9	38	False	9769	c1d2	['c1d2', 'a5a6', 'd3a6', 'b8a6', 'g1f3', 'e7e6', 'b1c3']
rn2kbnr/pp2ppp1/2p5/q2pP2p/3P3P/3Q4/PPP2PP1/RNB1K1NR w KQkq -	10	43	False	24022	b1c3	['b1c3', 'e7e6', 'g1f3', 'a5a6', 'd3d1', 'f8b4', 'c1d2', 'c6c5', 'c3e2', 'b4d2', 'd1d2']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	1	69	False	55	c4a5	['c4a5']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	2	69	False	122	c4a5	['c4a5']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	3	69	False	242	c4a5	['c4a5']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	4	69	False	324	c4a5	['c4a5']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	5	656	False	354	c4a5	['c4a5']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	6	109	False	616	e2f3	['e2f3', 'g6f7', 'e3e4']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	7	128	False	1504	c4a5	['c4a5', 'e7g7', 'a5c6', 'h5h4']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	8	105	False	2121	c4a5	['c4a5', 'h5h4', 'a5c6', 'e7g7', 'e2f2', 'h4h3']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	9	74	False	13878	e2f3	['e2f3', 'e7h7', 'b7a7', 'c7d8', 'a7h7', 'g6h7', 'c4d6']
8/1Rb1r3/5pk1/p6p/P1N2P2/4P3/4K3/8 w - -	10	125	False	18367	c4a5	['c4a5', 'h5h4', 'a5c6', 'e7g7', 'e2f2', 'h4h3', 'c6d4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	1	42	False	52	g5f4	['g5f4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	2	58	False	130	g5h4	['g5h4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	3	70	False	190	g5f4	['g5f4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	4	81	False	255	g5h4	['g5h4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	5	107	False	319	g5h4	['g5h4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	6	93	False	1182	g5f4	['g5f4', 'f6h5', 'e1g1', 'h5f4', 'e3f4']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	7	74	False	3279	g5f4	['g5f4', 'h6h5', 'e1g1', 'e8g8']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	8	82	False	5475	g5f4	['g5f4', 'h6h5', 'h2h3', 'b8d7', 'e1g1', 'a7a5', 'f3e5', 'd7e5', 'd4e5']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	9	65	False	12015	g5f4	['g5f4', 'b8d7', 'h2h3', 'f6h5', 'e1g1', 'h5g7']
rn1qk2r/pp2bp2/2p2npp/3p2B1/3P4/2NQPN2/PP3PPP/R3K2R w KQkq -	10	71	False	15815	g5f4	['g5f4', 'b8d7', 'd3c2', 'f6h5', 'e1g1', 'h5f4', 'e3f4']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	1	52	False	27	a2a3	['a2a3']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	2	57	False	88	d1c2	['d1c2']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	3	120	False	142	g1f3	['g1f3', 'b4c3', 'b2c3']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	4	110	False	205	d1c2	['d1c2']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	5	139	False	239	d1c2	['d1c2']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	6	139	False	312	d1c2	['d1c2', 'b4c3', 'b2c3']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	7	83	False	1728	g1f3	['g1f3', 'e8g8', 'd1c2']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	8	39	False	5111	g1f3	['g1f3', 'c7c5', 'g2g3', 'c5d4', 'f3d4', 'b4c3', 'b2c3']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	9	43	False	10764	e2e3	['e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1e2', 'f8e8', 'e1g1', 'd5c4']
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq -	10	49	False	24239	g1f3	['g1f3', 'c7c5', 'g2g3', 'd7d5', 'c4d5', 'f6d5']
1r1r2k1/p3qp2/np2pbpp/2p5/P1RP1N2/1P2P1P1/2Q2P1P/2R1B1K1 w - -	1	37	False	59	d4c5	['d4c5', 'a6c5']
1r1r2k1/p3qp2/np2pbpp/2p5/P1RP1N2/1P2P1P1/2Q2P1P/2R1B1K1 w - -	2	39	False	147	e1c3	['e1c3']
1r1r2k1/p3qp2/np2pbpp/2p5/P1RP1N2/1P2P1P1/2Q2P1P/2R1B1K1 w - -	3	80	False	268	c1d1	['c1d1', 'c5d4', 'e3d4']
1r1r2k1/p3qp2/np2pbpp/2p5/P1RP1N2/1P2P1P1/2Q2P1P/2R1B1K1 w - -	4	63	False	419	c1d1	['c1d1', 'e6e5', 'd4e5']
