sfen	depth	ev	mate	nodes	best	pv
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	12	143	False	20005	d4d5	['d4d5', 'd7d6', 'b1c3', 'g7g6', 'e2e4', 'f8g7', 'g1f3', 'e7e6', 'f1d3', 'e6d5', 'c4d5']
r1b2rk1/1p1nbppp/p1pq1n2/3pp3/1PP5/P1N1PN2/1BQPBPPP/R3K2R w KQ -	11	50	False	34318	e1g1	['e1g1', 'f8e8', 'c4c5', 'd6b8', 'c3a4', 'e7d8', 'f3h4', 'd7f8', 'h4f5', 'c8f5', 'c2f5']
r1b2rk1/1p1nbppp/p1pq1n2/3pp3/1PP5/P1N1PN2/1BQPBPPP/R3K2R w KQ -	12	57	False	73541	d2d3	['d2d3', 'f8e8', 'e1g1', 'e7d8', 'f1c1', 'd7f8', 'h2h3', 'c8d7']
1rq1nrk1/4b1pp/p2pp3/P1p5/1p2P3/3Q1N2/1PP2PPP/R1B1R1K1 w - -	11	40	False	45897	h2h4	['h2h4', 'c5c4', 'd3e2', 'e6e5', 'c1g5', 'e7g5', 'h4g5', 'c8c5', 'f3d2', 'c4c3', 'b2c3', 'c5c3']
1rq1nrk1/4b1pp/p2pp3/P1p5/1p2P3/3Q1N2/1PP2PPP/R1B1R1K1 w - -	12	62	False	72464	c1d2	['c1d2', 'f8f7', 'c2c3', 'b4c3', 'd2c3']
r2qk2r/pp1nbpp1/2p4p/3p4/3P4/2NBPPn1/PPQ2P1P/R3K2R w KQkq -	11	117	False	44679	h2g3	['h2g3', 'g7g6', 'c3e2', 'd8c7', 'e1f1', 'h6h5', 'a2a4', 'e8f8', 'a4a5', 'h5h4']
r2qk2r/pp1nbpp1/2p4p/3p4/3P4/2NBPPn1/PPQ2P1P/R3K2R w KQkq -	12	134	False	50885	h2g3	['h2g3', 'g7g6', 'c3e2', 'd8c7', 'e1f1', 'h6h5', 'f1g2', 'h5h4']
5k2/8/3q1r1p/2pPpBn1/1p2Pp1R/rP1P1P2/1Q4K1/6R1 w - -	11	0	False	48231	f5g4	['f5g4', 'f6g6', 'g2h1', 'g5f7', 'h4h2', 'f8g7', 'g1c1', 'd6e7', 'h2g2', 'e7h4', 'g2h2']
5k2/8/3q1r1p/2pPpBn1/1p2Pp1R/rP1P1P2/1Q4K1/6R1 w - -	12	0	False	56722	f5g4	['f5g4', 'f6g6', 'g2h1', 'g5f7', 'h4h2', 'f8g7', 'g1c1', 'd6e7', 'h2g2', 'e7h4', 'g2h2']
r1b2rk1/ppq2pbp/2pp1np1/2n1p3/2P5/1PNP1NP1/PBQ1PPBP/R4RK1 w - -	11	96	False	14881	b3b4	['b3b4', 'c5e6', 'a2a4', 'e6d4', 'f3d4', 'e5d4', 'c3b1', 'a7a5', 'b4b5', 'c6c5', 'b1d2']
r1b2rk1/ppq2pbp/2pp1np1/2n1p3/2P5/1PNP1NP1/PBQ1PPBP/R4RK1 w - -	12	93	False	24216	b3b4	['b3b4', 'c5e6', 'a2a4', 'd6d5', 'c4d5', 'c6d5', 'f1c1', 'd5d4', 'c3b5', 'c7c2', 'c1c2', 'f6d5']
r4rk1/pppbq1b1/n2p3p/3Pp1pP/2P1N1P1/4B3/PP2BP2/R2QK2R w KQ -	11	165	False	15014	d1b1	['d1b1', 'c7c6', 'b1d3', 'b7b6', 'e1c1', 'a6b4', 'd3b3', 'b4a6']
r4rk1/pppbq1b1/n2p3p/3Pp1pP/2P1N1P1/4B3/PP2BP2/R2QK2R w KQ -	12	172	False	37748	a2a3	['a2a3', 'b7b6', 'b2b4', 'c7c5', 'd1b3', 'a6c7', 'b4c5', 'b6c5', 'b3b7', 'e7d8']
8/p5R1/3k2p1/P1b4p/5P1P/6r1/3BK3/8 w - -	11	63	False	20020	f4f5	['f4f5', 'd6e5', 'g7g6', 'g3g4', 'g6g4', 'h5g4', 'h4h5', 'e5f5', 'a5a6', 'c5f8', 'e2f2']
8/p5R1/3k2p1/P1b4p/5P1P/6r1/3BK3/8 w - -	12	25	False	60453	f4f5	['f4f5', 'd6d5', 'g7g6', 'g3h3', 'f5f6', 'h3h2', 'e2d3', 'h2h3', 'd3c2', 'h3f3', 'g6g5', 'd5c4', 'g5h5', 'f3f6', 'h5h8', 'f6f2', 'h8e8']
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	11	64	False	31774	e4e5	['e4e5', 'c8f5', 'g1f3', 'e7e6', 'f1e2', 'c6c5', 'e1g1', 'b8c6']
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	12	67	False	44058	e4e5	['e4e5', 'c8f5', 'g1f3', 'e7e6', 'f1e2', 'c6c5', 'e1g1', 'b8c6', 'c1e3', 'd8b6']
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	11	144	False	15798	e4e5	['e4e5', 'c7c5', 'a2a3', 'b4c3', 'b2c3', 'g8e7', 'd1g4', 'e8f8', 'f1d3']
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -	12	100	False	43846	e4e5	['e4e5', 'c7c5', 'a2a3', 'b4c3', 'b2c3', 'g8e7', 'd1g4', 'e8g8', 'f1d3', 'c5c4', 'c1h6', 'e7g6', 'd3g6', 'f7g6', 'h6d2', 'd8b6', 'h2h4', 'b6b2']
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	11	68	False	40345	e4e5	['e4e5', 'c7c5', 'c2c3', 'c8d7', 'g1f3', 'b8c6', 'f1e2', 'g8e7', 'e2d3', 'e7g6', 'd3c2']
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	12	65	False	62518	b1c3	['b1c3', 'g8f6', 'c1g5', 'f8e7', 'e4e5', 'f6d7', 'g5e7', 'd8e7', 'f1d3', 'c7c5', 'c3b5', 'e8g8']
r2qkb1r/pp1b1ppp/2npp3/1B2P3/3P4/2P2N2/P4PPP/R1BQK2R w KQkq -	11	57	False	45154	a1b1	['a1b1', 'a7a6', 'b5d3', 'd6e5', 'd4e5', 'd8c7', 'd1e2', 'h7h6', 'e1g1', 'f8c5', 'f1d1', 'c6e7', 'd3c2', 'd7c6', 'f3d4', 'a8d8']
r2qkb1r/pp1b1ppp/2npp3/1B2P3/3P4/2P2N2/P4PPP/R1BQK2R w KQkq -	12	63	False	57972	d1e2	['d1e2', 'd6e5', 'd4e5', 'd8c7', 'e1g1', 'a7a6', 'b5d3', 'f8c5', 'a1b1', 'h7h6', 'f1d1', 'c6e7', 'd3c2', 'd7c6', 'f3d4', 'a8d8']
r4rk1/1pb2ppp/p4n2/4p3/8/1BP1Bb1P/PP3PP1/3RK2R w K -	11	90	False	16360	g2f3	['g2f3', 'f8d8', 'e1g1', 'g8f8', 'e3c5', 'f8e8', 'f3f4', 'd8d1', 'f1d1']
r4rk1/1pb2ppp/p4n2/4p3/8/1BP1Bb1P/PP3PP1/3RK2R w K -	12	95	False	22511	g2f3	['g2f3', 'f8d8', 'e1g1', 'h7h6', 'e3c5', 'e5e4', 'c5e7', 'd8d1']
r3kb1r/1bqn1p2/p2p1p2/1p2pP1p/4P3/PNN2Q2/1PP3PP/2KR1B1R w kq -	11	163	False	49176	f1e2	['f1e2', 'e8e7', 'd1d3', 'f8h6', 'c1b1', 'd7c5', 'b3c5', 'd6c5', 'h1d1', 'a8d8', 'd3d8', 'h8d8', 'c3d5', 'b7d5', 'e4d5', 'c7d6']
r3kb1r/1bqn1p2/p2p1p2/1p2pP1p/4P3/PNN2Q2/1PP3PP/2KR1B1R w kq -	12	173	False	52354	f1e2	['f1e2', 'e8e7', 'd1d3', 'f8h6', 'c1b1', 'd7c5', 'b3c5', 'd6c5', 'h1d1', 'a8d8', 'd3d8', 'h8d8', 'c3d5', 'b7d5']
rnbqkbnr/3ppppp/p7/1pp5/4P3/2N3P1/PPPP1P1P/R1BQKBNR w KQkq -	11	71	False	14584	g1f3	['g1f3', 'c8b7', 'f1g2', 'e7e6', 'd2d4', 'c5d4', 'f3d4', 'h7h5', 'e1g1', 'h5h4']
rnbqkbnr/3ppppp/p7/1pp5/4P3/2N3P1/PPPP1P1P/R1BQKBNR w KQkq -	12	51	False	34154	f1g2	['f1g2', 'c8b7', 'g1f3', 'e7e6', 'd2d4', 'c5d4', 'f3d4', 'd7d6', 'e1g1', 'g8f6', 'c1g5', 'b8d7', 'g5f6']
r1b1kb1r/2qp1ppp/p1n1pn2/1p6/3NP3/2N1BQ2/PPP2PPP/2KR1B1R w kq -	11	182	False	17107	e4e5	['e4e5', 'b5b4', 'e5f6', 'b4c3', 'd4c6', 'c3b2', 'c1b1', 'c7c6', 'f3c6', 'd7c6', 'e3d4', 'h8g8', 'f1d3']
r1b1kb1r/2qp1ppp/p1n1pn2/1p6/3NP3/2N1BQ2/PPP2PPP/2KR1B1R w kq -	12	182	False	20157	e4e5	['e4e5', 'b5b4', 'e5f6', 'b4c3', 'd4c6', 'c3b2', 'c1b1', 'c7c6', 'f3c6', 'd7c6', 'e3d4', 'h8g8', 'f1d3', 'g7f6']
rnbq1rk1/1p2ppbp/p4np1/8/3N1B2/P1N5/1PPQ1PPP/2KR1B1R w - -	11	171	False	35113	f1c4	['f1c4', 'c8d7', 'h1e1', 'b8c6', 'f2f3', 'f8e8', 'd4c6', 'd7c6', 'd2d8', 'a8d8', 'd1d8', 'e8d8', 'e1e7', 'd8d4', 'c4f7', 'g8f8']
rnbq1rk1/1p2ppbp/p4np1/8/3N1B2/P1N5/1PPQ1PPP/2KR1B1R w - -	12	172	False	57770	f1c4	['f1c4', 'c8d7', 'h1e1', 'b8c6', 'f2f3', 'e7e6', 'f4h6', 'a8c8', 'c4a2', 'c6d4', 'h6g7', 'g8g7', 'd2d4']
rn1qr1k1/p1p1bppp/bp3n2/3p4/3P4/1PN2NP1/P2BPPBP/R2Q1RK1 w - -	11	94	False	32864	f3e5	['f3e5', 'c7c5', 'd4c5', 'e7c5', 'd2f4', 'a6b7', 'a1c1', 'c5a3', 'c1c2', 'b8d7', 'c3b5']
rn1qr1k1/p1p1bppp/bp3n2/3p4/3P4/1PN2NP1/P2BPPBP/R2Q1RK1 w - -	12	108	False	37772	f3e5	['f3e5', 'c7c5', 'd4c5', 'e7c5', 'd2f4', 'a6b7', 'a1c1', 'b8a6', 'e5d3', 'h7h6', 'd3c5']
r4rk1/pp1b2bp/nq3pp1/1N1pp3/P2P2P1/1pP1P1BP/3QBP2/R4RK1 w - -	11	202	False	49880	d2b2	['d2b2', 'f6f5', 'b2b3', 'd7c6', 'a1b1', 'f5f4', 'e3f4', 'e5f4', 'g3h4']
r4rk1/pp1b2bp/nq3pp1/1N1pp3/P2P2P1/1pP1P1BP/3QBP2/R4RK1 w - -	12	206	False	59562	d2b2	['d2b2', 'f6f5', 'b2b3', 'd7c6', 'a1b1', 'b6d8', 'g4f5', 'g6f5', 'd4e5', 'a6c5', 'b3c2', 'd8e7']
3q1rk1/2r2pp1/ppbb1n1p/3p4/3P4/PPN1R1PP/1B2QPB1/2R3K1 w - -	11	110	False	55477	e2a6	['e2a6', 'h6h5', 'a6d3', 'h5h4', 'c1e1', 'h4g3', 'f2g3', 'd8d7', 'g3g4', 'd6f4', 'e3e2', 'f8c8', 'e1f1']
3q1rk1/2r2pp1/ppbb1n1p/3p4/3P4/PPN1R1PP/1B2QPB1/2R3K1 w - -	12	115	False	80695	e2a6	['e2a6', 'h6h5', 'a6d3', 'h5h4', 'c1e1', 'h4g3', 'f2g3', 'd8c8', 'g3g4', 'f6e4', 'c3d5', 'c6d5', 'g2e4', 'd5e4', 'd3e4', 'c7c2']
rnbq1rk1/pp3pbp/3ppnp1/2pP4/2P1P3/2NB3P/PP3PP1/R1BQK1NR w KQ -	11	150	False	16305	g1f3	['g1f3', 'e6d5', 'c4d5', 'b7b6', 'c1f4', 'c8a6', 'e1g1', 'a6d3', 'd1d3']
rnbq1rk1/pp3pbp/3ppnp1/2pP4/2P1P3/2NB3P/PP3PP1/R1BQK1NR w KQ -	12	147	False	54237	g1f3	['g1f3', 'b7b6', 'e1g1', 'a7a6', 'a2a3', 'f8e8', 'f1e1', 'a8a7', 'd5e6', 'f7e6', 'd3f1', 'b8c6']
4k3/1R6/4pp2/4rP1K/6P1/8/8/8 w - -	11	782	False	10109	h5g6	['h5g6', 'e5e2', 'g6f6', 'e6f5', 'b7b8', 'e8d7', 'g4f5', 'e2f2', 'b8a8', 'f2f3', 'a8h8']
4k3/1R6/4pp2/4rP1K/6P1/8/8/8 w - -	12	693	False	14807	h5g6	['h5g6', 'e5e2', 'g6f6', 'e6f5', 'b7b8', 'e8d7', 'g4f5', 'e2f2', 'b8a8', 'f2f1', 'a8h8', 'f1f4', 'h8f8', 'f4f2', 'f6g7', 'f2g2', 'g7f7', 'g2f2']
r1b2rk1/pp1pppbp/1qn2np1/8/3NPP2/2N1B3/PPP1B1PP/R2QK2R w KQ -	11	367	False	11159	e4e5	['e4e5', 'b6b2', 'd4b5', 'c6b4', 'a1b1', 'b4c2', 'e1f2', 'c2e3', 'f2e3', 'f6g4', 'e2g4', 'b2g2', 'g4f3', 'g2h3']
r1b2rk1/pp1pppbp/1qn2np1/8/3NPP2/2N1B3/PPP1B1PP/R2QK2R w KQ -	12	206	False	32694	e4e5	['e4e5', 'f6e8', 'd4c6', 'b6c6', 'c3d5', 'g8h8', 'd1d3', 'd7d6', 'd5e7', 'c6g2', 'e1c1', 'd6e5', 'h2h4', 'e5f4', 'e3f4', 'g2f2']
rn1qk2r/pbpp1pbp/1p2pnp1/8/2PP4/4PN2/PP2BPPP/RNBQ1RK1 w kq -	11	79	False	24093	b2b4	['b2b4', 'd7d6', 'b1c3', 'e8g8', 'a2a4', 'c7c5', 'c1a3', 'a7a6', 'd1b3', 'b8c6', 'b4c5', 'd6c5', 'd4c5']
rn1qk2r/pbpp1pbp/1p2pnp1/8/2PP4/4PN2/PP2BPPP/RNBQ1RK1 w kq -	12	65	False	53283	b2b4	['b2b4', 'e8g8', 'b1c3', 'd8e7', 'a2a4', 'c7c5', 'd4c5', 'b6c5', 'b4b5', 'a7a6']
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -	11	84	False	33818	g1f3	['g1f3', 'e8g8', 'f1e2', 'e7e5', 'e1g1', 'e5d4', 'f3d4', 'f6d7']
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -	12	94	False	46845	g1f3	['g1f3', 'e8g8', 'f1e2', 'e7e5', 'd4d5', 'a7a5', 'c1g5', 'b8a6', 'f3d2']
r1b2rk1/4bppp/pqn1pn2/1p2B3/8/1NN3P1/PPP2PBP/R2QR1K1 w - -	11	96	False	38977	a2a4	['a2a4', 'c8b7', 'e5f6', 'e7f6', 'd1d6', 'f6e7']
r1b2rk1/4bppp/pqn1pn2/1p2B3/8/1NN3P1/PPP2PBP/R2QR1K1 w - -	12	84	False	59176	a2a4	['a2a4', 'c8b7', 'e5f6', 'e7f6', 'd1d6', 'b5b4', 'a4a5', 'b6d8', 'd6d8', 'c6d8', 'c3a4', 'b7g2', 'g1g2', 'd8c6', 'c2c3', 'b4c3', 'b2c3']
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	11	74	False	31284	g1f3	['g1f3', 'd7d6', 'f1b5', 'b8d7', 'b1c3', 'e7e5', 'b5c4', 'd7b6']
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -	12	104	False	49094	g1f3	['g1f3', 'd7d6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'b8c6', 'c1e3']
4k3/1R3pp1/1p1P4/6p1/6P1/7r/4KP2/8 w - -	11	17	False	23352	b7b6	['b7b6', 'e8d7', 'b6b7', 'd7d6', 'b7f7', 'd6e5', 'f7a7', 'h3h6', 'a7a5', 'e5f6', 'a5a6', 'f6e5']
4k3/1R3pp1/1p1P4/6p1/6P1/7r/4KP2/8 w - -	12	5	False	56890	f2f3	['f2f3', 'h3h6', 'b7b6', 'e8d7', 'e2f2', 'h6d6', 'b6b2', 'd7e8', 'b2b1', 'e8d8', 'b1a1']
2rq1rk1/1b1nbppp/1pp1p3/p2pN2n/2PP1B2/P1N3P1/1PQ1PPBP/R2R2K1 w - -	11	102	False	58356	e5d7	['e5d7', 'd8d7', 'c3a4', 'd7d8', 'f4e3', 'b6b5', 'c4b5', 'c6b5', 'a4c5']
2rq1rk1/1b1nbppp/1pp1p3/p2pN2n/2PP1B2/P1N3P1/1PQ1PPBP/R2R2K1 w - -	12	126	False	66330	f4c1	['f4c1', 'b7a6', 'e2e4', 'h5f6', 'e5d7', 'd8d7', 'e4e5', 'f6e8', 'b2b3', 'd7d8']
r2q1rk1/ppp1ppbp/n2p1np1/8/2PPP1b1/2N1BN2/PP2BPPP/R2QK2R w KQ -	11	145	False	29527	e1g1	['e1g1', 'c7c5', 'd4d5', 'a6c7', 'f3g5', 'g4e2', 'd1e2', 'e7e6', 'd5e6', 'c7e6', 'g5e6', 'f7e6', 'a1d1', 'd8e7']
r2q1rk1/ppp1ppbp/n2p1np1/8/2PPP1b1/2N1BN2/PP2BPPP/R2QK2R w KQ -	12	144	False	53220	e1g1	['e1g1', 'c7c5', 'a1c1', 'a8b8', 'd4d5', 'g4f3', 'e2f3', 'a6c7', 'd1d3', 'f6d7', 'f3e2', 'a7a6']
r3k2r/1bqnppb1/p2p1n2/1p4Bp/3PP1p1/1BP4P/1P1NQPP1/R3K1NR w KQkq -	11	167	False	10972	h3g4	['h3g4', 'h5g4', 'h1h8', 'g7h8', 'e2e3', 'a6a5', 'b3d1', 'a5a4', 'g1e2', 'f6h7', 'g5h4', 'h8f6']
r3k2r/1bqnppb1/p2p1n2/1p4Bp/3PP1p1/1BP4P/1P1NQPP1/R3K1NR w KQkq -	12	198	False	14134	h3g4	['h3g4', 'h5g4', 'h1h8', 'g7h8', 'e2e3', 'a6a5', 'g1e2', 'a5a4', 'b3d1', 'f6h7', 'e2g3']
rn1qk2r/ppp1ppbp/3p1np1/5b2/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq -	11	109	False	49746	f1g2	['f1g2', 'c7c6', 'e1g1', 'b8d7', 'f3g5', 'h7h6', 'e2e4', 'f5g4', 'f2f3', 'h6g5', 'f3g4', 'f6h7']
rn1qk2r/ppp1ppbp/3p1np1/5b2/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq -	12	111	False	75277	d1b3	['d1b3', 'd8c8', 'f1g2', 'b8c6', 'd4d5', 'c6d8', 'c1e3', 'f5h3', 'e1g1', 'h3g2', 'g1g2']
r6r/pp3k1p/1qnp1ppP/8/3pPP2/6P1/PP1QR1B1/3R2K1 w - -	11	85	False	38969	b2b4	['b2b4', 'h8d8', 'a2a4', 'd4d3', 'e2f2', 'c6b4', 'a4a5', 'b6d4', 'd1b1']
r6r/pp3k1p/1qnp1ppP/8/3pPP2/6P1/PP1QR1B1/3R2K1 w - -	12	98	False	49451	e4e5	['e4e5', 'd6e5', 'g2d5', 'f7e7', 'd5c6', 'd4d3', 'e2e3', 'b7c6', 'f4e5', 'f6f5', 'g1h2', 'h8d8', 'e3d3']
r2qr1k1/1b3pbp/p2p1np1/npp1p3/P3P3/2PP1NNP/1PB2PP1/R1BQR1K1 w - -	11	51	False	36807	a4b5	['a4b5', 'a6b5', 'c1g5', 'h7h6', 'g5e3', 'g7f8', 'd1d2', 'g8h7', 'b2b4', 'c5b4', 'c3b4', 'a5c6', 'a1a8', 'b7a8']
r2qr1k1/1b3pbp/p2p1np1/npp1p3/P3P3/2PP1NNP/1PB2PP1/R1BQR1K1 w - -	12	46	False	54588	a4b5	['a4b5', 'a6b5', 'c1g5', 'h7h6', 'g5e3', 'd8d7', 'b2b4', 'c5b4', 'c3b4', 'a5c6', 'a1a8', 'e8a8', 'd1d2']
rnbqr1k1/ppp2ppp/4pn2/3p4/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R w KQ -	11	21	False	91637	f3e5	['f3e5', 'b4f8', 'f1e2', 'b7b6', 'e1g1', 'c8b7', 'f2f4', 'b8d7', 'e2f3']
rnbqr1k1/ppp2ppp/4pn2/3p4/1bPP4/2N1PN2/PP1B1PPP/R2QKB1R w KQ -	12	21	False	109147	f1d3	['f1d3', 'b4f8', 'e1g1', 'c7c5', 'd1e2', 'b7b6', 'd4c5', 'b6c5', 'e3e4', 'd5d4', 'e4e5', 'd4c3']
rnbqk2r/ppppppbp/5np1/8/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq -	11	37	False	44667	f1g2	['f1g2', 'e8g8', 'b1c3', 'c7c6', 'c1g5', 'd7d6', 'g1f3', 'h7h6', 'g5f6', 'g7f6']
rnbqk2r/ppppppbp/5np1/8/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq -	12	45	False	66185	f1g2	['f1g2', 'd7d5', 'c4d5', 'f6d5', 'g1f3', 'e8g8', 'e1g1', 'd5b6', 'b1c3', 'b8c6', 'd4d5', 'g7c3', 'd5c6', 'd8d1', 'f1d1']
3b4/5k2/8/4nB1p/2b1N1p1/4B1P1/5P1P/6K1 w - -	11	131	False	12486	e4d6	['e4d6', 'f7f6', 'e3d4', 'd8c7', 'd6c4', 'f6f5', 'd4e5', 'c7e5', 'c4e5', 'f5e5', 'f2f4', 'g4f3', 'g1f2']
3b4/5k2/8/4nB1p/2b1N1p1/4B1P1/5P1P/6K1 w - -	12	131	False	15076	e4d6	['e4d6', 'f7f6', 'e3d4', 'd8c7', 'd6c4', 'f6f5', 'd4e5', 'c7e5', 'c4e5', 'f5e5', 'f2f4', 'g4f3', 'g1f2', 'e5e6', 'f2f3']
rnbqk2r/1pp2ppp/p2b1n2/3p4/3P1B2/2N1P3/PP3PPP/R2QKBNR w KQkq -	11	52	False	58906	g1e2	['g1e2', 'c7c6', 'f4d6', 'd8d6', 'e2g3', 'e8g8', 'f1d3', 'f8e8', 'e1g1', 'b8d7', 'h2h3']
rnbqk2r/1pp2ppp/p2b1n2/3p4/3P1B2/2N1P3/PP3PPP/R2QKBNR w KQkq -	12	62	False	67150	f4d6	['f4d6', 'd8d6', 'f1d3', 'e8g8', 'h2h3', 'b8c6', 'd3b1', 'f8e8', 'g1f3']
rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -	11	141	False	28436	d2d4	['d2d4', 'g8f6', 'g2g3', 'e7e6', 'c2c4', 'f8e7', 'b1c3', 'c7c6', 'f1g2', 'e8g8', 'e1g1', 'd7d5', 'c1f4']
rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -	12	124	False	46042	d2d4	['d2d4', 'g8f6', 'g2g3', 'e7e6', 'c2c4', 'd7d5', 'b1c3', 'f8e7', 'f1g2', 'c7c6', 'c1f4', 'b8d7', 'e1g1']
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	11	104	False	52539	f1b5	['f1b5', 'g8f6', 'e1g1', 'f6e4', 'f1e1', 'e4d6', 'f3e5', 'c6e5', 'e1e5', 'f8e7', 'b5f1']
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	12	106	False	76904	f1b5	['f1b5', 'g8e7', 'e1g1', 'g7g6', 'c2c3', 'f8g7', 'd2d4', 'e8g8', 'd4e5', 'c6e5', 'f3e5', 'g7e5']
r4rk1/pp1q1ppp/2n1bn2/1Bbp2N1/8/2P5/PP1NQPPP/R1B2RK1 w - -	11	5	False	25045	g5e6	['g5e6', 'd7e6', 'd2b3', 'c5b6', 'e2e6', 'f7e6', 'c1e3', 'b6e3', 'f2e3', 'f6e4', 'f1f8', 'a8f8', 'b5c6']
r4rk1/pp1q1ppp/2n1bn2/1Bbp2N1/8/2P5/PP1NQPPP/R1B2RK1 w - -	12	-7	False	42281	d2b3	['d2b3', 'c5b6', 'g5e6', 'd7e6', 'e2e6', 'f7e6', 'c1e3', 'b6e3', 'f2e3', 'c6d8', 'a1e1', 'a8c8', 'b3d2']
r3r1k1/p4pp1/2p2n1p/3q4/2Np2Q1/1P1P4/P4PPP/R3R1K1 w - -	11	31	False	45539	g4g3	['g4g3', 'c6c5', 'g3c7', 'e8c8', 'c7e5', 'c8e8', 'e5g3', 'd5c6', 'g3d6', 'e8e1', 'a1e1', 'c6d6', 'c4d6']
r3r1k1/p4pp1/2p2n1p/3q4/2Np2Q1/1P1P4/P4PPP/R3R1K1 w - -	12	17	False	80702	g4f4	['g4f4', 'c6c5', 'f4c7', 'e8c8', 'c7e5', 'c8e8', 'e5f4', 'd5d7', 'h2h3', 'f6d5', 'f4d6', 'd7d6']
r1b5/pr2kp1p/3p2p1/R2P4/4PPnP/6P1/6B1/1R1N2K1 w - -	11	212	False	17169	b1b7	['b1b7', 'c8b7', 'g2f3', 'b7c8', 'd1b2', 'g4e3', 'g1f2', 'e3g4', 'f3g4', 'c8g4', 'b2c4']
r1b5/pr2kp1p/3p2p1/R2P4/4PPnP/6P1/6B1/1R1N2K1 w - -	12	225	False	31087	b1b7	['b1b7', 'c8b7', 'g2f3', 'b7c8', 'd1b2', 'a7a6', 'b2c4', 'g4f6', 'e4e5', 'f6e8', 'c4b6', 'a8b8', 'b6c8', 'b8c8', 'a5a6', 'c8c2', 'a6a8', 'c2c1', 'g1f2', 'c1c2', 'f3e2']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	11	122	False	37924	f1d3	['f1d3', 'e7e6', 'd1e2', 'd7d5', 'e4d5', 'd8d5', 'g1f3', 'd5h5', 'b1c3', 'f8b4']
rn1qkbnr/pbpppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -	12	122	False	46412	b1c3	['b1c3', 'e7e6', 'g1f3', 'g8f6', 'f1d3', 'f8b4', 'e1g1', 'b4c3', 'e4e5', 'f6d5', 'b2c3', 'd5c3', 'd1e1']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	11	75	False	20526	b2b3	['b2b3', 'a8b7', 'b3c4', 'd5c4', 'e3e4', 'b7c6', 'c2d2', 'e7d8', 'e4e5', 'c6b5', 'g3e4', 'b5c6']
k7/4bp2/4p2p/3p2p1/2pP2P1/2P1P1N1/1PK2P2/8 w - -	12	78	False	32357	e3e4	['e3e4', 'd5e4', 'b2b3', 'c4b3', 'c2b3', 'a8b7', 'c3c4', 'b7c6', 'b3c3', 'e7f8', 'g3e4', 'f7f5']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	11	62	False	47264	e2d1	['e2d1', 'f6d7', 'd1d2', 'c7d6', 'd2e1', 'g7g6', 'h3h4']
6k1/ppq1bppp/2p2n2/4p3/4P3/2B2BPP/PPP1QPK1/3r4 w - -	12	72	False	65353	e2d1	['e2d1', 'g7g6', 'h3h4', 'h7h5', 'd1a1', 'g8h8', 'b2b4']
r3kb1r/pp1npppp/2p1qn2/8/3P4/2N1BN2/PPP2PPP/R2QK2R w KQkq -	11	86	False	38694	e1g1	['e1g1', 'e6d6', 'c3e2', 'e7e6', 'e3f4', 'd6b4', 'a2a4', 'f8e7', 'a4a5', 'e8g8', 'b2b3']
